n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.644766,1.000000,1.175307,0.153541,-0.410815,0.049191,0.001882,-0.028091,-0.247537,8.70e-13
2,pr = 0,1.304388,1.101268,2.351299,1.529317,0.000000,0.038148,0.006964,-0.034874,-0.248422,8.85e-04
3,collision,1.911104,1.000000,3.227445,4.259176,-0.410992,0.027513,0.010461,-0.010180,-0.247537,1.45e-12
4,beta = 0,2.149277,1.049874,3.437326,5.157537,0.278900,0.025195,0.010686,0.000000,-0.247909,3.72e-04
5,pr = 0,2.570599,1.101254,3.879514,7.412594,0.000000,0.022472,0.009279,0.027770,-0.248420,8.83e-04
6,collision,3.177590,1.000000,4.488350,9.468745,-0.410663,0.023485,0.003282,0.047696,-0.247537,2.03e-12
7,pphi = 0,3.526874,1.072445,4.792572,9.677896,0.205604,0.024094,0.000000,0.043369,-0.247892,3.55e-04
8,pr = 0,3.820889,1.100916,5.129492,9.417423,0.000000,0.023402,-0.002781,0.029985,-0.248687,1.15e-03
9,beta = 0,4.226555,1.030432,5.597064,8.402290,-0.332164,0.017706,-0.004577,0.000000,-0.248156,6.19e-04
10,collision,4.436520,1.000000,5.677957,8.176262,-0.410705,0.015658,-0.004526,-0.006068,-0.247537,2.51e-12
11,pr = 0,5.081185,1.100961,5.897309,7.168573,-0.000000,0.000217,-0.001658,-0.029413,-0.248671,1.13e-03
12,ptheta = 0,5.081185,1.100804,5.897052,7.162748,-0.004829,0.000000,-0.001605,-0.029508,-0.248766,1.23e-03
13,pphi = 0,5.243800,1.084644,5.864172,7.066749,-0.149395,-0.006484,-0.000000,-0.030320,-0.248905,1.37e-03
14,collision,5.696279,1.000000,5.672523,7.282229,-0.410655,-0.017129,0.002474,-0.021529,-0.247537,2.99e-12
15,beta = 0,6.060308,1.089700,5.280559,7.926459,0.129976,-0.025919,0.003614,0.000000,-0.247993,4.56e-04
16,pr = 0,6.357774,1.101336,5.033660,8.304808,0.000000,-0.028645,0.003291,0.013080,-0.248393,8.56e-04
17,pphi = 0,6.758274,1.030884,4.363926,8.813212,-0.331323,-0.031025,0.000000,0.039517,-0.248024,4.87e-04
18,collision,6.964158,1.000000,4.216378,8.796226,-0.410677,-0.030892,-0.001105,0.043089,-0.247537,3.58e-12
