n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.645331,1.000000,1.111333,0.145884,-0.410740,0.046390,0.001784,-0.026549,-0.247723,8.68e-13
2,pr = 0,1.304962,1.101193,2.219580,1.445405,0.000000,0.035971,0.006578,-0.032889,-0.248600,8.77e-04
3,collision,1.911262,1.000000,3.045239,4.020708,-0.410897,0.025946,0.009871,-0.009568,-0.247723,1.45e-12
4,beta = 0,2.149377,1.049713,3.242491,4.865037,0.279228,0.023768,0.010082,0.000000,-0.248087,3.64e-04
5,pr = 0,2.570653,1.101177,3.659921,6.993661,0.000000,0.021198,0.008752,0.026213,-0.248601,8.77e-04
6,collision,3.177262,1.000000,4.233893,8.931662,-0.410605,0.022153,0.003096,0.044993,-0.247723,2.04e-12
7,pphi = 0,3.539938,1.072725,4.520054,9.133052,0.205812,0.022738,0.000000,0.041006,-0.247771,4.80e-05
8,pr = 0,3.836997,1.101218,4.838362,8.886084,0.000000,0.022090,-0.002630,0.028348,-0.248606,8.83e-04
9,beta = 0,4.237814,1.030415,5.279761,7.925259,-0.332424,0.016710,-0.004325,0.000000,-0.248232,5.09e-04
10,collision,4.443973,1.000000,5.355387,7.713462,-0.410642,0.014782,-0.004273,-0.005681,-0.247723,2.62e-12
11,pr = 0,5.103920,1.101239,5.563405,6.759341,0.000000,0.000234,-0.001576,-0.027792,-0.248604,8.81e-04
12,ptheta = 0,5.103920,1.100979,5.562972,6.753553,-0.005499,0.000000,-0.001518,-0.027881,-0.248766,1.04e-03
13,pphi = 0,5.266225,1.084188,5.530895,6.665443,-0.150462,-0.006130,0.000000,-0.028577,-0.249202,1.48e-03
14,collision,5.710911,1.000000,5.351496,6.865932,-0.410597,-0.016133,0.002327,-0.020371,-0.247723,3.20e-12
15,beta = 0,6.187071,1.090200,4.980581,7.475586,0.128461,-0.024483,0.003419,0.000000,-0.247963,2.40e-04
16,pr = 0,6.340879,1.100633,4.749203,7.828419,0.000000,-0.026987,0.003096,0.012227,-0.248996,1.27e-03
17,pphi = 0,6.749708,1.030242,4.116644,8.309734,-0.332402,-0.029267,0.000000,0.037212,-0.248383,6.60e-04
18,collision,6.962357,1.000000,3.979224,8.296951,-0.410617,-0.029155,-0.001022,0.040591,-0.247723,3.61e-12
19,pr = 0,7.624781,1.101274,3.228171,6.974157,0.000000,-0.026802,-0.007172,0.037186,-0.248547,8.24e-04
20,collision,8.229657,1.000000,2.515226,4.185411,-0.410942,-0.027292,-0.010503,0.007190,-0.247723,4.21e-12
21,beta = 0,8.339767,1.039153,2.348874,3.523805,0.310470,-0.028193,-0.010629,0.000000,-0.247741,1.80e-05
22,pr = 0,8.859033,1.100582,1.711702,1.076371,0.000000,-0.033464,-0.009102,-0.026029,-0.248997,1.27e-03
23,phi = 0,9.021454,1.083476,1.330258,0.000000,-0.156968,-0.037271,-0.007330,-0.034828,-0.248681,9.58e-04
24,collision,9.480047,1.000000,0.687229,-1.029091,-0.410742,-0.043340,-0.004077,-0.035953,-0.247723,4.62e-12
25,theta = 0,9.844663,1.080360,0.000000,-1.455594,0.171602,-0.047623,-0.001469,-0.025405,-0.248555,8.32e-04
26,pr = 0,10.142052,1.101261,-0.572879,-1.567819,0.000000,-0.049201,-0.000263,-0.012366,-0.248552,8.29e-04
27,pphi = 0,10.142052,1.097469,-0.834196,-1.575239,-0.076073,-0.049343,0.000000,-0.005654,-0.248247,5.24e-04
28,beta = 0,10.304176,1.086212,-1.049015,-1.573571,-0.140189,-0.049081,0.000029,-0.000000,-0.249216,1.49e-03
29,pphi = 0,10.431359,1.071785,-1.275588,-1.570823,-0.208551,-0.048683,0.000000,0.005980,-0.247908,1.85e-04
30,collision,10.747326,1.000000,-1.870600,-1.620330,-0.410736,-0.045805,-0.000953,0.020696,-0.247723,5.22e-12
31,pr = 0,11.389914,1.100805,-2.955779,-2.568429,0.000000,-0.034680,-0.005259,0.032572,-0.248873,1.15e-03
32,collision,12.004872,1.000000,-3.724736,-4.773644,-0.410832,-0.022725,-0.008932,0.014232,-0.247723,5.70e-12
33,beta = 0,12.300050,1.067729,-3.965643,-5.950844,0.220546,-0.018688,-0.009407,-0.000000,-0.248431,7.08e-04
34,pr = 0,12.580492,1.100964,-4.220947,-7.580040,0.000000,-0.015698,-0.008535,-0.021742,-0.248748,1.02e-03
35,collision,13.227490,1.000000,-4.625279,-9.521885,-0.410588,-0.015188,-0.003248,-0.045033,-0.247723,5.89e-12
36,pphi = 0,13.581701,1.073337,-4.825462,-9.735049,0.202029,-0.015592,0.000000,-0.043504,-0.248085,3.62e-04
37,pr = 0,13.876851,1.100960,-5.039899,-9.475980,0.000000,-0.015145,0.002868,-0.033358,-0.248786,1.06e-03
38,collision,14.489014,1.000000,-5.383942,-8.109506,-0.410664,-0.008949,0.005391,-0.000482,-0.247723,6.40e-12
39,beta = 0,14.504573,1.002910,-5.387554,-8.087298,0.403568,-0.008782,0.005391,-0.000000,-0.247729,5.70e-06
40,ptheta = 0,14.915616,1.091184,-5.469395,-7.067513,0.116815,0.000000,0.004328,0.019946,-0.248715,9.91e-04
41,pr = 0,15.064080,1.101049,-5.451297,-6.691428,0.000000,0.004551,0.003336,0.026035,-0.248728,1.00e-03
42,pphi = 0,15.486587,1.033662,-5.212690,-6.250060,-0.323758,0.017726,0.000000,0.027478,-0.248211,4.87e-04
43,collision,15.711797,1.000000,-5.114094,-6.265807,-0.410593,0.020904,-0.000782,0.024617,-0.247723,6.59e-12
44,beta = 0,16.297644,1.099448,-4.506522,-6.763275,0.058596,0.031342,-0.002486,-0.000000,-0.248080,3.57e-04
45,pr = 0,16.297644,1.100795,-4.374816,-6.884942,0.000000,0.032455,-0.002398,-0.005577,-0.248883,1.16e-03
46,pphi = 0,16.717469,1.029498,-3.609260,-7.282697,-0.335172,0.035154,0.000000,-0.032586,-0.248124,4.01e-04
