Id
99
89
98
88
79
78
97
87
77
69
68
59
58
67
57
96
86
76
95
85
75
66
56
65
55
49
48
39
38
47
37
29
28
19
9
18
8
27
17
7
46
36
45
35
26
16
6
25
15
5
94
84
74
93
83
73
64
54
63
53
92
82
72
91
81
90
80
71
70
62
52
61
60
51
50
44
34
43
33
24
14
4
23
13
3
42
32
41
40
31
30
22
12
2
21
20
11
1
10
0

