n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
0,init,0.0000,1.5000,90.0000,180.0000,0.0000,0.0000,0.0000,0.0000,-0.0494,0.00e+0,
1,collision,2.8168,1.0000,90.0000,180.0000,-0.4843,0.0000,-0.0000,0.0000,-0.0494,2.21e-15,
2,pr = 0,5.6338,1.5000,90.0000,180.0000,0.0000,0.0000,-0.0000,0.0000,-0.0494,-5.97e-12,
3,collision,8.4506,1.0000,90.0000,180.0000,-0.4843,0.0000,-0.0000,0.0000,-0.0494,-2.98e-15,
4,pr = 0,11.2676,1.5000,90.0000,180.0000,0.0000,0.0000,-0.0000,0.0000,-0.0494,-5.97e-12,
5,collision,14.0844,1.0000,90.0000,180.0000,-0.4843,0.0000,-0.0000,0.0000,-0.0494,-7.02e-15,
