n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,ptheta = 0,0.688833,1.478557,80.220982,82.135532,-0.064608,0.000000,0.018089,-1.205431,-0.015480,3.14e-04
2,beta = 0,2.118504,1.279519,74.127661,134.516192,-0.218722,-0.220294,0.081651,0.000247,-0.015962,7.96e-04
3,collision,3.115397,1.000000,66.282403,167.175410,-0.438791,-0.144040,0.023212,0.911024,-0.015167,1.25e-12
4,pphi = 0,3.338282,1.063931,65.283391,168.026396,0.392374,-0.102528,0.000000,0.966488,-0.015466,3.00e-04
5,ptheta = 0,3.991152,1.242140,64.150226,158.360528,0.282998,0.000000,-0.058709,0.843130,-0.015206,3.91e-05
6,beta = 0,5.021418,1.437073,65.050300,112.112856,0.127763,0.031388,-0.095474,0.000001,-0.015573,4.06e-04
7,ptheta = 0,5.315675,1.476578,65.228180,90.650396,0.075007,0.000000,-0.090200,-0.381751,-0.015869,7.02e-04
8,pr = 0,6.298890,1.504623,64.286681,55.176275,0.000000,-0.099877,-0.059019,-0.963195,-0.015323,1.56e-04
9,pphi = 0,7.036224,1.476260,59.607107,37.145796,-0.050493,-0.253071,0.000000,-1.097951,-0.015401,2.34e-04
10,beta = 0,8.618417,1.328344,44.465306,70.628092,-0.184153,-0.450836,0.066801,0.000403,-0.016196,1.03e-03
11,pphi = 0,9.366087,1.090892,29.434475,94.016665,-0.376116,-0.397651,0.000000,0.852187,-0.015796,6.30e-04
12,collision,9.735123,1.000000,25.159351,91.453384,-0.454796,-0.337686,-0.045990,0.926380,-0.015167,1.31e-12
13,beta = 0,10.808630,1.257938,14.932778,22.529033,0.085422,-0.198746,-0.161054,0.000016,-0.017412,2.25e-03
14,phi = 0,11.005188,1.268523,13.117854,0.000000,-0.001285,-0.215824,-0.154544,-0.344945,-0.016788,1.62e-03
15,pr = 0,11.005188,1.268471,13.146182,0.340772,0.000000,-0.215466,-0.154713,-0.339749,-0.016860,1.69e-03
16,theta = 0,12.134789,1.123016,0.000000,-57.620020,-0.245430,-0.446073,-0.010405,-1.005659,-0.016492,1.33e-03
17,pphi = 0,12.134789,1.109981,-1.092462,-57.689168,-0.255998,-0.461603,0.000000,-0.978264,-0.016863,1.70e-03
18,collision,12.579571,1.000000,-10.666282,-50.345938,-0.370569,-0.567095,0.073729,-0.598646,-0.015167,8.47e-13
19,beta = 0,12.948564,1.099240,-21.051317,-31.950986,0.219795,-0.592366,0.102553,-0.000113,-0.016566,1.40e-03
20,phi = 0,13.779893,1.185017,-38.069988,0.000000,0.045402,-0.425628,0.028750,1.037714,-0.016400,1.23e-03
21,pphi = 0,13.963326,1.192012,-41.213402,1.605182,0.027255,-0.368493,0.000000,1.160091,-0.016375,1.21e-03
22,phi = 0,14.161249,1.195725,-43.822455,0.000000,0.012179,-0.312500,-0.028166,1.212252,-0.016562,1.39e-03
23,pr = 0,14.394652,1.196661,-45.504352,-3.097083,0.000000,-0.270689,-0.048902,1.210874,-0.016335,1.17e-03
24,ptheta = 0,15.246863,1.112355,-50.697179,-65.745442,-0.233698,0.000000,-0.160247,0.285695,-0.016769,1.60e-03
25,beta = 0,15.390895,1.065355,-50.566819,-81.866137,-0.322210,0.030587,-0.165033,-0.000001,-0.016424,1.26e-03
26,collision,15.678959,1.000000,-50.197785,-98.434051,-0.434038,0.045807,-0.159512,-0.301410,-0.015167,8.70e-13
27,ptheta = 0,16.205442,1.135531,-49.563078,-131.658876,0.239614,0.000000,-0.111160,-0.902236,-0.015631,4.64e-04
28,pphi = 0,17.047592,1.283102,-52.527703,-158.371245,0.127259,-0.180609,0.000000,-1.269352,-0.016025,8.59e-04
29,pr = 0,18.331237,1.378293,-63.534818,-117.562287,0.000000,-0.306132,0.088197,-0.155377,-0.015883,7.16e-04
30,beta = 0,18.592129,1.376917,-64.670079,-111.259023,-0.016942,-0.300002,0.088750,-0.000346,-0.016201,1.03e-03
31,ptheta = 0,20.112124,1.203782,-73.774100,-61.434474,-0.180365,0.000000,-0.005569,1.259059,-0.016136,9.69e-04
32,pphi = 0,20.112124,1.213697,-73.772404,-61.271253,-0.176004,-0.015744,0.000000,1.261830,-0.015920,7.53e-04
33,collision,21.097038,1.000000,-67.845385,-87.599258,-0.339640,0.295814,-0.103806,0.542604,-0.015167,6.11e-13
34,beta = 0,21.522561,1.081447,-62.645628,-106.691543,0.224581,0.366039,-0.117734,-0.000392,-0.016609,1.44e-03
35,pphi = 0,22.659174,1.185502,-46.891369,-152.745072,0.023637,0.213621,0.000000,-1.356902,-0.016388,1.22e-03
36,pr = 0,23.084954,1.190491,-44.328981,-146.670875,0.000000,0.115931,0.058001,-1.331859,-0.015661,4.94e-04
37,ptheta = 0,23.518317,1.168731,-43.181342,-115.575442,-0.096494,0.000000,0.135832,-0.824790,-0.017242,2.08e-03
38,beta = 0,24.001113,1.070870,-43.645896,-69.142774,-0.319591,-0.017073,0.172799,-0.000001,-0.017117,1.95e-03
39,ptheta = 0,24.210632,1.034024,-43.711185,-58.481993,-0.387905,0.000000,0.171100,0.188092,-0.015680,5.14e-04
40,collision,24.280471,1.000000,-43.672438,-50.486508,-0.447057,0.020848,0.165975,0.326436,-0.015167,2.56e-12
41,phi = 0,25.096532,1.201123,-39.234673,0.000000,0.174176,0.247761,0.069883,1.072410,-0.016067,9.00e-04
42,pphi = 0,25.775224,1.275638,-33.134004,10.392781,0.117014,0.382285,0.000000,1.075155,-0.015523,3.56e-04
43,phi = 0,26.244281,1.325718,-24.746129,0.000000,0.058049,0.495802,-0.059261,0.658409,-0.016283,1.12e-03
44,beta = 0,26.674408,1.335402,-15.477328,-23.363436,-0.028058,0.550997,-0.083312,-0.000064,-0.015962,7.96e-04
