n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,ptheta = 0,1.049531,1.529002,81.569343,92.929819,0.013152,0.000000,0.044598,-1.084342,-0.012457,3.70e-04
2,pr = 0,1.406024,1.530551,81.446279,100.604643,0.000000,-0.033490,0.055272,-0.944211,-0.012633,5.45e-04
3,beta = 0,2.370167,1.485830,78.884354,147.431987,-0.090409,-0.131071,0.081842,0.000001,-0.012098,1.04e-05
4,phi = 0,3.259974,1.386322,76.253341,0.000000,-0.171266,-0.107874,0.065113,-2.446639,0.090849,1.03e-01
5,beta = 0,3.259974,1.405302,76.612290,141.158414,-0.159445,-0.117615,0.069954,0.000021,-0.024022,1.19e-02
6,ptheta = 0,3.987561,1.231185,74.802794,-161.112488,-0.248668,0.000000,0.016806,-5.190623,-0.012807,7.19e-04
7,pphi = 0,4.172271,1.184208,74.926527,-160.075100,-0.269705,0.039342,0.000000,-5.178262,-0.012523,4.35e-04
8,collision,4.822771,1.000000,78.169157,-170.448260,-0.385583,0.192681,-0.066322,-5.513258,-0.012088,5.54e-13
9,phi = 0,5.103406,1.072146,80.551296,0.000000,0.319376,0.232826,-0.085110,-2.655371,0.235099,2.47e-01
10,beta = 0,5.103406,1.092504,81.294469,154.270204,0.300164,0.241392,-0.089361,0.000043,-0.022747,1.07e-02
11,beta = 0,5.452928,1.161952,84.246433,162.862101,0.230607,0.247832,-0.095294,0.000158,-0.013088,1.00e-03
12,beta = 0,6.094882,1.254081,88.822798,136.347716,0.134527,0.192033,-0.079368,-0.700255,-0.012389,3.01e-04
13,ptheta = 0,7.141089,1.343144,92.155279,109.328095,0.063524,0.000000,-0.014919,4.936984,-0.012221,1.33e-04
14,pphi = 0,7.141089,1.356494,91.967546,108.560240,0.056375,-0.044282,0.000000,4.933387,-0.012541,4.53e-04
15,beta = 0,7.778739,1.385589,89.942734,115.974122,0.032270,-0.161703,0.039398,-1.114464,-0.012517,4.29e-04
16,pr = 0,8.401280,1.393820,86.985215,130.899288,0.000000,-0.235096,0.063337,-0.699405,-0.013012,9.24e-04
17,beta = 0,8.910233,1.376681,82.089976,156.571910,-0.060346,-0.285371,0.076981,0.000200,-0.012731,6.43e-04
18,phi = 0,9.423599,1.338059,78.139012,0.000000,-0.110589,-0.275140,0.068470,-2.536914,0.111450,1.24e-01
19,beta = 0,9.423599,1.350232,79.106782,148.060536,-0.098528,-0.282831,0.072587,0.000090,-0.018103,6.02e-03
20,pphi = 0,10.384190,1.191280,71.117680,-162.966757,-0.198476,-0.124942,-0.000000,-5.056390,-0.012919,8.31e-04
21,ptheta = 0,10.761882,1.089848,69.859297,-169.937290,-0.250549,0.000000,-0.055995,-5.123174,-0.012799,7.11e-04
22,collision,11.225792,1.000000,70.623738,-184.018640,-0.327124,0.095444,-0.102152,-5.402153,-0.012088,1.51e-12
23,phi = 0,11.225792,1.000000,70.623738,0.000000,0.007303,0.095444,-0.102152,-2.190422,0.168388,1.80e-01
24,beta = 0,11.225792,1.000000,70.623738,125.501954,0.235385,0.095444,-0.102152,0.000000,-0.107791,9.57e-02
25,beta = 0,11.852896,1.125064,74.381057,135.177812,0.132815,0.142950,-0.140031,0.000128,-0.014201,2.11e-03
26,pr = 0,12.454388,1.155689,76.653853,98.660536,0.000000,0.056742,-0.119942,-0.743682,-0.012448,3.60e-04
27,ptheta = 0,12.688191,1.151784,76.913736,85.862413,-0.039048,0.000000,-0.102346,-0.979429,-0.012183,9.54e-05
28,pphi = 0,13.309512,1.076296,71.283776,59.669943,-0.127638,-0.297026,0.000000,-1.177966,-0.012318,2.30e-04
29,collision,13.991677,1.000000,61.242319,68.981415,-0.207666,-0.494528,0.067311,-0.603836,-0.012088,2.21e-12
30,beta = 0,14.405708,1.050492,51.652194,84.005226,0.108666,-0.581093,0.086570,0.001032,-0.014675,2.59e-03
31,pr = 0,14.720619,1.071935,39.628333,101.863646,0.000000,-0.577353,0.057017,0.693649,-0.012162,7.44e-05
32,pphi = 0,15.042647,1.062763,31.110870,107.209185,-0.054176,-0.504393,0.000000,1.035106,-0.012671,5.83e-04
33,collision,15.828429,1.000000,18.429291,83.635183,-0.187721,-0.299697,-0.145487,0.972962,-0.012088,5.90e-12
34,pr = 0,16.209168,1.031015,14.019898,49.863771,0.000000,-0.213523,-0.211336,0.501388,-0.016016,3.93e-03
35,beta = 0,16.567246,1.006996,11.207009,16.864772,-0.208501,-0.194967,-0.231643,0.000003,-0.013005,9.17e-04
36,collision,16.638862,1.000000,10.841077,12.460238,-0.239092,-0.196635,-0.231576,-0.067201,-0.012088,4.79e-12
37,phi = 0,16.738249,1.018408,9.766688,0.000000,0.154298,-0.208166,-0.226613,-0.256315,-0.012399,3.11e-04
38,pr = 0,16.992776,1.032432,7.123417,-25.643544,0.000000,-0.257311,-0.198171,-0.634296,-0.015153,3.07e-03
39,collision,17.569658,1.000000,1.015358,-58.192098,-0.173018,-0.386044,-0.115334,-1.042226,-0.012088,6.52e-12
40,theta = 0,17.719557,1.007222,0.000000,-60.883802,0.158667,-0.405203,-0.102577,-1.062623,-0.012611,5.23e-04
41,pphi = 0,18.026559,1.051011,-10.092058,-71.770696,0.076465,-0.555777,0.000000,-0.987737,-0.013510,1.42e-03
42,pr = 0,18.370132,1.065485,-20.910440,-64.401670,0.000000,-0.646396,0.068204,-0.570304,-0.013320,1.23e-03
43,beta = 0,18.806757,1.049555,-31.732803,-48.927031,-0.103755,-0.656458,0.092067,-0.000219,-0.013301,1.21e-03
44,collision,19.261578,1.000000,-42.308483,-33.776962,-0.215901,-0.579362,0.069159,0.575990,-0.012088,1.50e-12
45,pphi = 0,19.717373,1.067012,-53.081491,-25.773770,0.129678,-0.412025,0.000000,1.063797,-0.013168,1.08e-03
46,pr = 0,20.677000,1.130587,-63.243220,-59.204915,0.000000,-0.099293,-0.125129,0.851707,-0.014190,2.10e-03
47,ptheta = 0,20.908060,1.114073,-64.019218,-87.572263,-0.107382,0.000000,-0.155605,0.387165,-0.013274,1.19e-03
48,beta = 0,21.255706,1.077468,-63.754501,-109.156124,-0.206232,0.042712,-0.162476,-0.000009,-0.013791,1.70e-03
49,collision,21.579898,1.000000,-62.965925,-135.123588,-0.351393,0.052793,-0.150012,-0.484161,-0.012088,1.46e-12
50,ptheta = 0,21.986839,1.089061,-62.473800,-159.150477,0.224449,0.000000,-0.111338,-0.922636,-0.012613,5.25e-04
51,phi = 0,22.358305,1.155280,-63.148181,0.000000,0.157923,-0.085587,-0.064465,1.881309,0.077926,9.00e-02
52,beta = 0,22.358305,1.145879,-62.927689,-107.299101,0.165116,-0.070519,-0.072157,-0.000023,-0.099492,8.74e-02
53,pphi = 0,22.814221,1.229012,-66.469555,172.959775,0.114437,-0.217682,0.000000,5.033130,-0.012180,9.17e-05
54,phi = 0,23.563572,1.287393,-72.782180,0.000000,0.068798,-0.326254,0.052807,2.286244,0.106001,1.18e-01
55,beta = 0,23.563572,1.294099,-73.873487,-133.848793,0.059917,-0.337947,0.058873,-0.000261,-0.032117,2.00e-02
56,pr = 0,24.071978,1.310915,-80.222223,-152.368442,0.000000,-0.357850,0.074444,-0.020303,-0.012132,4.45e-05
57,beta = 0,24.332324,1.310748,-80.402478,-151.723661,-0.001800,-0.357024,0.074327,-0.000104,-0.012314,2.26e-04
