n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,ptheta = 0,1.009217,1.451293,81.300978,90.034120,-0.075173,0.000000,0.041354,-1.121415,-0.013108,4.43e-04
2,beta = 0,2.189902,1.278022,77.370078,143.235047,-0.218455,-0.168779,0.089054,0.000078,-0.013142,4.76e-04
3,collision,3.236444,1.000000,71.739500,179.771279,-0.438424,-0.083019,0.034496,0.898022,-0.012666,1.61e-12
4,phi = 0,3.278523,1.010923,71.628741,0.000000,0.429985,-0.075628,0.030804,-2.234663,0.213234,2.26e-01
5,beta = 0,3.278523,1.005762,71.679649,128.166176,0.433932,-0.079123,0.032548,0.000001,-0.083984,7.13e-02
6,pphi = 0,3.521091,1.104356,71.108159,-177.844772,0.367698,-0.013128,0.000000,-5.315642,-0.012817,1.51e-04
7,ptheta = 0,3.668885,1.124934,71.094829,-177.989952,0.355694,0.000000,-0.006445,-5.317589,-0.012912,2.47e-04
8,phi = 0,3.833279,1.190676,71.270850,0.000000,0.319631,0.039464,-0.025952,-2.218833,0.123194,1.36e-01
9,beta = 0,3.833279,1.209379,71.364908,127.367832,0.309684,0.050072,-0.031245,0.000003,-0.054002,4.13e-02
10,beta = 0,5.033507,1.474948,75.118711,137.132154,0.151293,0.117447,-0.076472,0.000040,-0.012994,3.29e-04
11,ptheta = 0,6.343260,1.599539,77.368930,86.679762,0.047259,0.000000,-0.045213,-0.986942,-0.012668,2.14e-06
12,pr = 0,7.918107,1.633075,74.346808,72.895261,0.000000,-0.177972,0.014400,-1.085329,-0.012735,6.94e-05
13,pphi = 0,7.918107,1.630928,75.604059,71.478909,0.010095,-0.135416,0.000000,-1.168514,-0.012879,2.13e-04
14,beta = 0,9.655799,1.573530,64.701378,111.329014,-0.084235,-0.324696,0.055349,0.000315,-0.013066,4.01e-04
15,pphi = 0,11.134971,1.369145,52.784993,142.312519,-0.199199,-0.268754,0.000000,0.980315,-0.013255,5.90e-04
16,collision,12.452812,1.000000,44.313672,97.247980,-0.498902,-0.089983,-0.138200,0.469745,-0.012666,9.57e-13
17,beta = 0,12.803517,1.134419,42.791951,67.630318,0.300336,-0.098599,-0.156736,0.000003,-0.012922,2.56e-04
18,phi = 0,13.741272,1.262482,36.619088,0.000000,0.036537,-0.277859,-0.088027,-0.994903,-0.013613,9.47e-04
19,pr = 0,14.230642,1.267944,33.028568,-12.504901,0.000000,-0.354040,-0.048420,-1.108994,-0.013526,8.60e-04
