n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,beta = 0,4.085184,2.010702,75.671325,138.610670,-0.064015,-0.156595,0.046850,0.000000,-0.006250,1.35e-07
2,phi = 0,5.544857,1.855115,71.738998,0.000000,-0.116187,-0.129053,0.026858,-2.239556,0.031192,3.74e-02
3,beta = 0,5.544857,1.874098,72.090439,129.215705,-0.111565,-0.136315,0.030559,0.000033,-0.015150,8.90e-03
4,pphi = 0,6.436760,1.730661,69.983530,-174.317429,-0.143096,-0.073796,0.000000,-5.204994,-0.006530,2.79e-04
5,phi = 0,7.328664,1.600521,69.273130,0.000000,-0.174040,-0.011485,-0.030356,-2.131996,0.045154,5.14e-02
6,beta = 0,7.328664,1.573753,69.234090,122.058627,-0.181572,0.000730,-0.036520,0.000001,-0.027027,2.08e-02
7,ptheta = 0,7.328664,1.575352,69.236422,114.766713,-0.181122,0.000000,-0.036152,-0.127367,-0.026683,2.04e-02
8,beta = 0,8.694454,1.225476,70.940084,126.296160,-0.361598,0.047410,-0.079449,0.000007,-0.006356,1.06e-04
9,ptheta = 0,9.138813,1.079503,71.356245,110.558122,-0.474034,0.000000,-0.072631,-0.292999,-0.006257,7.07e-06
10,collision,9.372979,1.000000,71.198700,104.405106,-0.545893,-0.040142,-0.063619,-0.393439,-0.006250,1.13e-12
11,pphi = 0,10.785196,1.485104,63.006904,84.571774,0.265400,-0.282453,0.000000,-0.399734,-0.006318,6.74e-05
12,beta = 0,12.170995,1.735957,54.933377,90.409322,0.184396,-0.353830,0.013102,0.000232,-0.006314,6.38e-05
13,pphi = 0,13.655310,1.961152,45.865030,97.371407,0.124441,-0.366562,0.000000,0.423119,-0.006355,1.05e-04
14,beta = 0,17.249461,2.246307,29.192464,44.806056,0.029981,-0.349282,-0.039359,0.000099,-0.006372,1.22e-04
15,pr = 0,18.466353,2.265379,24.048559,17.360536,0.000000,-0.370236,-0.033578,-0.336255,-0.006332,8.21e-05
16,phi = 0,19.737311,2.252296,19.267203,0.000000,-0.022135,-0.398126,-0.020683,-0.509305,-0.006403,1.52e-04
17,pphi = 0,21.397884,2.203101,12.428688,-8.883066,-0.048104,-0.437366,0.000000,-0.481712,-0.006279,2.85e-05
18,phi = 0,23.024766,2.096102,3.262341,0.000000,-0.085592,-0.466759,0.016025,-0.085431,-0.006278,2.83e-05
19,beta = 0,23.024766,2.071887,1.634059,2.451798,-0.093292,-0.467058,0.016076,0.000009,-0.006414,1.64e-04
20,theta = 0,23.561445,2.047444,0.000000,4.895520,-0.101043,-0.467216,0.016046,0.085443,-0.006266,1.62e-05
21,pphi = 0,24.481962,1.887723,-8.706870,12.120807,-0.147498,-0.439918,0.000000,0.439935,-0.006415,1.65e-04
22,phi = 0,25.768141,1.656812,-18.237022,0.000000,-0.220838,-0.373515,-0.035796,0.481579,-0.006322,7.15e-05
23,beta = 0,27.106947,1.192720,-30.989564,-47.706949,-0.487552,-0.267226,-0.071915,-0.000036,-0.006033,2.18e-04
24,collision,27.546095,1.000000,-35.078617,-61.385044,-0.676773,-0.242636,-0.066766,-0.121455,-0.006250,2.40e-12
25,pphi = 0,30.252374,1.869465,-51.104908,-102.222681,0.207209,-0.234205,0.000000,-0.337347,-0.006248,1.79e-06
26,beta = 0,32.338586,2.188092,-57.023680,-94.650783,0.142234,-0.217972,0.010163,-0.000143,-0.006271,2.09e-05
27,pphi = 0,35.304400,2.513313,-62.712050,-84.393703,0.090160,-0.161061,0.000000,0.391359,-0.006274,2.39e-05
28,beta = 0,41.254952,2.840977,-67.696399,-118.331574,0.034085,-0.082063,-0.016920,-0.000015,-0.006269,1.85e-05
29,pr = 0,44.805691,2.911961,-70.023692,-152.064451,0.000000,-0.081067,-0.007306,-0.489706,-0.006267,1.66e-05
30,pphi = 0,46.963860,2.899319,-71.131059,-155.959646,-0.012854,-0.090161,0.000000,-0.509337,-0.006277,2.71e-05
31,beta = 0,51.681460,2.750537,-74.475585,-135.423060,-0.050493,-0.094880,0.011620,-0.000045,-0.006283,3.31e-05
32,pphi = 0,55.698428,2.449837,-76.990331,-116.781128,-0.095929,-0.038955,0.000000,0.443452,-0.006262,1.20e-05
33,ptheta = 0,57.471809,2.260867,-77.333477,-121.588070,-0.123389,0.000000,-0.009759,0.375977,-0.006261,1.07e-05
34,beta = 0,60.087737,1.921518,-76.549665,-140.986972,-0.184919,0.047778,-0.018279,-0.000004,-0.006249,8.79e-07
35,pphi = 0,61.821396,1.432432,-74.371323,-155.960965,-0.322002,0.045750,0.000000,-0.363311,-0.006138,1.12e-04
36,collision,62.879116,1.000000,-73.147910,-146.952056,-0.578702,0.019878,0.035317,-0.262017,-0.006250,2.84e-12
37,beta = 0,63.584195,1.303712,-72.384078,-129.966686,0.365457,0.041810,0.047839,-0.000003,-0.006185,6.53e-05
38,pphi = 0,67.168052,2.023185,-62.803655,-80.952015,0.134064,0.251850,-0.000000,0.454990,-0.006322,7.19e-05
39,beta = 0,69.673596,2.256823,-55.184875,-90.911541,0.086957,0.312229,-0.012189,-0.000183,-0.006298,4.78e-05
40,pphi = 0,71.888495,2.421557,-46.925083,-101.882589,0.048784,0.319524,0.000000,-0.468106,-0.006329,7.92e-05
41,pr = 0,75.488826,2.515756,-36.229825,-69.017100,0.000000,0.302869,0.028263,-0.221085,-0.006306,5.61e-05
42,beta = 0,76.994239,2.507945,-33.395106,-51.641142,-0.016076,0.307890,0.030410,-0.000041,-0.006287,3.71e-05
43,pphi = 0,80.987021,2.296959,-19.377015,-5.263943,-0.085586,0.385705,0.000000,0.420392,-0.006291,4.05e-05
44,beta = 0,82.755240,2.083301,-9.871633,-14.847711,-0.135378,0.417060,-0.013211,-0.000059,-0.006382,1.32e-04
45,theta = 0,84.188472,1.817335,0.000000,-22.526465,-0.204855,0.397808,0.002545,-0.393161,-0.006326,7.55e-05
46,pphi = 0,84.188472,1.843303,-0.892602,-22.498770,-0.197643,0.401548,0.000000,-0.369309,-0.006370,1.20e-04
47,phi = 0,85.682235,1.391449,12.398899,0.000000,-0.373706,0.311776,0.052945,-0.325884,-0.006227,2.27e-05
48,collision,86.584422,1.000000,20.919550,29.765703,-0.709267,0.242384,0.077011,-0.034455,-0.006250,3.92e-12
49,beta = 0,86.696321,1.054164,21.953869,33.349491,0.645882,0.235232,0.077355,0.000010,-0.005822,4.28e-04
50,pphi = 0,89.575632,1.870587,37.585545,90.766291,0.197138,0.276608,0.000000,0.560800,-0.006254,3.66e-06
51,beta = 0,91.572475,2.197332,45.703878,72.844970,0.125326,0.279525,-0.021669,0.000153,-0.006363,1.13e-04
52,pphi = 0,94.863177,2.490697,53.650961,49.123787,0.070068,0.202391,0.000000,-0.675813,-0.006305,5.45e-05
53,beta = 0,99.640180,2.698059,59.632436,100.109428,0.014887,0.105414,0.028568,0.000029,-0.006325,7.45e-05
54,pr = 0,101.246587,2.708172,60.657533,120.683093,0.000000,0.099565,0.026449,0.320691,-0.006271,2.12e-05
55,pphi = 0,104.674229,2.630311,64.231439,154.436684,-0.036734,0.131986,0.000000,0.771421,-0.006286,3.54e-05
56,beta = 0,108.594778,2.397689,69.645694,123.071553,-0.083722,0.150548,-0.021832,0.000008,-0.006257,6.62e-06
57,pphi = 0,111.895374,2.036127,73.804935,96.547809,-0.146560,0.060496,0.000000,-0.647626,-0.006306,5.58e-05
58,ptheta = 0,112.958547,1.847174,74.353120,101.901644,-0.182662,0.000000,0.017225,-0.579363,-0.006258,7.63e-06
59,beta = 0,114.839953,1.457668,72.465320,130.176895,-0.301320,-0.095263,0.037212,0.000027,-0.006242,8.65e-06
60,collision,115.940076,1.000000,68.143506,147.746965,-0.574081,-0.083736,0.000370,0.494646,-0.006250,4.45e-12
61,pphi = 0,115.948803,1.002256,68.124738,147.747100,0.572060,-0.083346,0.000000,0.495439,-0.006249,1.64e-06
62,beta = 0,117.628370,1.573884,65.320787,112.737742,0.248131,-0.054263,-0.054849,0.000009,-0.006336,8.63e-05
63,pphi = 0,121.508093,2.092399,57.286198,52.241127,0.098837,-0.246683,0.000000,-0.749495,-0.006409,1.59e-04
64,beta = 0,123.863238,2.288088,48.000138,77.054851,0.049010,-0.332663,0.025043,0.000190,-0.006392,1.42e-04
