n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.646824,1.000000,1.251129,0.166012,-0.410324,0.051916,0.002018,-0.029858,-0.247574,8.63e-13
2,pr = 0,1.306935,1.101052,2.490368,1.627539,0.000000,0.040232,0.007391,-0.036802,-0.248434,8.60e-04
3,collision,1.912734,1.000000,3.413285,4.515022,-0.410521,0.029026,0.011063,-0.010584,-0.247574,1.45e-12
4,beta = 0,2.150820,1.049203,3.631537,5.449131,0.280353,0.026617,0.011294,0.000000,-0.247910,3.36e-04
5,pr = 0,2.572188,1.101022,4.100809,7.841249,0.000000,0.023736,0.009793,0.029451,-0.248442,8.68e-04
6,collision,3.178557,1.000000,4.743313,10.006626,-0.410154,0.024814,0.003457,0.050398,-0.247574,2.05e-12
7,pphi = 0,3.541338,1.072529,5.063028,10.231253,0.206010,0.025470,0.000000,0.045933,-0.247602,2.79e-05
8,pr = 0,3.838508,1.101075,5.420145,9.953928,0.000000,0.024742,-0.002948,0.031724,-0.248448,8.73e-04
9,beta = 0,4.239228,1.030457,5.914138,8.879107,-0.331871,0.018723,-0.004841,0.000000,-0.248075,5.00e-04
10,collision,4.445303,1.000000,5.999015,8.641549,-0.410201,0.016558,-0.004783,-0.006374,-0.247574,2.63e-12
11,pr = 0,5.089097,1.100711,6.231283,7.576514,-0.000000,0.000271,-0.001762,-0.031061,-0.248711,1.14e-03
12,ptheta = 0,5.089097,1.100528,6.230982,7.569208,-0.005693,0.000000,-0.001696,-0.031180,-0.248819,1.24e-03
13,pphi = 0,5.251664,1.084244,6.196349,7.467513,-0.150264,-0.006851,0.000000,-0.032046,-0.248927,1.35e-03
14,collision,5.704066,1.000000,5.995358,7.692831,-0.410144,-0.018045,0.002603,-0.022836,-0.247574,3.11e-12
15,beta = 0,6.054568,1.090356,5.579860,8.376421,0.127833,-0.027419,0.003834,0.000000,-0.247669,9.45e-05
16,pr = 0,6.349004,1.100698,5.321946,8.769953,0.000000,-0.030215,0.003475,0.013636,-0.248694,1.12e-03
17,pphi = 0,6.753750,1.029927,4.612089,9.310427,-0.332916,-0.032770,0.000000,0.041688,-0.248184,6.10e-04
18,collision,6.963022,1.000000,4.460048,9.296109,-0.410170,-0.032646,-0.001131,0.045425,-0.247574,3.61e-12
19,pr = 0,7.624414,1.101089,3.619370,7.820695,0.000000,-0.030015,-0.008014,0.041710,-0.248413,8.39e-04
20,collision,8.229543,1.000000,2.821629,4.703661,-0.410577,-0.030544,-0.011761,0.008209,-0.247574,4.21e-12
21,beta = 0,8.358279,1.039176,2.632612,3.949614,0.309174,-0.031577,-0.011893,0.000000,-0.247839,2.65e-04
22,pr = 0,8.888912,1.101007,1.924086,1.218735,0.000000,-0.037414,-0.010227,-0.029106,-0.248440,8.66e-04
23,phi = 0,9.051009,1.081973,1.486667,0.000000,-0.160372,-0.041787,-0.008181,-0.038923,-0.248960,1.39e-03
24,collision,9.494805,1.000000,0.778120,-1.142350,-0.410327,-0.048487,-0.004596,-0.040309,-0.247574,4.81e-12
25,theta = 0,9.875490,1.080981,-0.000000,-1.628535,0.168700,-0.053351,-0.001639,-0.028423,-0.248323,7.49e-04
26,pr = 0,10.176423,1.101828,-0.631500,-1.754394,0.000000,-0.055130,-0.000290,-0.014087,-0.247905,3.31e-04
27,pphi = 0,10.176423,1.096074,-0.952488,-1.760838,-0.083494,-0.055239,0.000000,-0.005796,-0.248353,7.79e-04
28,beta = 0,10.337913,1.085787,-1.173309,-1.760032,-0.142399,-0.054980,0.000035,-0.000000,-0.248941,1.37e-03
29,pphi = 0,10.337913,1.073355,-1.383779,-1.757088,-0.199151,-0.054594,0.000000,0.005562,-0.248369,7.94e-04
30,collision,10.695585,1.000000,-2.084851,-1.810659,-0.410319,-0.051361,-0.001048,0.022985,-0.247574,5.16e-12
31,pr = 0,11.365700,1.101390,-3.303276,-2.856549,-0.000000,-0.038949,-0.005857,0.036647,-0.248216,6.42e-04
32,collision,11.889782,1.000000,-4.165551,-5.321603,-0.410438,-0.025542,-0.009989,0.016222,-0.247574,5.44e-12
33,beta = 0,12.122987,1.069533,-4.442347,-6.666864,0.216141,-0.020881,-0.010567,-0.000000,-0.247735,1.61e-04
34,pr = 0,12.542511,1.100842,-4.722724,-8.462948,0.000000,-0.017615,-0.009595,-0.023996,-0.248568,9.94e-04
35,collision,13.152348,1.000000,-5.175741,-10.654686,-0.410135,-0.017014,-0.003707,-0.050366,-0.247574,5.99e-12
36,pphi = 0,13.517243,1.074434,-5.404621,-10.905013,0.197741,-0.017481,0.000000,-0.048731,-0.247847,2.73e-04
37,pr = 0,13.814912,1.101159,-5.640487,-10.627420,0.000000,-0.017015,0.003158,-0.037696,-0.248397,8.22e-04
38,collision,14.420434,1.000000,-6.027915,-9.106289,-0.410229,-0.010166,0.006032,-0.000978,-0.247574,6.59e-12
39,beta = 0,14.451117,1.005204,-6.035227,-9.061234,0.397479,-0.009829,0.006033,-0.000000,-0.247595,2.10e-05
40,ptheta = 0,14.908965,1.092537,-6.128245,-7.912518,0.111056,0.000000,0.004850,0.022491,-0.248162,5.88e-04
41,pr = 0,15.064021,1.100699,-6.108042,-7.513430,0.000000,0.004864,0.003784,0.028926,-0.248712,1.14e-03
42,pphi = 0,15.469303,1.031444,-5.839359,-7.005729,-0.328896,0.019835,0.000000,0.030734,-0.248172,5.98e-04
43,collision,15.678980,1.000000,-5.737268,-7.018940,-0.410138,0.023189,-0.000830,0.027824,-0.247574,7.07e-12
44,beta = 0,16.184097,1.098595,-5.050060,-7.580011,0.054617,0.035009,-0.002757,-0.000000,-0.248631,1.06e-03
45,pr = 0,16.340650,1.101109,-4.915188,-7.705161,0.000000,0.036248,-0.002709,-0.005722,-0.248411,8.37e-04
46,pphi = 0,16.740682,1.027439,-4.048188,-8.157684,-0.339707,0.039333,-0.000000,-0.036353,-0.248123,5.49e-04
47,collision,16.946250,1.000000,-3.881935,-8.148543,-0.410215,0.039235,0.000904,-0.040551,-0.247574,7.67e-12
48,pr = 0,17.519255,1.100875,-2.873066,-6.802216,0.000000,0.035689,0.007556,-0.043489,-0.248559,9.85e-04
