n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.647376,1.000000,1.164375,0.155231,-0.410283,0.048190,0.001882,-0.027775,-0.247808,8.63e-13
2,pr = 0,1.307527,1.100983,2.313836,1.513899,0.000000,0.037340,0.006871,-0.034162,-0.248659,8.50e-04
3,collision,1.912856,1.000000,3.169890,4.194941,-0.410453,0.026944,0.010275,-0.009793,-0.247808,1.46e-12
4,beta = 0,2.150927,1.049054,3.371820,5.059192,0.280672,0.024715,0.010489,0.000000,-0.248135,3.27e-04
5,pr = 0,2.572251,1.100951,3.807806,7.281491,0.000000,0.022038,0.009093,0.027361,-0.248669,8.61e-04
6,collision,3.178166,1.000000,4.403970,9.290329,-0.410137,0.023038,0.003211,0.046794,-0.247808,2.05e-12
7,pphi = 0,3.527388,1.072163,4.701460,9.494504,0.205613,0.023635,0.000000,0.042557,-0.248148,3.40e-04
8,pr = 0,3.821399,1.100599,5.031741,9.239274,0.000000,0.022958,-0.002729,0.029440,-0.248944,1.14e-03
9,beta = 0,4.226401,1.029970,5.490783,8.242494,-0.332740,0.017364,-0.004493,0.000000,-0.248424,6.15e-04
10,collision,4.435920,1.000000,5.569047,8.023833,-0.410177,0.015386,-0.004446,-0.005870,-0.247808,2.53e-12
11,pr = 0,5.011842,1.100775,5.785420,7.031888,0.000000,0.000273,-0.001645,-0.028861,-0.248838,1.03e-03
12,ptheta = 0,5.011842,1.100975,5.785957,7.021924,-0.006265,0.000000,-0.001579,-0.029049,-0.248683,8.74e-04
13,pphi = 0,5.313026,1.085301,5.755464,6.921926,-0.150974,-0.006374,0.000000,-0.029994,-0.248236,4.28e-04
14,collision,5.658641,1.000000,5.566943,7.138189,-0.410128,-0.016728,0.002410,-0.021272,-0.247808,2.73e-12
15,beta = 0,6.027500,1.089827,5.179662,7.774797,0.127203,-0.025434,0.003546,0.000000,-0.248303,4.95e-04
16,pr = 0,6.326032,1.101225,4.943139,8.138936,-0.000000,-0.028074,0.003249,0.012560,-0.248510,7.02e-04
17,pphi = 0,6.724160,1.029396,4.280310,8.644543,-0.334707,-0.030449,0.000000,0.038765,-0.248264,4.56e-04
18,collision,6.928312,1.000000,4.142839,8.629978,-0.410150,-0.030329,-0.001028,0.042115,-0.247808,3.37e-12
19,pr = 0,7.500734,1.100794,3.362139,7.265354,0.000000,-0.027890,-0.007418,0.038758,-0.248790,9.82e-04
20,collision,8.148244,1.000000,2.621724,4.381424,-0.410500,-0.028351,-0.010918,0.007822,-0.247808,3.56e-12
21,beta = 0,8.281838,1.039964,2.442016,3.663580,0.306759,-0.029328,-0.011046,0.000000,-0.248102,2.94e-04
22,pr = 0,8.815267,1.101184,1.789893,1.142316,0.000000,-0.034687,-0.009525,-0.026926,-0.248500,6.91e-04
23,phi = 0,8.977106,1.081458,1.379736,0.000000,-0.162094,-0.038789,-0.007604,-0.036123,-0.249243,1.43e-03
24,collision,9.416904,1.000000,0.727670,-1.056382,-0.410285,-0.044967,-0.004301,-0.037488,-0.247808,4.21e-12
25,theta = 0,9.778848,1.081155,0.000000,-1.513486,0.166919,-0.049521,-0.001533,-0.026415,-0.248680,8.71e-04
26,pr = 0,10.075665,1.100940,-0.579381,-1.629870,0.000000,-0.051141,-0.000301,-0.013278,-0.248686,8.78e-04
27,pphi = 0,10.075665,1.097190,-0.861039,-1.639587,-0.078875,-0.051328,0.000000,-0.006074,-0.248136,3.28e-04
28,beta = 0,10.237771,1.084982,-1.091487,-1.637285,-0.145100,-0.051040,0.000028,-0.000000,-0.249313,1.50e-03
29,pphi = 0,10.365240,1.070873,-1.316181,-1.635074,-0.210481,-0.050646,0.000000,0.005922,-0.248106,2.98e-04
30,collision,10.681866,1.000000,-1.928481,-1.682840,-0.410279,-0.047748,-0.000950,0.021121,-0.247808,4.79e-12
31,pr = 0,11.255170,1.100784,-3.060726,-2.646651,0.000000,-0.036259,-0.005397,0.033956,-0.248804,9.96e-04
32,collision,11.902497,1.000000,-3.864016,-4.918437,-0.410380,-0.023796,-0.009257,0.015355,-0.247808,4.98e-12
33,beta = 0,12.205576,1.069455,-4.124507,-6.189437,0.213552,-0.019419,-0.009790,-0.000000,-0.248540,7.32e-04
34,pr = 0,12.488121,1.100496,-4.382187,-7.836024,0.000000,-0.016382,-0.008930,-0.021983,-0.248982,1.17e-03
35,collision,13.129816,1.000000,-4.802408,-9.882974,-0.410121,-0.015770,-0.003503,-0.046690,-0.247808,5.22e-12
