n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.648815,1.000000,1.260321,0.169812,-0.409925,0.051856,0.002047,-0.030033,-0.247738,8.59e-13
2,pr = 0,1.309362,1.100850,2.496136,1.638864,0.000000,0.040158,0.007423,-0.036755,-0.248572,8.34e-04
3,collision,1.914171,1.000000,3.416207,4.529005,-0.410123,0.028984,0.011072,-0.010417,-0.247738,1.46e-12
4,beta = 0,2.091078,1.048048,3.629704,5.446380,0.282625,0.026639,0.011287,0.000000,-0.248224,4.86e-04
5,pr = 0,2.487113,1.100580,4.102274,7.850576,0.000000,0.023737,0.009775,0.029575,-0.248743,1.01e-03
6,collision,3.134322,1.000000,4.743904,10.007500,-0.409756,0.024812,0.003447,0.050398,-0.247738,1.65e-12
7,pphi = 0,3.378027,1.072170,5.062870,10.229263,0.206107,0.025463,0.000000,0.045902,-0.247853,1.16e-04
8,pr = 0,3.801815,1.101099,5.419921,9.955074,-0.000000,0.024748,-0.002956,0.031750,-0.248430,6.93e-04
9,beta = 0,4.199925,1.030394,5.913808,8.878609,-0.331789,0.018731,-0.004848,0.000000,-0.248157,4.19e-04
10,collision,4.404053,1.000000,5.998007,8.642605,-0.409803,0.016571,-0.004786,-0.006329,-0.247738,2.29e-12
11,pr = 0,5.063639,1.100868,6.231598,7.574136,0.000000,0.000316,-0.001777,-0.031111,-0.248604,8.66e-04
12,ptheta = 0,5.063639,1.100548,6.231027,7.566275,-0.006641,0.000000,-0.001700,-0.031233,-0.248799,1.06e-03
13,pphi = 0,5.225864,1.083581,6.195198,7.467553,-0.151540,-0.006863,0.000000,-0.032015,-0.249213,1.48e-03
14,collision,5.669997,1.000000,5.996408,7.688720,-0.409746,-0.017992,0.002591,-0.022936,-0.247738,2.88e-12
15,beta = 0,6.095440,1.089068,5.578456,8.374314,0.126855,-0.027344,0.003799,0.000000,-0.248707,9.69e-04
16,pr = 0,6.243838,1.100622,5.324816,8.765540,0.000000,-0.030194,0.003488,0.013484,-0.248745,1.01e-03
17,pphi = 0,6.666038,1.029129,4.608798,9.316341,-0.335680,-0.032802,0.000000,0.041878,-0.247965,2.27e-04
18,collision,6.891063,1.000000,4.464412,9.296145,-0.409772,-0.032659,-0.001092,0.045311,-0.247738,3.08e-12
19,pr = 0,7.540976,1.100564,3.624243,7.834726,0.000000,-0.030043,-0.007964,0.041828,-0.248770,1.03e-03
20,collision,8.151067,1.000000,2.827422,4.734294,-0.410177,-0.030510,-0.011755,0.008592,-0.247738,3.61e-12
21,beta = 0,8.270053,1.041148,2.629863,3.945487,0.303848,-0.031568,-0.011912,0.000000,-0.247789,5.10e-05
22,pr = 0,8.794963,1.100405,1.932508,1.249896,0.000000,-0.037317,-0.010266,-0.028783,-0.248850,1.11e-03
23,phi = 0,8.957212,1.081513,1.489587,0.000000,-0.163074,-0.041746,-0.008205,-0.038999,-0.248856,1.12e-03
24,collision,9.407775,1.000000,0.791623,-1.128247,-0.409929,-0.048369,-0.004664,-0.040417,-0.247738,4.12e-12
25,theta = 0,9.834600,1.082905,0.000000,-1.636007,0.163556,-0.053394,-0.001619,-0.028554,-0.247776,3.81e-05
26,pr = 0,9.983058,1.100550,-0.614703,-1.751307,0.000000,-0.055052,-0.000342,-0.014473,-0.248774,1.04e-03
27,pphi = 0,10.144182,1.092602,-1.003104,-1.762261,-0.101635,-0.055164,0.000000,-0.004495,-0.249089,1.35e-03
28,beta = 0,10.283930,1.086168,-1.174712,-1.762131,-0.146907,-0.055064,0.000077,-0.000000,-0.248011,2.74e-04
29,pphi = 0,10.283930,1.073618,-1.352591,-1.760703,-0.195766,-0.054640,0.000000,0.004682,-0.248841,1.10e-03
30,collision,10.629149,1.000000,-2.066753,-1.809366,-0.409922,-0.051481,-0.001002,0.022534,-0.247738,4.31e-12
31,pr = 0,11.296199,1.101073,-3.288320,-2.831821,0.000000,-0.039166,-0.005771,0.036687,-0.248432,6.94e-04
32,collision,11.898000,1.000000,-4.155242,-5.271133,-0.410038,-0.025718,-0.009952,0.016833,-0.247738,4.95e-12
33,beta = 0,12.169071,1.070422,-4.441308,-6.665304,0.209989,-0.020904,-0.010553,-0.000000,-0.248371,6.33e-04
34,pr = 0,12.443240,1.101487,-4.715153,-8.418808,0.000000,-0.017633,-0.009682,-0.023424,-0.248127,3.89e-04
35,collision,13.111388,1.000000,-5.167213,-10.632244,-0.409740,-0.016980,-0.003844,-0.050198,-0.247738,5.50e-12
36,pphi = 0,13.466376,1.075902,-5.405203,-10.896912,0.189337,-0.017454,0.000000,-0.048574,-0.248384,6.46e-04
37,pr = 0,13.761811,1.100614,-5.630851,-10.643929,0.000000,-0.017033,0.003037,-0.038237,-0.248767,1.03e-03
38,collision,14.372623,1.000000,-6.021089,-9.147688,-0.409831,-0.010396,0.006032,-0.001880,-0.247738,6.03e-12
39,beta = 0,14.471925,1.009788,-6.035080,-9.061012,0.385614,-0.009758,0.006035,-0.000000,-0.247811,7.31e-05
40,ptheta = 0,14.832639,1.092961,-6.125914,-7.913688,0.102534,0.000000,0.004852,0.022409,-0.248777,1.04e-03
41,pr = 0,14.984842,1.100181,-6.109421,-7.539633,0.000000,0.004465,0.003884,0.028505,-0.249064,1.33e-03
42,pphi = 0,15.397928,1.027576,-5.838873,-7.001725,-0.338682,0.019853,0.000000,0.030791,-0.248332,5.94e-04
43,collision,15.614297,1.000000,-5.750961,-7.010014,-0.409737,0.022793,-0.000730,0.028339,-0.247738,6.37e-12
44,beta = 0,16.194863,1.099267,-5.048686,-7.577946,0.044728,0.035029,-0.002762,-0.000000,-0.248664,9.26e-04
45,pr = 0,16.194863,1.100470,-4.937316,-7.682707,0.000000,0.036033,-0.002716,-0.004750,-0.248846,1.11e-03
46,pphi = 0,16.778827,1.023219,-4.042911,-8.162434,-0.351709,0.039385,0.000000,-0.036574,-0.247774,3.57e-05
47,collision,16.838887,1.000000,-3.908096,-8.150298,-0.409817,0.039281,0.000751,-0.039896,-0.247738,6.58e-12
48,pr = 0,17.505770,1.101056,-2.897456,-6.867544,-0.000000,0.035825,0.007372,-0.043990,-0.248437,6.99e-04
49,collision,18.107318,1.000000,-1.976994,-3.858342,-0.410199,0.033677,0.011895,-0.015578,-0.247738,7.23e-12
50,beta = 0,18.344965,1.064697,-1.601051,-2.401734,0.230423,0.034397,0.012381,-0.000000,-0.248268,5.31e-04
51,phi = 0,18.766157,1.099872,-0.993205,0.000000,-0.018254,0.037758,0.011164,0.026003,-0.249034,1.30e-03
52,pr = 0,18.766157,1.100761,-1.041463,-0.169793,0.000000,0.037397,0.011349,0.024303,-0.248594,8.56e-04
53,theta = 0,19.165874,1.010600,-0.000000,2.471327,-0.382862,0.045954,0.006279,0.043133,-0.248131,3.93e-04
54,collision,19.371363,1.000000,0.073465,2.581222,-0.409948,0.046558,0.005880,0.043128,-0.247738,7.83e-12
55,pr = 0,20.014449,1.100423,1.423651,3.457490,0.000000,0.052934,0.000696,0.023072,-0.248866,1.13e-03
56,pphi = 0,20.176778,1.092685,1.803842,3.485123,-0.103320,0.053175,0.000000,0.013599,-0.248862,1.12e-03
57,beta = 0,20.306458,1.059658,2.305874,3.459286,-0.245308,0.052320,-0.000348,0.000000,-0.248666,9.29e-04
58,pphi = 0,20.614170,1.002046,2.811696,3.431362,-0.404924,0.049963,0.000000,-0.013736,-0.247741,3.09e-06
59,collision,20.628237,1.000000,2.826079,3.431372,-0.409914,0.049867,0.000023,-0.014113,-0.247738,8.32e-12
60,pr = 0,21.203890,1.100582,4.004398,4.003762,0.000000,0.037331,0.003993,-0.034999,-0.248776,1.04e-03
61,collision,21.850100,1.000000,4.802704,5.919024,-0.409944,0.022047,0.008529,-0.022502,-0.247738,8.52e-12
62,beta = 0,22.286079,1.086691,5.103965,7.661021,0.142106,0.014239,0.009671,0.000000,-0.248330,5.93e-04
63,pr = 0,22.435612,1.100339,5.227923,8.784491,0.000000,0.011391,0.009224,0.016356,-0.248914,1.18e-03
64,collision,23.077212,1.000000,5.484635,10.995137,-0.409735,0.008818,0.004137,0.048204,-0.247738,8.75e-12
65,pphi = 0,23.431077,1.079647,5.617574,11.306014,0.172969,0.009040,0.000000,0.050141,-0.248591,8.53e-04
66,pr = 0,23.726274,1.100590,5.724774,11.083418,0.000000,0.008850,-0.002989,0.043443,-0.248789,1.05e-03
67,collision,24.337767,1.000000,5.914371,9.461930,-0.409861,0.003829,-0.007045,0.010166,-0.247738,9.27e-12
68,beta = 0,24.576829,1.046617,5.931836,8.905722,0.287936,0.000912,-0.007255,0.000000,-0.247863,1.25e-04
69,ptheta = 0,24.576829,1.056385,5.931424,8.742828,0.256834,0.000000,-0.007216,-0.002832,-0.248378,6.40e-04
70,pr = 0,24.998921,1.100894,5.855024,7.366193,0.000000,-0.009196,-0.005883,-0.024854,-0.248567,8.29e-04
71,collision,25.604180,1.000000,5.378173,6.210977,-0.409750,-0.027021,-0.001201,-0.032502,-0.247738,9.88e-12
72,pphi = 0,25.733037,1.044614,5.173340,6.169495,0.293934,-0.031560,0.000000,-0.027852,-0.247762,2.38e-05
73,beta = 0,26.264228,1.098913,4.329685,6.497635,-0.039525,-0.041795,0.001800,0.000000,-0.249124,1.39e-03
74,pr = 0,26.264228,1.100844,4.444620,6.436446,0.000000,-0.040953,0.001790,-0.004081,-0.248589,8.51e-04
75,pphi = 0,26.664199,1.017691,3.393909,6.800922,-0.364467,-0.044956,0.000000,0.029820,-0.248301,5.63e-04
76,collision,26.869783,1.000000,3.271760,6.802942,-0.409865,-0.044958,-0.000458,0.033056,-0.247738,1.05e-11
77,pr = 0,27.443207,1.100607,2.113228,5.712315,0.000000,-0.040893,-0.006582,0.044368,-0.248744,1.01e-03
78,collision,28.089877,1.000000,1.085629,2.890184,-0.410194,-0.036279,-0.011678,0.022021,-0.247738,1.07e-11
79,beta = 0,28.458509,1.081362,0.534951,0.802432,0.165227,-0.035706,-0.012660,0.000000,-0.248607,8.69e-04
80,phi = 0,28.599958,1.095269,0.342499,0.000000,0.086316,-0.036060,-0.012534,-0.008967,-0.248631,8.93e-04
81,theta = 0,28.756790,1.098283,0.000000,-1.371581,-0.048256,-0.037427,-0.011693,-0.023939,-0.249114,1.38e-03
82,pr = 0,28.756790,1.101010,0.124925,-0.892163,-0.000000,-0.036807,-0.012103,-0.018842,-0.248414,6.76e-04
83,collision,29.280849,1.000000,-0.941697,-3.944427,-0.409967,-0.043736,-0.006979,-0.044189,-0.247738,1.09e-11
84,pr = 0,29.952003,1.101218,-2.204603,-5.077822,0.000000,-0.049571,-0.001110,-0.030901,-0.248331,5.93e-04
85,pphi = 0,30.113778,1.090803,-2.607949,-5.125985,-0.116982,-0.049878,0.000000,-0.021178,-0.248682,9.44e-04
86,beta = 0,30.411933,1.024102,-3.351310,-5.028401,-0.349092,-0.048020,0.000902,-0.000000,-0.247914,1.76e-04
87,collision,30.475125,1.000000,-3.522799,-4.995258,-0.409900,-0.047033,0.000860,0.005072,-0.247738,1.12e-11
88,pphi = 0,30.783407,1.067760,-4.050412,-4.935281,0.219568,-0.042460,0.000000,0.019947,-0.248352,6.14e-04
89,pr = 0,31.067393,1.100299,-4.630064,-5.120341,0.000000,-0.034677,-0.002148,0.031914,-0.248975,1.24e-03
90,collision,31.706067,1.000000,-5.343982,-6.464044,-0.409853,-0.018032,-0.006845,0.027188,-0.247738,1.15e-11
91,beta = 0,32.139978,1.097214,-5.600034,-8.406755,0.076656,-0.006867,-0.008651,-0.000000,-0.248116,3.78e-04
92,pr = 0,32.289299,1.100392,-5.630307,-8.960750,0.000000,-0.005033,-0.008495,-0.008875,-0.248885,1.15e-03
93,collision,32.932085,1.000000,-5.689105,-11.090227,-0.409740,-0.000535,-0.004299,-0.044498,-0.247738,1.17e-11
94,pphi = 0,33.367236,1.084415,-5.695509,-11.458367,0.156368,-0.000408,0.000000,-0.050755,-0.247864,1.26e-04
95,pr = 0,33.516728,1.100443,-5.700129,-11.254992,0.000000,-0.000386,0.002822,-0.047084,-0.248893,1.16e-03
96,ptheta = 0,33.678355,1.089609,-5.702190,-10.860111,-0.124063,0.000000,0.004818,-0.040138,-0.248697,9.59e-04
97,collision,34.159194,1.000000,-5.681102,-9.571844,-0.409889,0.002992,0.007801,-0.018207,-0.247738,1.20e-11
98,beta = 0,34.461224,1.071593,-5.615846,-8.430530,0.205037,0.007290,0.008439,-0.000000,-0.248514,7.76e-04
99,pr = 0,34.743698,1.100384,-5.469027,-7.065630,0.000000,0.013872,0.007667,0.019969,-0.248900,1.16e-03
100,collision,35.385804,1.000000,-4.885640,-5.311870,-0.409787,0.030619,0.003142,0.035274,-0.247738,1.22e-11
101,pphi = 0,35.820720,1.091741,-4.185723,-5.028003,0.110601,0.041608,-0.000000,0.021876,-0.248749,1.01e-03
102,pr = 0,35.970159,1.100392,-3.853723,-5.064580,0.000000,0.044796,-0.000702,0.012535,-0.248896,1.16e-03
103,beta = 0,36.131709,1.088881,-3.440175,-5.161821,-0.129308,0.047537,-0.001016,-0.000000,-0.248521,7.84e-04
104,pphi = 0,36.552437,1.012205,-2.657219,-5.287888,-0.379422,0.049539,0.000000,-0.022713,-0.247900,1.62e-04
105,collision,36.612247,1.000000,-2.568342,-5.287773,-0.409908,0.049543,0.000236,-0.025039,-0.247738,1.24e-11
106,pr = 0,37.261066,1.100547,-1.288639,-4.408377,0.000000,0.045107,0.005637,-0.043203,-0.248785,1.05e-03
107,collision,37.871644,1.000000,-0.173273,-1.844311,-0.410164,0.038247,0.011119,-0.027653,-0.247738,1.29e-11
108,theta = 0,38.029945,1.030158,0.000000,-1.293456,0.332871,0.037298,0.011768,-0.022575,-0.248080,3.42e-04
109,phi = 0,38.143437,1.077833,0.346373,0.000000,0.184394,0.035891,0.012630,-0.009068,-0.247843,1.05e-04
110,beta = 0,38.272353,1.093113,0.537370,0.806061,0.105461,0.035551,0.012742,0.000000,-0.248291,5.54e-04
111,pr = 0,38.417727,1.101363,0.796645,1.922038,0.000000,0.035573,0.012504,0.012689,-0.248168,4.30e-04
112,collision,39.084658,1.000000,1.794462,5.189234,-0.409984,0.039994,0.007915,0.043586,-0.247738,1.35e-11
113,pr = 0,39.719331,1.100305,2.941876,6.556573,0.000000,0.044950,0.001613,0.037399,-0.248961,1.22e-03
114,pphi = 0,39.881743,1.086921,3.362485,6.639526,-0.134633,0.045332,0.000000,0.027827,-0.249220,1.48e-03
115,collision,40.337500,1.000000,4.142837,6.461030,-0.409879,0.043031,-0.001621,0.004260,-0.247738,1.39e-11
116,beta = 0,40.467762,1.020343,4.271297,6.409919,0.358632,0.042106,-0.001645,0.000000,-0.247964,2.26e-04
117,pphi = 0,40.843065,1.100941,5.092640,6.146179,0.028090,0.032371,0.000000,-0.026142,-0.248146,4.08e-04
118,pr = 0,40.999619,1.100932,5.153665,6.153349,0.000000,0.031250,0.000283,-0.027618,-0.248547,8.10e-04
119,collision,41.604500,1.000000,5.766866,6.898860,-0.409774,0.013733,0.004954,-0.030696,-0.247738,1.46e-11
120,ptheta = 0,42.092933,1.099820,5.915303,8.664314,0.044241,0.000000,0.007476,-0.003779,-0.248301,5.63e-04
121,beta = 0,42.247955,1.100767,5.913682,8.878418,0.010065,-0.000988,0.007488,0.000000,-0.248587,8.49e-04
122,pr = 0,42.247955,1.100434,5.912344,8.942086,0.000000,-0.001253,0.007474,0.001146,-0.248865,1.13e-03
123,collision,42.861970,1.000000,5.775781,10.918576,-0.409755,-0.007664,0.004309,0.039227,-0.247738,1.50e-11
124,pphi = 0,43.226020,1.087006,5.637073,11.313489,0.139983,-0.008239,0.000000,0.049760,-0.248440,7.02e-04
125,pr = 0,43.523555,1.100928,5.557727,11.162146,0.000000,-0.008152,-0.002552,0.049201,-0.248564,8.27e-04
