n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.648695,1.000000,1.170070,0.157590,-0.410019,0.048154,0.001900,-0.027883,-0.247916,8.59e-13
2,pr = 0,1.309095,1.100848,2.317418,1.520952,0.000000,0.037294,0.006891,-0.034133,-0.248750,8.33e-04
3,collision,1.913790,1.000000,3.171716,4.203670,-0.410189,0.026918,0.010281,-0.009689,-0.247916,1.46e-12
4,beta = 0,2.139948,1.048297,3.370865,5.057758,0.282076,0.024727,0.010484,0.000000,-0.248365,4.49e-04
5,pr = 0,2.556601,1.100402,3.808676,7.284413,0.000000,0.022046,0.009077,0.027389,-0.249043,1.13e-03
6,collision,3.170250,1.000000,4.404362,9.290913,-0.409874,0.023038,0.003204,0.046794,-0.247916,1.95e-12
7,pphi = 0,3.409488,1.072324,4.700420,9.498705,0.206069,0.023645,0.000000,0.042658,-0.247932,1.51e-05
8,pr = 0,3.831472,1.100896,5.031713,9.241807,0.000000,0.022972,-0.002739,0.029485,-0.248742,8.26e-04
9,beta = 0,4.231172,1.030086,5.490656,8.242302,-0.332501,0.017377,-0.004501,0.000000,-0.248400,4.84e-04
10,collision,4.436544,1.000000,5.568450,8.024410,-0.409914,0.015393,-0.004448,-0.005844,-0.247916,2.55e-12
11,pr = 0,5.096454,1.100874,5.785568,7.030926,0.000000,0.000306,-0.001657,-0.028882,-0.248771,8.55e-04
12,ptheta = 0,5.096454,1.100536,5.785013,7.023302,-0.006930,0.000000,-0.001581,-0.029001,-0.248976,1.06e-03
13,pphi = 0,5.258612,1.083458,5.751647,6.931318,-0.152134,-0.006384,0.000000,-0.029730,-0.249391,1.47e-03
14,collision,5.702314,1.000000,5.567563,7.135714,-0.409864,-0.016696,0.002402,-0.021332,-0.247916,3.15e-12
15,beta = 0,6.177874,1.090178,5.179142,7.774016,0.125634,-0.025457,0.003553,0.000000,-0.248253,3.37e-04
16,pr = 0,6.331635,1.100233,4.944256,8.133100,0.000000,-0.028020,0.003234,0.012429,-0.249185,1.27e-03
17,pphi = 0,6.739956,1.028669,4.280930,8.640746,-0.335722,-0.030440,0.000000,0.038683,-0.248571,6.55e-04
18,collision,6.952273,1.000000,4.145475,8.629966,-0.409887,-0.030337,-0.001004,0.042046,-0.247916,3.56e-12
19,pr = 0,7.530036,1.100498,3.365084,7.274318,0.000000,-0.027906,-0.007388,0.038838,-0.248992,1.08e-03
20,collision,8.174596,1.000000,2.625239,4.400032,-0.410236,-0.028330,-0.010914,0.008054,-0.247916,3.77e-12
21,beta = 0,8.296780,1.041392,2.440238,3.660910,0.303093,-0.029320,-0.011061,0.000000,-0.248004,8.74e-05
22,pr = 0,8.823535,1.100520,1.794716,1.162957,0.000000,-0.034633,-0.009544,-0.026692,-0.248952,1.04e-03
23,phi = 0,8.985694,1.081290,1.382134,0.000000,-0.163635,-0.038759,-0.007622,-0.036186,-0.249114,1.20e-03
24,collision,9.433701,1.000000,0.735880,-1.047748,-0.410023,-0.044895,-0.004342,-0.037552,-0.247916,4.31e-12
25,theta = 0,9.835305,1.082158,0.000000,-1.516936,0.163612,-0.049536,-0.001526,-0.026476,-0.248495,5.78e-04
26,pr = 0,9.980793,1.101428,-0.569061,-1.631361,0.000000,-0.051153,-0.000303,-0.013575,-0.248354,4.38e-04
27,pphi = 0,10.140383,1.094036,-0.906405,-1.639477,-0.094871,-0.051261,0.000000,-0.004884,-0.248932,1.02e-03
28,beta = 0,10.300491,1.084697,-1.092908,-1.639415,-0.148538,-0.051063,0.000040,-0.000000,-0.249013,1.10e-03
