n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.646111,1.000000,1.203390,0.158834,-0.410509,0.050081,0.001936,-0.028734,-0.247609,8.66e-13
2,pr = 0,1.289465,1.100727,2.398809,1.568482,0.000000,0.038822,0.007113,-0.035435,-0.248747,1.14e-03
3,collision,1.903759,1.000000,3.290224,4.348461,-0.410693,0.028005,0.010664,-0.010267,-0.247609,1.35e-12
4,beta = 0,2.063359,1.049592,3.501993,5.254627,0.279775,0.025662,0.010894,0.000000,-0.247849,2.40e-04
5,pr = 0,2.451641,1.101742,3.953775,7.563708,0.000000,0.022873,0.009461,0.028461,-0.248043,4.35e-04
6,collision,3.119447,1.000000,4.573407,9.648117,-0.410352,0.023927,0.003338,0.048596,-0.247609,1.91e-12
7,pphi = 0,3.363457,1.072547,4.882226,9.864060,0.205894,0.024557,0.000000,0.044266,-0.247708,9.92e-05
8,pr = 0,3.787271,1.101395,5.226323,9.599516,0.000000,0.023867,-0.002847,0.030623,-0.248318,7.10e-04
9,beta = 0,4.185817,1.030641,5.702763,8.561226,-0.331812,0.018064,-0.004673,0.000000,-0.248037,4.28e-04
10,collision,4.390224,1.000000,5.784544,8.331972,-0.410395,0.015965,-0.004613,-0.006148,-0.247609,2.54e-12
11,pr = 0,4.962834,1.101044,6.009008,7.302573,0.000000,0.000248,-0.001696,-0.030006,-0.248572,9.63e-04
12,ptheta = 0,4.962834,1.101240,6.009528,7.293430,-0.005487,0.000000,-0.001637,-0.030179,-0.248424,8.15e-04
13,pphi = 0,5.264601,1.085581,5.977519,7.191159,-0.149930,-0.006608,0.000000,-0.031124,-0.248106,4.97e-04
14,collision,5.611823,1.000000,5.780564,7.417516,-0.410343,-0.017414,0.002512,-0.022003,-0.247609,2.72e-12
15,beta = 0,6.048593,1.089126,5.379545,8.075263,0.128912,-0.026376,0.003666,0.000000,-0.248493,8.84e-04
16,pr = 0,6.198248,1.100708,5.130347,8.457981,0.000000,-0.029143,0.003347,0.013218,-0.248776,1.17e-03
17,pphi = 0,6.617995,1.030230,4.445644,8.980742,-0.332794,-0.031616,0.000000,0.040298,-0.248062,4.53e-04
18,collision,6.840491,1.000000,4.299204,8.962917,-0.410367,-0.031481,-0.001100,0.043827,-0.247609,2.96e-12
19,pr = 0,7.506875,1.101322,3.488299,7.537644,0.000000,-0.028940,-0.007741,0.040205,-0.248344,7.36e-04
20,collision,8.109670,1.000000,2.718736,4.527202,-0.410745,-0.029464,-0.011342,0.007825,-0.247609,3.59e-12
21,beta = 0,8.286132,1.038443,2.538455,3.808307,0.310741,-0.030460,-0.011457,0.000000,-0.248081,4.73e-04
22,pr = 0,8.681868,1.100928,1.852040,1.165391,0.000000,-0.036114,-0.009844,-0.028151,-0.248586,9.77e-04
23,phi = 0,8.983214,1.083600,1.438560,0.000000,-0.157605,-0.040240,-0.007924,-0.037663,-0.248311,7.03e-04
24,collision,9.329834,1.000000,0.746141,-1.106392,-0.410512,-0.046785,-0.004415,-0.038844,-0.247609,3.78e-12
25,theta = 0,9.698599,1.080605,0.000000,-1.570389,0.170237,-0.051439,-0.001584,-0.027408,-0.248432,8.23e-04
26,pr = 0,9.996946,1.101346,-0.614099,-1.691411,0.000000,-0.053141,-0.000286,-0.013443,-0.248323,7.15e-04
27,pphi = 0,9.996946,1.097045,-0.904859,-1.699119,-0.078370,-0.053285,0.000000,-0.005966,-0.248189,5.80e-04
28,beta = 0,10.158938,1.085979,-1.131694,-1.697602,-0.141078,-0.053009,0.000031,-0.000000,-0.249083,1.47e-03
29,pphi = 0,10.285374,1.071326,-1.379417,-1.694386,-0.210231,-0.052576,0.000000,0.006542,-0.247723,1.14e-04
30,collision,10.599594,1.000000,-2.015640,-1.747509,-0.410505,-0.049494,-0.001022,0.022275,-0.247609,4.41e-12
31,pr = 0,11.171856,1.100994,-3.189079,-2.766450,0.000000,-0.037493,-0.005670,0.035228,-0.248575,9.66e-04
32,collision,11.820270,1.000000,-4.019878,-5.144980,-0.410616,-0.024582,-0.009641,0.015487,-0.247609,4.59e-12
33,beta = 0,12.063939,1.068582,-4.282980,-6.427467,0.218650,-0.020162,-0.010176,-0.000000,-0.248013,4.04e-04
34,pr = 0,12.487488,1.101344,-4.556631,-8.176083,0.000000,-0.016953,-0.009246,-0.023344,-0.248318,7.09e-04
35,collision,13.090227,1.000000,-4.993285,-10.279678,-0.410333,-0.016408,-0.003538,-0.048607,-0.247609,5.23e-12
36,pphi = 0,13.382800,1.073338,-5.212077,-10.508307,0.199973,-0.016843,-0.000000,-0.046858,-0.248320,7.11e-04
37,pr = 0,13.662713,1.101031,-5.441605,-10.239206,0.000000,-0.016387,0.003076,-0.036140,-0.248571,9.62e-04
38,collision,14.311652,1.000000,-5.814019,-8.768986,-0.410421,-0.009731,0.005819,-0.000706,-0.247609,5.41e-12
39,beta = 0,14.353767,1.003931,-5.819323,-8.736508,0.400826,-0.009488,0.005819,-0.000000,-0.247616,7.43e-06
40,ptheta = 0,14.680787,1.093057,-5.910684,-7.624900,0.113254,0.000000,0.004687,0.021799,-0.247640,3.16e-05
41,pr = 0,14.979403,1.101404,-5.889975,-7.233290,0.000000,0.004798,0.003630,0.028091,-0.248321,7.12e-04
42,pphi = 0,15.377996,1.033001,-5.631562,-6.751498,-0.325703,0.019125,0.000000,0.029717,-0.247957,3.48e-04
43,collision,15.582429,1.000000,-5.527804,-6.768791,-0.410337,0.022476,-0.000825,0.026692,-0.247609,6.05e-12
44,beta = 0,16.155095,1.098987,-4.868695,-7.307450,0.056742,0.033801,-0.002671,-0.000000,-0.248333,7.25e-04
45,pr = 0,16.155095,1.100994,-4.731888,-7.435348,0.000000,0.035006,-0.002602,-0.005820,-0.248579,9.70e-04
46,pphi = 0,16.577987,1.028623,-3.897879,-7.872470,-0.338051,0.037972,0.000000,-0.035315,-0.247731,1.22e-04
47,collision,16.803621,1.000000,-3.735095,-7.854711,-0.410408,0.037829,0.000913,-0.039271,-0.247609,6.23e-12
48,pr = 0,17.471149,1.101362,-2.762563,-6.546162,0.000000,0.034386,0.007336,-0.041914,-0.248317,7.08e-04
49,collision,18.073298,1.000000,-1.876026,-3.587713,-0.410770,0.032497,0.011542,-0.013499,-0.247609,6.87e-12
50,beta = 0,18.310911,1.059690,-1.547329,-2.321136,0.247287,0.033197,0.011912,-0.000000,-0.248266,6.58e-04
51,phi = 0,18.732010,1.100849,-0.956821,0.000000,-0.004305,0.036440,0.010752,0.025050,-0.248620,1.01e-03
52,pr = 0,18.732010,1.101053,-0.967889,-0.038103,0.000000,0.036356,0.010795,0.024675,-0.248490,8.81e-04
53,theta = 0,19.132361,1.017505,0.000000,2.385078,-0.365662,0.044298,0.006063,0.041627,-0.248164,5.55e-04
54,collision,19.338274,1.000000,0.118449,2.556243,-0.410525,0.045259,0.005424,0.041514,-0.247609,7.47e-12
