n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.648731,1.000000,1.192628,0.160644,-0.409996,0.049079,0.001937,-0.028420,-0.247873,8.58e-13
2,pr = 0,1.309158,1.100848,2.362088,1.550414,0.000000,0.038010,0.007024,-0.034788,-0.248707,8.34e-04
3,collision,1.913885,1.000000,3.232829,4.284964,-0.410173,0.027434,0.010479,-0.009871,-0.247873,1.46e-12
4,beta = 0,2.140053,1.048281,3.435731,5.155143,0.282113,0.025203,0.010686,0.000000,-0.248321,4.48e-04
5,pr = 0,2.556723,1.100402,3.882048,7.425023,-0.000000,0.022469,0.009251,0.027920,-0.249000,1.13e-03
6,collision,3.170412,1.000000,4.489232,9.470022,-0.409845,0.023481,0.003265,0.047695,-0.247873,1.95e-12
7,pphi = 0,3.520626,1.072011,4.791681,9.677627,0.205794,0.024089,0.000000,0.043387,-0.248180,3.07e-04
8,pr = 0,3.814892,1.100476,5.128574,9.417040,0.000000,0.023399,-0.002784,0.030003,-0.248986,1.11e-03
9,beta = 0,4.219299,1.029872,5.596294,8.401132,-0.332684,0.017697,-0.004581,0.000000,-0.248479,6.06e-04
10,collision,4.428369,1.000000,5.675815,8.178940,-0.409887,0.015688,-0.004532,-0.005965,-0.247873,2.45e-12
11,pr = 0,5.004097,1.100611,5.896540,7.167795,0.000000,0.000299,-0.001682,-0.029406,-0.248908,1.04e-03
12,ptheta = 0,5.004097,1.100824,5.897136,7.156831,-0.006752,0.000000,-0.001610,-0.029613,-0.248740,8.67e-04
13,pphi = 0,5.305167,1.085016,5.865973,7.055049,-0.151542,-0.006499,0.000000,-0.030571,-0.248311,4.38e-04
14,collision,5.650578,1.000000,5.674763,7.273883,-0.409836,-0.017020,0.002450,-0.021733,-0.247873,2.65e-12
15,beta = 0,6.005029,1.090448,5.279289,7.924548,0.125704,-0.025958,0.003628,0.000000,-0.248010,1.37e-04
16,pr = 0,6.300344,1.100577,5.039728,8.291116,0.000000,-0.028574,0.003304,0.012682,-0.248908,1.03e-03
17,pphi = 0,6.703173,1.028758,4.363315,8.808253,-0.335655,-0.031027,0.000000,0.039446,-0.248463,5.90e-04
18,collision,6.910994,1.000000,4.225208,8.796464,-0.409859,-0.030918,-0.001026,0.042861,-0.247873,3.18e-12
19,pr = 0,7.485885,1.100564,3.429823,7.414361,0.000000,-0.028438,-0.007533,0.039586,-0.248904,1.03e-03
20,collision,8.131817,1.000000,2.675779,4.483681,-0.410222,-0.028875,-0.011124,0.008191,-0.247873,3.37e-12
21,beta = 0,8.317300,1.040530,2.488030,3.732633,0.304190,-0.029898,-0.011254,0.000000,-0.248359,4.86e-04
22,pr = 0,8.717029,1.100307,1.828832,1.183778,0.000000,-0.035312,-0.009719,-0.027222,-0.249053,1.18e-03
23,phi = 0,9.016589,1.082626,1.414015,0.000000,-0.161883,-0.039453,-0.007802,-0.037021,-0.248378,5.05e-04
24,collision,9.357933,1.000000,0.749833,-1.067875,-0.410000,-0.045763,-0.004423,-0.038269,-0.247873,3.62e-12
25,theta = 0,9.659459,1.082821,0.000000,-1.549105,0.163404,-0.050521,-0.001539,-0.027037,-0.248002,1.29e-04
26,pr = 0,9.941608,1.100376,-0.580625,-1.659005,0.000000,-0.052090,-0.000331,-0.013754,-0.249027,1.15e-03
27,pphi = 0,10.103053,1.092189,-0.955844,-1.669979,-0.103842,-0.052199,0.000000,-0.004122,-0.249287,1.41e-03
28,beta = 0,10.241492,1.086370,-1.113056,-1.669637,-0.147493,-0.052130,0.000082,-0.000000,-0.247918,4.53e-05
29,pphi = 0,10.241492,1.073328,-1.282892,-1.668574,-0.196994,-0.051707,0.000000,0.004465,-0.248959,1.09e-03
30,collision,10.583649,1.000000,-1.954733,-1.713962,-0.409994,-0.048736,-0.000942,0.021265,-0.247873,3.85e-12
31,pr = 0,11.205034,1.100164,-3.109770,-2.685239,0.000000,-0.037086,-0.005448,0.034567,-0.249184,1.31e-03
32,collision,11.829221,1.000000,-3.932080,-4.983403,-0.410097,-0.024358,-0.009413,0.016005,-0.247873,4.22e-12
33,beta = 0,12.069737,1.071668,-4.205973,-6.311796,0.208022,-0.019726,-0.010011,-0.000000,-0.247977,1.04e-04
34,pr = 0,12.492106,1.100916,-4.461906,-7.957371,0.000000,-0.016707,-0.009156,-0.022011,-0.248652,7.79e-04
35,collision,13.095911,1.000000,-4.889692,-10.059823,-0.409831,-0.016057,-0.003652,-0.047487,-0.247873,4.84e-12
36,pphi = 0,13.445053,1.076007,-5.115647,-10.311103,0.188552,-0.016504,0.000000,-0.045946,-0.248593,7.20e-04
37,pr = 0,13.739090,1.100458,-5.327992,-10.073542,0.000000,-0.016107,0.002862,-0.036229,-0.249004,1.13e-03
38,collision,14.353245,1.000000,-5.697237,-8.660389,-0.409912,-0.009849,0.005712,-0.001876,-0.247873,5.32e-12
39,beta = 0,14.392314,1.010352,-5.711281,-8.574033,0.384370,-0.009216,0.005717,-0.000000,-0.247915,4.18e-05
40,ptheta = 0,14.858240,1.093810,-5.798141,-7.484615,0.101339,0.000000,0.004608,0.021294,-0.248439,5.66e-04
41,pr = 0,15.014758,1.100916,-5.782856,-7.132326,0.000000,0.004182,0.003700,0.027041,-0.248694,8.21e-04
42,pphi = 0,15.414446,1.027054,-5.524401,-6.623172,-0.340268,0.018817,0.000000,0.029145,-0.248420,5.47e-04
43,collision,15.619793,1.000000,-5.443005,-6.630737,-0.409828,0.021545,-0.000679,0.026877,-0.247873,5.93e-12
44,beta = 0,16.123346,1.099419,-4.776891,-7.169500,0.043933,0.033167,-0.002616,-0.000000,-0.248728,8.55e-04
45,pr = 0,16.279728,1.100843,-4.674321,-7.264589,0.000000,0.034112,-0.002581,-0.004350,-0.248724,8.51e-04
46,pphi = 0,16.679661,1.022753,-3.830107,-7.712861,-0.351408,0.037242,0.000000,-0.034305,-0.248466,5.93e-04
47,collision,16.885226,1.000000,-3.699609,-7.710696,-0.409900,0.037194,0.000695,-0.037688,-0.247873,6.53e-12
48,pr = 0,17.528677,1.100430,-2.742989,-6.497076,0.000000,0.033935,0.006952,-0.041570,-0.248997,1.12e-03
49,collision,18.141780,1.000000,-1.871246,-3.659186,-0.410242,0.031877,0.011252,-0.014871,-0.247873,7.02e-12
50,beta = 0,18.416986,1.064831,-1.512565,-2.268981,0.229214,0.032564,0.011713,-0.000000,-0.248586,7.13e-04
51,pr = 0,18.692183,1.101226,-0.986410,-0.162352,0.000000,0.035362,0.010762,0.022991,-0.248414,5.41e-04
52,phi = 0,18.851943,1.101376,-0.942427,0.000000,-0.017949,0.035669,0.010616,0.024673,-0.248150,2.77e-04
53,theta = 0,19.296902,1.010738,0.000000,2.346872,-0.383281,0.043480,0.005954,0.040961,-0.247996,1.23e-04
54,collision,19.357416,1.000000,0.068173,2.441581,-0.410017,0.044033,0.005585,0.040829,-0.247873,7.62e-12
55,pr = 0,20.024448,1.101066,1.344945,3.278702,0.000000,0.050112,0.000656,0.022012,-0.248562,6.89e-04
56,pphi = 0,20.186296,1.094493,1.689281,3.305534,-0.098572,0.050382,0.000000,0.013464,-0.248214,3.41e-04
57,beta = 0,20.312490,1.059261,2.185217,3.278229,-0.247001,0.049513,-0.000334,0.000000,-0.248709,8.36e-04
58,pphi = 0,20.422191,1.001479,2.661414,3.251793,-0.406205,0.047278,0.000000,-0.012934,-0.247947,7.41e-05
59,collision,20.626127,1.000000,2.672244,3.251415,-0.409987,0.047217,0.000012,-0.013224,-0.247873,8.27e-12
60,pr = 0,21.285185,1.100830,3.788322,3.785388,0.000000,0.035386,0.003753,-0.033147,-0.248739,8.66e-04
61,collision,21.891046,1.000000,4.544704,5.593731,-0.410013,0.020903,0.008058,-0.021414,-0.247873,8.86e-12
62,beta = 0,22.228869,1.087526,4.832238,7.252661,0.140416,0.013435,0.009166,0.000000,-0.248110,2.37e-04
63,pr = 0,22.520159,1.100203,4.947593,8.302094,0.000000,0.010791,0.008734,0.015291,-0.249142,1.27e-03
64,collision,23.140774,1.000000,5.190302,10.400884,-0.409826,0.008324,0.003939,0.045555,-0.247873,9.27e-12
65,pphi = 0,23.437505,1.080756,5.316302,10.708198,0.171668,0.008539,0.000000,0.047613,-0.248140,2.67e-04
66,pr = 0,23.718556,1.100560,5.416974,10.490703,0.000000,0.008358,-0.002810,0.041175,-0.248940,1.07e-03
67,collision,24.363998,1.000000,5.596024,8.961698,-0.409939,0.003634,-0.006666,0.009791,-0.247873,9.47e-12
68,beta = 0,24.607438,1.047343,5.612856,8.426034,0.286003,0.000836,-0.006873,0.000000,-0.247965,9.18e-05
69,ptheta = 0,24.607438,1.056684,5.612350,8.276578,0.255974,0.000000,-0.006837,-0.002595,-0.248505,6.32e-04
70,pr = 0,25.031146,1.101087,5.541011,6.974299,-0.000000,-0.008655,-0.005591,-0.023452,-0.248567,6.94e-04
71,collision,25.633172,1.000000,5.090753,5.875260,-0.409840,-0.025526,-0.001159,-0.030821,-0.247873,1.01e-11
72,pphi = 0,25.871045,1.045334,4.893291,5.834547,0.291896,-0.029902,0.000000,-0.026352,-0.247909,3.64e-05
73,beta = 0,26.292586,1.098828,4.094764,6.144774,-0.041309,-0.039577,0.001702,0.000000,-0.249243,1.37e-03
74,pr = 0,26.292586,1.100827,4.208344,6.084346,0.000000,-0.038739,0.001690,-0.004032,-0.248734,8.61e-04
75,pphi = 0,26.692615,1.016943,3.209206,6.431269,-0.366471,-0.042567,0.000000,0.028208,-0.248423,5.50e-04
76,collision,26.898264,1.000000,3.098540,6.433483,-0.409942,-0.042571,-0.000413,0.031146,-0.247873,1.07e-11
77,pr = 0,27.558106,1.100836,2.001461,5.413194,0.000000,-0.038748,-0.006197,0.042075,-0.248721,8.48e-04
78,collision,28.163042,1.000000,1.028102,2.746839,-0.410237,-0.034353,-0.011039,0.021025,-0.247873,1.13e-11
79,phi = 0,28.587747,1.096028,0.322598,0.000000,0.085240,-0.034098,-0.011885,-0.008446,-0.248336,4.63e-04
80,beta = 0,28.587747,1.082999,0.501543,0.752320,0.162481,-0.033752,-0.012018,0.000000,-0.248004,1.31e-04
81,pr = 0,28.735928,1.100519,0.118669,-0.834091,0.000000,-0.034829,-0.011454,-0.017664,-0.248888,1.01e-03
82,theta = 0,28.896864,1.098923,0.000000,-1.294192,-0.048771,-0.035378,-0.011099,-0.022588,-0.248788,9.15e-04
83,collision,29.382294,1.000000,-0.889382,-3.729036,-0.410034,-0.041348,-0.006635,-0.041800,-0.247873,1.15e-11
84,pr = 0,29.967645,1.100365,-2.083946,-4.804164,0.000000,-0.046860,-0.001084,-0.029285,-0.249045,1.17e-03
85,pphi = 0,30.129163,1.090160,-2.472410,-4.854945,-0.119216,-0.047184,0.000000,-0.019997,-0.249008,1.13e-03
86,beta = 0,30.386871,1.023381,-3.175439,-4.764379,-0.351450,-0.045447,0.000866,-0.000000,-0.247898,2.45e-05
87,collision,30.609088,1.000000,-3.330585,-4.734315,-0.409974,-0.044538,0.000821,0.004590,-0.247873,1.17e-11
88,pphi = 0,30.851926,1.069301,-3.841504,-4.673540,0.215466,-0.040132,0.000000,0.019039,-0.248207,3.34e-04
89,pr = 0,31.275257,1.101059,-4.380714,-4.841134,0.000000,-0.032905,-0.001994,0.030249,-0.248589,7.16e-04
90,collision,31.877735,1.000000,-5.056863,-6.108126,-0.409931,-0.017126,-0.006454,0.025868,-0.247873,1.24e-11
91,beta = 0,32.365811,1.096327,-5.299593,-7.955069,0.075130,-0.006529,-0.008156,-0.000000,-0.248980,1.11e-03
92,pr = 0,32.520759,1.100417,-5.328999,-8.465321,0.000000,-0.004781,-0.008045,-0.008134,-0.249002,1.13e-03
93,collision,33.134665,1.000000,-5.384365,-10.487771,-0.409832,-0.000480,-0.004100,-0.041980,-0.247873,1.29e-11
94,pphi = 0,33.498641,1.083803,-5.389965,-10.830600,0.154445,-0.000350,0.000000,-0.047816,-0.248742,8.69e-04
95,pr = 0,33.796101,1.100919,-5.393813,-10.660019,0.000000,-0.000333,0.002637,-0.044738,-0.248699,8.26e-04
96,ptheta = 0,33.958225,1.090811,-5.395338,-10.314978,-0.115687,0.000000,0.004404,-0.038676,-0.248988,1.11e-03
97,collision,34.401160,1.000000,-5.375296,-9.069699,-0.409963,0.002828,0.007374,-0.017468,-0.247873,1.35e-11
98,beta = 0,34.763867,1.073216,-5.313859,-7.976515,0.202077,0.006902,0.008022,-0.000000,-0.248032,1.59e-04
99,pr = 0,35.061022,1.100839,-5.176182,-6.695469,0.000000,0.013058,0.007292,0.018747,-0.248722,8.49e-04
100,collision,35.666474,1.000000,-4.625157,-5.026682,-0.409873,0.028910,0.003007,0.033420,-0.247873,1.41e-11
101,pphi = 0,36.067273,1.092508,-3.960983,-4.749770,0.109121,0.039395,0.000000,0.020841,-0.248509,6.36e-04
102,pr = 0,36.212726,1.101492,-3.651501,-4.782132,0.000000,0.042407,-0.000674,0.012165,-0.248281,4.08e-04
103,beta = 0,36.532541,1.088570,-3.250550,-4.877139,-0.132313,0.045027,-0.000963,-0.000000,-0.248485,6.12e-04
104,pphi = 0,36.819485,1.011039,-2.509447,-4.997484,-0.382561,0.046913,0.000000,-0.021515,-0.247974,1.01e-04
105,collision,36.880369,1.000000,-2.434170,-4.996951,-0.409981,0.046911,0.000202,-0.023477,-0.247873,1.46e-11
106,pr = 0,37.548229,1.101098,-1.221618,-4.180003,-0.000000,0.042754,0.005294,-0.040972,-0.248544,6.71e-04
107,collision,38.072206,1.000000,-0.165228,-1.759942,-0.410209,0.036235,0.010499,-0.026391,-0.247873,1.49e-11
108,theta = 0,38.208333,1.030222,0.000000,-1.233398,0.332483,0.035327,0.011118,-0.021527,-0.248301,4.28e-04
109,phi = 0,38.444220,1.077573,0.330179,0.000000,0.183077,0.033991,0.011934,-0.008644,-0.248421,5.48e-04
110,beta = 0,38.586079,1.093908,0.514078,0.771122,0.102608,0.033623,0.012074,0.000000,-0.248173,3.00e-04
111,pr = 0,38.743213,1.101160,0.752913,1.799972,0.000000,0.033656,0.011842,0.011704,-0.248446,5.73e-04
112,collision,39.265448,1.000000,1.696213,4.903248,-0.410050,0.037797,0.007530,0.041168,-0.247873,1.52e-11
113,pr = 0,39.857146,1.100282,2.780778,6.208776,0.000000,0.042504,0.001558,0.035549,-0.249108,1.24e-03
114,pphi = 0,40.018892,1.087878,3.179246,6.296616,-0.134686,0.042924,0.000000,0.026643,-0.248664,7.91e-04
115,collision,40.495734,1.000000,3.916528,6.124488,-0.409955,0.040746,-0.001536,0.004318,-0.247873,1.55e-11
116,beta = 0,40.628287,1.021684,4.046613,6.072448,0.355174,0.039813,-0.001563,0.000000,-0.248127,2.54e-04
117,pphi = 0,41.004585,1.101182,4.825199,5.820236,0.024103,0.030571,0.000000,-0.024816,-0.248217,3.44e-04
118,pr = 0,41.161399,1.101045,4.874638,5.826029,0.000000,0.029660,0.000230,-0.026011,-0.248602,7.29e-04
119,collision,41.764266,1.000000,5.456998,6.519903,-0.409860,0.013083,0.004652,-0.029178,-0.247873,1.61e-11
120,ptheta = 0,42.267414,1.099584,5.598548,8.196667,0.042261,0.000000,0.007060,-0.003628,-0.248682,8.09e-04
121,beta = 0,42.423751,1.101176,5.597893,8.403535,0.007246,-0.000988,0.007092,0.000000,-0.248466,5.93e-04
122,pr = 0,42.423751,1.100825,5.596868,8.446728,0.000000,-0.001165,0.007080,0.000781,-0.248732,8.59e-04
123,collision,43.029585,1.000000,5.467273,10.321758,-0.409845,-0.007280,0.004114,0.036907,-0.247873,1.67e-11
124,pphi = 0,43.392443,1.087664,5.333800,10.704884,0.137117,-0.007847,0.000000,0.047096,-0.248503,6.30e-04
125,pr = 0,43.689663,1.100880,5.259769,10.565868,0.000000,-0.007767,-0.002366,0.046612,-0.248726,8.53e-04
126,collision,44.295347,1.000000,5.040725,8.975551,-0.409984,-0.009395,-0.007822,0.024602,-0.247873,1.73e-11
127,beta = 0,44.658162,1.089261,4.837840,7.261080,0.129671,-0.013851,-0.009090,0.000000,-0.248329,4.56e-04
128,pr = 0,44.955318,1.100826,4.698019,6.294219,0.000000,-0.017307,-0.008761,-0.013208,-0.248716,8.43e-04
129,collision,45.560456,1.000000,4.055968,4.104872,-0.409924,-0.031658,-0.004805,-0.034586,-0.247873,1.79e-11
130,pr = 0,46.133669,1.100617,3.012982,3.395983,0.000000,-0.044952,-0.000485,-0.019627,-0.248875,1.00e-03
131,pphi = 0,46.294719,1.094790,2.745485,3.382353,-0.083809,-0.046831,0.000000,-0.012857,-0.249364,1.49e-03
132,beta = 0,46.434763,1.064923,2.272113,3.408620,-0.229927,-0.049152,0.000378,0.000000,-0.248348,4.75e-04
133,pphi = 0,46.720205,1.007020,1.770799,3.437274,-0.392617,-0.050084,0.000000,0.013629,-0.247953,7.99e-05
134,collision,46.780673,1.000000,1.719927,3.437415,-0.410013,-0.050103,-0.000079,0.014963,-0.247873,1.81e-11
135,pr = 0,47.447870,1.101076,0.420373,2.822729,0.000000,-0.045826,-0.004286,0.038261,-0.248559,6.86e-04
136,theta = 0,47.609687,1.086425,0.000000,2.215213,-0.137576,-0.043014,-0.006243,0.038663,-0.249308,1.43e-03
137,collision,48.049176,1.000000,-0.698162,0.713918,-0.410162,-0.037466,-0.009653,0.030738,-0.247873,1.87e-11
138,phi = 0,48.177519,1.042740,-0.940840,0.000000,0.299147,-0.035475,-0.010708,0.024632,-0.247987,1.14e-04
139,beta = 0,48.551710,1.099117,-1.507224,-2.260969,0.046112,-0.032242,-0.011884,-0.000000,-0.248777,9.04e-04
140,pr = 0,48.707887,1.100746,-1.609942,-2.718210,0.000000,-0.031960,-0.011842,-0.005291,-0.248729,8.56e-04
141,collision,49.312972,1.000000,-2.471221,-5.940902,-0.410062,-0.033490,-0.008229,-0.038982,-0.247873,1.93e-11
142,pr = 0,49.885947,1.100643,-3.421716,-7.458438,0.000000,-0.037148,-0.002057,-0.040567,-0.248870,9.97e-04
143,pphi = 0,50.187152,1.084895,-3.813550,-7.589962,-0.151639,-0.037615,0.000000,-0.032594,-0.248375,5.02e-04
144,collision,50.533350,1.000000,-4.418453,-7.385364,-0.409930,-0.035919,0.002114,-0.013167,-0.247873,1.95e-11
145,beta = 0,50.764255,1.058424,-4.756066,-7.138207,0.250465,-0.033117,0.002453,-0.000000,-0.248514,6.41e-04
146,pr = 0,51.183005,1.100592,-5.259611,-6.716152,0.000000,-0.025679,0.001473,0.020574,-0.248909,1.04e-03
147,pphi = 0,51.345336,1.082161,-5.507040,-6.614395,-0.159347,-0.019355,0.000000,0.028842,-0.249154,1.28e-03
148,collision,51.793945,1.000000,-5.736100,-6.823488,-0.409810,-0.008831,-0.002709,0.031204,-0.247873,2.00e-11
149,ptheta = 0,52.143994,1.075000,-5.791984,-7.395796,0.192879,0.000000,-0.004793,0.022682,-0.248509,6.36e-04
