n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.650754,1.000000,1.224124,0.167450,-0.409596,0.049947,0.002002,-0.029126,-0.247983,8.52e-13
2,pr = 0,1.295035,1.100230,2.411827,1.594429,0.000000,0.038655,0.007185,-0.035323,-0.249083,1.10e-03
3,collision,1.907118,1.000000,3.296919,4.380460,-0.409780,0.027909,0.010686,-0.009884,-0.247983,1.35e-12
4,beta = 0,2.085498,1.047273,3.499255,5.250517,0.284276,0.025691,0.010884,0.000000,-0.248495,5.12e-04
5,pr = 0,2.482213,1.100282,3.957068,7.577091,0.000000,0.022885,0.009413,0.028608,-0.249037,1.05e-03
6,collision,3.127627,1.000000,4.574922,9.650384,-0.409439,0.023924,0.003314,0.048596,-0.247983,1.56e-12
7,pphi = 0,3.371117,1.071883,4.881426,9.862540,0.206358,0.024548,0.000000,0.044261,-0.248113,1.30e-04
8,pr = 0,3.794814,1.100890,5.225799,9.598237,0.000000,0.023860,-0.002854,0.030615,-0.248661,6.78e-04
9,beta = 0,4.255874,1.030770,5.702054,8.560159,-0.331047,0.018098,-0.004692,0.000000,-0.248175,1.92e-04
10,collision,4.319280,1.000000,5.782465,8.333802,-0.409483,0.015988,-0.004620,-0.006061,-0.247983,1.83e-12
11,pr = 0,4.972735,1.100492,6.007713,7.303412,0.000000,0.000340,-0.001726,-0.029957,-0.248947,9.63e-04
12,ptheta = 0,4.972735,1.100172,6.007197,7.294648,-0.007405,0.000000,-0.001642,-0.030097,-0.249137,1.15e-03
13,pphi = 0,5.134955,1.083193,5.972994,7.197802,-0.152630,-0.006630,0.000000,-0.030889,-0.249419,1.44e-03
14,collision,5.581255,1.000000,5.782722,7.408732,-0.409429,-0.017302,0.002487,-0.022213,-0.247983,2.39e-12
15,beta = 0,5.944606,1.090170,5.378449,8.073612,0.124538,-0.026431,0.003689,0.000000,-0.248309,3.25e-04
16,pr = 0,6.241963,1.100667,5.137586,8.443970,0.000000,-0.029104,0.003381,0.012783,-0.248804,8.20e-04
17,pphi = 0,6.641334,1.027988,4.445040,8.974512,-0.337404,-0.031618,0.000000,0.040205,-0.248508,5.25e-04
18,collision,6.846499,1.000000,4.308560,8.962836,-0.409454,-0.031510,-0.001014,0.043580,-0.247983,3.00e-12
19,pr = 0,7.506447,1.100630,3.498674,7.572210,0.000000,-0.028991,-0.007640,0.040536,-0.248815,8.32e-04
20,collision,8.110717,1.000000,2.731267,4.593632,-0.409829,-0.029392,-0.011328,0.008656,-0.247983,3.60e-12
21,beta = 0,8.239424,1.042426,2.533163,3.800365,0.299501,-0.030446,-0.011490,0.000000,-0.248115,1.32e-04
22,pr = 0,8.770149,1.100593,1.871676,1.229810,0.000000,-0.035875,-0.009954,-0.027540,-0.248812,8.29e-04
23,phi = 0,8.932025,1.080171,1.434777,0.000000,-0.167019,-0.040250,-0.007915,-0.037564,-0.249282,1.30e-03
24,collision,9.374427,1.000000,0.775509,-1.075505,-0.409600,-0.046528,-0.004563,-0.039074,-0.247983,4.22e-12
25,theta = 0,9.736950,1.082346,0.000000,-1.572217,0.159904,-0.051415,-0.001598,-0.027440,-0.248869,8.86e-04
26,pr = 0,10.033930,1.100615,-0.576143,-1.692519,0.000000,-0.053068,-0.000353,-0.014457,-0.248820,8.37e-04
27,pphi = 0,10.033930,1.096425,-0.889636,-1.705309,-0.084625,-0.053311,0.000000,-0.006472,-0.248105,1.21e-04
28,beta = 0,10.195869,1.083093,-1.134850,-1.702337,-0.152655,-0.052997,0.000027,-0.000000,-0.249463,1.48e-03
29,pphi = 0,10.322943,1.069137,-1.356598,-1.700633,-0.215052,-0.052608,0.000000,0.005836,-0.248362,3.79e-04
30,collision,10.638630,1.000000,-1.976090,-1.744897,-0.409595,-0.049755,-0.000922,0.021285,-0.247983,4.82e-12
31,pr = 0,11.298261,1.100634,-3.156690,-2.709008,0.000000,-0.037974,-0.005480,0.035382,-0.248820,8.37e-04
32,collision,11.902948,1.000000,-3.997272,-5.034749,-0.409699,-0.024969,-0.009558,0.016818,-0.247983,5.42e-12
33,beta = 0,12.174591,1.072317,-4.284059,-6.429088,0.202733,-0.020124,-0.010187,-0.000000,-0.248528,5.44e-04
34,pr = 0,12.448934,1.101193,-4.539379,-8.068577,0.000000,-0.017052,-0.009394,-0.021920,-0.248417,4.34e-04
35,collision,13.116012,1.000000,-4.974632,-10.229874,-0.409427,-0.016334,-0.003838,-0.048227,-0.247983,5.98e-12
36,pphi = 0,13.485410,1.077751,-5.212179,-10.505747,0.181250,-0.016807,0.000000,-0.046811,-0.248607,6.24e-04
37,pr = 0,13.784056,1.100927,-5.420572,-10.284991,0.000000,-0.016457,0.002828,-0.037491,-0.248642,6.59e-04
