n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.649421,1.000000,1.218159,0.164939,-0.409845,0.049986,0.001983,-0.029014,-0.247881,8.57e-13
2,pr = 0,1.310040,1.100784,2.408647,1.583601,0.000000,0.038702,0.007168,-0.035428,-0.248706,8.25e-04
3,collision,1.914469,1.000000,3.294921,4.370933,-0.410029,0.027937,0.010679,-0.009997,-0.247881,1.46e-12
4,beta = 0,2.152464,1.048371,3.501136,5.253340,0.282226,0.025662,0.010896,0.000000,-0.248166,2.85e-04
5,pr = 0,2.573822,1.100737,3.955997,7.570748,0.000000,0.022878,0.009431,0.028526,-0.248727,8.46e-04
6,collision,3.179114,1.000000,4.574356,9.649523,-0.409688,0.023925,0.003322,0.048596,-0.247881,2.06e-12
7,pphi = 0,3.472347,1.071413,4.883272,9.853390,0.205557,0.024527,0.000000,0.044053,-0.248635,7.54e-04
8,pr = 0,3.752468,1.100561,5.225881,9.594478,0.000000,0.023848,-0.002843,0.030547,-0.248885,1.00e-03
9,beta = 0,4.174674,1.030624,5.702155,8.560311,-0.331318,0.018086,-0.004685,0.000000,-0.248215,3.34e-04
10,collision,4.399750,1.000000,5.782925,8.333666,-0.409732,0.015985,-0.004618,-0.006076,-0.247881,2.25e-12
11,pr = 0,5.067366,1.101053,6.008942,7.300812,0.000000,0.000325,-0.001722,-0.030035,-0.248565,6.83e-04
12,ptheta = 0,5.067366,1.100656,6.008240,7.293086,-0.007071,0.000000,-0.001642,-0.030152,-0.248810,9.28e-04
13,pphi = 0,5.229322,1.083335,5.973082,7.199195,-0.152229,-0.006628,0.000000,-0.030867,-0.249378,1.50e-03
14,collision,5.669275,1.000000,5.782250,7.410917,-0.409678,-0.017329,0.002493,-0.022163,-0.247881,2.90e-12
15,beta = 0,6.093587,1.089124,5.378356,8.073475,0.126067,-0.026373,0.003664,0.000000,-0.248858,9.76e-04
16,pr = 0,6.241844,1.100563,5.135446,8.448465,0.000000,-0.029108,0.003369,0.012918,-0.248874,9.93e-04
17,pphi = 0,6.664116,1.028712,4.443054,8.982373,-0.336795,-0.031640,0.000000,0.040395,-0.248066,1.85e-04
18,collision,6.889279,1.000000,4.306213,8.962960,-0.409703,-0.031502,-0.001036,0.043644,-0.247881,3.09e-12
19,pr = 0,7.556854,1.101011,3.495975,7.564980,-0.000000,-0.028974,-0.007669,0.040481,-0.248556,6.74e-04
20,collision,8.080826,1.000000,2.728042,4.576413,-0.410079,-0.029410,-0.011332,0.008440,-0.247881,3.36e-12
21,beta = 0,8.271327,1.040943,2.534717,3.802698,0.302898,-0.030460,-0.011470,0.000000,-0.248351,4.70e-04
22,pr = 0,8.673244,1.100123,1.865847,1.214965,-0.000000,-0.035953,-0.009912,-0.027647,-0.249134,1.25e-03
23,phi = 0,8.971888,1.082675,1.442450,0.000000,-0.162376,-0.040181,-0.007959,-0.037765,-0.248216,3.35e-04
24,collision,9.310571,1.000000,0.767828,-1.083708,-0.409849,-0.046596,-0.004524,-0.039016,-0.247881,3.64e-12
25,theta = 0,9.677828,1.081886,0.000000,-1.571608,0.162626,-0.051421,-0.001595,-0.027430,-0.248765,8.83e-04
26,pr = 0,9.975854,1.100932,-0.586116,-1.692588,0.000000,-0.053093,-0.000332,-0.014197,-0.248604,7.23e-04
27,pphi = 0,9.975854,1.096347,-0.897847,-1.703382,-0.084123,-0.053298,0.000000,-0.006224,-0.248202,3.21e-04
28,beta = 0,10.137714,1.083835,-1.134037,-1.701117,-0.149628,-0.052998,0.000027,-0.000000,-0.249384,1.50e-03
29,pphi = 0,10.264085,1.069498,-1.366298,-1.698814,-0.214794,-0.052594,0.000000,0.006121,-0.248142,2.60e-04
30,collision,10.578135,1.000000,-1.986563,-1.745459,-0.409843,-0.049687,-0.000948,0.021549,-0.247881,4.27e-12
31,pr = 0,11.123521,1.101435,-3.166625,-2.719367,0.000000,-0.037845,-0.005535,0.035461,-0.248275,3.94e-04
32,collision,11.791208,1.000000,-4.003310,-5.063930,-0.409949,-0.024866,-0.009581,0.016467,-0.247881,4.82e-12
33,beta = 0,12.145983,1.072004,-4.285186,-6.430780,0.206102,-0.020100,-0.010199,-0.000000,-0.248074,1.93e-04
34,pr = 0,12.441234,1.100486,-4.543651,-8.092191,0.000000,-0.017051,-0.009337,-0.022220,-0.248900,1.02e-03
35,collision,13.051266,1.000000,-4.979594,-10.243558,-0.409674,-0.016354,-0.003758,-0.048336,-0.247881,5.35e-12
36,pphi = 0,13.414659,1.076678,-5.212079,-10.507273,0.186250,-0.016817,0.000000,-0.046840,-0.248481,6.00e-04
37,pr = 0,13.711973,1.100819,-5.426100,-10.272384,0.000000,-0.016435,0.002892,-0.037126,-0.248716,8.34e-04
38,collision,14.317249,1.000000,-5.803050,-8.835511,-0.409758,-0.010101,0.005818,-0.002155,-0.247881,5.95e-12
39,beta = 0,14.393934,1.011479,-5.818926,-8.735911,0.381180,-0.009372,0.005821,-0.000000,-0.248007,1.26e-04
40,ptheta = 0,14.742366,1.093719,-5.906864,-7.626963,0.099064,0.000000,0.004690,0.021663,-0.248687,8.06e-04
41,pr = 0,14.890710,1.100571,-5.892240,-7.275076,0.000000,0.004158,0.003791,0.027421,-0.248886,1.00e-03
42,pphi = 0,15.312918,1.027060,-5.632261,-6.741554,-0.341472,0.019148,0.000000,0.029909,-0.247949,6.74e-05
43,collision,15.537976,1.000000,-5.549787,-6.754540,-0.409669,0.021838,-0.000665,0.027518,-0.247881,6.15e-12
44,beta = 0,16.120155,1.099326,-4.866806,-7.304613,0.041025,0.033784,-0.002660,-0.000000,-0.248872,9.91e-04
45,pr = 0,16.120155,1.100351,-4.768466,-7.397286,0.000000,0.034679,-0.002623,-0.004197,-0.249016,1.13e-03
46,pphi = 0,16.703141,1.021538,-3.897614,-7.866813,-0.355867,0.037988,0.000000,-0.035223,-0.247943,6.19e-05
47,collision,16.763061,1.000000,-3.777134,-7.857413,-0.409745,0.037903,0.000667,-0.038217,-0.247881,6.37e-12
48,pr = 0,17.429695,1.100982,-2.801784,-6.642310,0.000000,0.034604,0.007039,-0.042565,-0.248577,6.96e-04
49,collision,18.031037,1.000000,-1.913670,-3.758070,-0.410098,0.032474,0.011447,-0.015486,-0.247881,7.02e-12
50,beta = 0,18.270034,1.066201,-1.540831,-2.311387,0.225351,0.033161,0.011949,-0.000000,-0.248354,4.73e-04
51,phi = 0,18.691739,1.099630,-0.957028,0.000000,-0.022099,0.036393,0.010775,0.025056,-0.249214,1.33e-03
52,pr = 0,18.691739,1.100752,-1.013241,-0.198734,0.000000,0.035973,0.010989,0.023059,-0.248692,8.11e-04
53,theta = 0,19.090737,1.008777,0.000000,2.382626,-0.387425,0.044299,0.006063,0.041585,-0.248230,3.49e-04
54,collision,19.295695,1.000000,0.058537,2.471523,-0.409867,0.044783,0.005745,0.041604,-0.247881,7.64e-12
55,pr = 0,19.955013,1.100750,1.357446,3.337320,0.000000,0.051022,0.000706,0.022708,-0.248733,8.52e-04
56,pphi = 0,20.117033,1.092412,1.736948,3.366081,-0.106955,0.051285,0.000000,0.013273,-0.248761,8.80e-04
57,beta = 0,20.244279,1.057845,2.226660,3.340418,-0.251053,0.050438,-0.000336,0.000000,-0.248776,8.95e-04
58,collision,20.560373,1.000000,2.709934,3.313538,-0.409836,0.048186,-0.000006,-0.013127,-0.247881,8.23e-12
59,pphi = 0,20.566510,1.000538,2.713560,3.313537,0.408528,0.048162,0.000000,-0.013222,-0.247881,6.92e-08
60,pr = 0,21.203580,1.100375,3.849326,3.847883,0.000000,0.036202,0.003773,-0.033655,-0.249005,1.12e-03
61,collision,21.817134,1.000000,4.624522,5.672280,-0.409861,0.021439,0.008177,-0.022136,-0.247881,8.72e-12
62,beta = 0,22.167292,1.087973,4.922722,7.388634,0.136585,0.013704,0.009336,0.000000,-0.248277,3.96e-04
63,pr = 0,22.461518,1.100364,5.037861,8.429874,-0.000000,0.011051,0.008931,0.015153,-0.248987,1.11e-03
64,collision,23.074453,1.000000,5.285669,10.582772,-0.409671,0.008481,0.004089,0.046227,-0.247881,9.22e-12
65,pphi = 0,23.438352,1.081018,5.416977,10.899827,0.166687,0.008689,0.000000,0.048316,-0.248749,8.68e-04
66,pr = 0,23.735799,1.100844,5.516397,10.703171,0.000000,0.008531,-0.002790,0.042275,-0.248704,8.22e-04
67,collision,24.340763,1.000000,5.700258,9.157382,-0.409784,0.003809,-0.006775,0.010471,-0.247881,9.83e-12
68,beta = 0,24.567259,1.048648,5.717700,8.583685,0.280688,0.000825,-0.006990,0.000000,-0.248346,4.65e-04
69,ptheta = 0,24.567259,1.058339,5.718150,8.432871,0.250590,0.000000,-0.006969,-0.002644,-0.248503,6.21e-04
70,pr = 0,24.984374,1.100384,5.647342,7.130857,0.000000,-0.008629,-0.005732,-0.023510,-0.249002,1.12e-03
71,collision,25.597959,1.000000,5.195807,5.990924,-0.409682,-0.025792,-0.001239,-0.031558,-0.247881,1.03e-11
72,pphi = 0,25.837264,1.047121,4.984646,5.946506,0.286112,-0.030472,0.000000,-0.026794,-0.248047,1.65e-04
73,beta = 0,26.259395,1.098479,4.172403,6.261383,-0.046293,-0.040318,0.001734,0.000000,-0.249220,1.34e-03
74,pr = 0,26.259395,1.100818,4.301807,6.192544,0.000000,-0.039350,0.001713,-0.004594,-0.248696,8.15e-04
75,pphi = 0,26.658745,1.014698,3.270681,6.552439,-0.372088,-0.043370,0.000000,0.028712,-0.248398,5.17e-04
76,collision,26.863880,1.000000,3.172908,6.555589,-0.409790,-0.043384,-0.000360,0.031329,-0.247881,1.09e-11
77,pr = 0,27.436993,1.100528,2.053895,5.538506,0.000000,-0.039556,-0.006226,0.042889,-0.248888,1.01e-03
78,collision,28.083494,1.000000,1.060759,2.849068,-0.410091,-0.035038,-0.011204,0.021954,-0.247881,1.11e-11
79,phi = 0,28.519425,1.096468,0.329427,0.000000,0.079873,-0.034736,-0.012112,-0.008624,-0.248429,5.48e-04
80,beta = 0,28.519425,1.084260,0.511503,0.767260,0.156843,-0.034375,-0.012254,0.000000,-0.247943,6.18e-05
81,pr = 0,28.668885,1.100184,0.134817,-0.796544,0.000000,-0.035430,-0.011704,-0.017432,-0.249071,1.19e-03
82,theta = 0,28.830312,1.098559,0.000000,-1.323771,-0.054512,-0.036038,-0.011313,-0.023104,-0.248694,8.13e-04
83,collision,29.309233,1.000000,-0.889160,-3.767328,-0.409887,-0.042014,-0.006853,-0.042474,-0.247881,1.14e-11
84,pr = 0,29.892734,1.100316,-2.103470,-4.889441,0.000000,-0.047701,-0.001176,-0.030262,-0.249035,1.15e-03
85,pphi = 0,30.054173,1.089382,-2.518206,-4.948606,-0.124975,-0.048082,0.000000,-0.020432,-0.248809,9.28e-04
86,beta = 0,30.475032,1.020344,-3.236380,-4.855863,-0.358950,-0.046282,0.000877,-0.000000,-0.247960,7.83e-05
