n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.650662,1.000000,1.155952,0.158079,-0.409664,0.047173,0.001890,-0.027505,-0.248113,8.53e-13
2,pr = 0,1.225797,1.100301,2.277839,1.506059,0.000000,0.036504,0.006789,-0.033356,-0.249165,1.05e-03
3,collision,1.870843,1.000000,3.113417,4.135789,-0.409829,0.026361,0.010092,-0.009346,-0.248113,1.05e-12
4,beta = 0,2.101382,1.047743,3.305782,4.960051,0.283458,0.024245,0.010288,0.000000,-0.248478,3.65e-04
5,pr = 0,2.519805,1.100325,3.736831,7.152598,0.000000,0.021610,0.008895,0.026972,-0.249138,1.02e-03
6,collision,3.129638,1.000000,4.320266,9.112991,-0.409525,0.022593,0.003132,0.045894,-0.248113,1.59e-12
7,pphi = 0,3.468686,1.071543,4.610699,9.308783,0.205882,0.023169,0.000000,0.041696,-0.248606,4.93e-04
8,pr = 0,3.760305,1.100040,4.934504,9.058926,0.000000,0.022504,-0.002677,0.028843,-0.249366,1.25e-03
9,beta = 0,4.167916,1.029562,5.384372,8.082517,-0.332937,0.017019,-0.004409,0.000000,-0.248769,6.56e-04
10,collision,4.379696,1.000000,5.460411,7.870194,-0.409564,0.015104,-0.004365,-0.005701,-0.248113,2.01e-12
11,pr = 0,5.042136,1.100748,5.673809,6.894580,0.000000,0.000332,-0.001636,-0.028329,-0.248897,7.84e-04
12,ptheta = 0,5.042136,1.100350,5.673172,6.886414,-0.007661,0.000000,-0.001554,-0.028454,-0.249138,1.02e-03
13,pphi = 0,5.204119,1.083016,5.640216,6.796379,-0.153157,-0.006271,0.000000,-0.029161,-0.249597,1.48e-03
14,collision,5.645920,1.000000,5.461079,6.994418,-0.409516,-0.016333,0.002346,-0.021004,-0.248113,2.63e-12
15,beta = 0,6.134192,1.090668,5.078854,7.623279,0.123779,-0.024994,0.003495,0.000000,-0.248182,6.81e-05
16,pr = 0,6.289172,1.100227,4.851683,7.970882,0.000000,-0.027468,0.003185,0.012025,-0.249231,1.12e-03
17,pphi = 0,6.693277,1.027757,4.197643,8.472716,-0.337793,-0.029862,0.000000,0.037934,-0.248737,6.23e-04
18,collision,6.902189,1.000000,4.069158,8.463337,-0.409538,-0.029767,-0.000951,0.041138,-0.248113,3.13e-12
19,pr = 0,7.477821,1.100298,3.304138,7.148177,0.000000,-0.027390,-0.007207,0.038233,-0.249171,1.06e-03
20,collision,8.122633,1.000000,2.579367,4.341205,-0.409873,-0.027759,-0.010698,0.008229,-0.248113,3.33e-12
21,beta = 0,8.244811,1.042949,2.390849,3.586795,0.298479,-0.028754,-0.010859,0.000000,-0.248120,6.15e-06
22,pr = 0,8.771617,1.100313,1.767460,1.165097,0.000000,-0.033877,-0.009402,-0.025941,-0.249135,1.02e-03
23,phi = 0,8.933676,1.080459,1.356209,0.000000,-0.166742,-0.037993,-0.007488,-0.035507,-0.249252,1.14e-03
24,collision,9.380998,1.000000,0.732986,-1.015798,-0.409669,-0.043930,-0.004317,-0.036919,-0.248113,3.88e-12
25,theta = 0,9.806976,1.083442,0.000000,-1.492150,0.159098,-0.048598,-0.001491,-0.026043,-0.248335,2.21e-04
26,pr = 0,9.955327,1.100319,-0.543616,-1.598575,0.000000,-0.050104,-0.000341,-0.013668,-0.249151,1.04e-03
27,pphi = 0,10.116332,1.091812,-0.913123,-1.610256,-0.106312,-0.050240,0.000000,-0.004198,-0.249379,1.27e-03
28,beta = 0,10.255968,1.084382,-1.073495,-1.610292,-0.153079,-0.050122,0.000061,-0.000000,-0.248597,4.83e-04
29,pphi = 0,10.255968,1.071850,-1.235319,-1.608744,-0.201901,-0.049754,0.000000,0.004264,-0.249184,1.07e-03
30,collision,10.600905,1.000000,-1.865107,-1.649399,-0.409663,-0.047003,-0.000865,0.020045,-0.248113,4.07e-12
31,pr = 0,11.156953,1.100859,-2.980989,-2.556164,0.000000,-0.035882,-0.005168,0.033446,-0.248794,6.81e-04
32,collision,11.820101,1.000000,-3.774680,-4.750139,-0.409756,-0.023598,-0.009022,0.015951,-0.248113,4.75e-12
33,beta = 0,12.188395,1.073489,-4.048487,-6.075261,0.200823,-0.018953,-0.009643,-0.000000,-0.248165,5.11e-05
34,pr = 0,12.486656,1.100840,-4.286671,-7.611506,0.000000,-0.016116,-0.008870,-0.020569,-0.248788,6.75e-04
35,collision,13.010776,1.000000,-4.697621,-9.658858,-0.409514,-0.015415,-0.003637,-0.045526,-0.248113,5.03e-12
36,pphi = 0,13.319433,1.077858,-4.922569,-9.920300,0.180620,-0.015861,0.000000,-0.044190,-0.248776,6.63e-04
37,pr = 0,13.603544,1.100053,-5.118294,-9.707158,0.000000,-0.015511,0.002648,-0.035336,-0.249363,1.25e-03
38,collision,14.241145,1.000000,-5.475590,-8.370113,-0.409587,-0.009673,0.005495,-0.002626,-0.248113,5.29e-12
39,beta = 0,14.323350,1.014600,-5.494891,-8.248668,0.373004,-0.008794,0.005501,-0.000000,-0.248295,1.82e-04
40,ptheta = 0,14.674846,1.094390,-5.577252,-7.200592,0.092967,0.000000,0.004442,0.020454,-0.248934,8.20e-04
41,pr = 0,14.824150,1.100198,-5.564672,-6.886883,0.000000,0.003680,0.003648,0.025599,-0.249265,1.15e-03
42,pphi = 0,15.243738,1.024128,-5.317568,-6.361923,-0.348911,0.018118,0.000000,0.028277,-0.248174,6.05e-05
43,collision,15.466306,1.000000,-5.248987,-6.371483,-0.409507,0.020378,-0.000561,0.026311,-0.248113,5.53e-12
44,beta = 0,15.976049,1.099914,-4.594694,-6.895743,0.034353,0.031935,-0.002520,-0.000000,-0.248850,7.36e-04
45,pr = 0,16.132933,1.100858,-4.517838,-6.967309,-0.000000,0.032659,-0.002502,-0.003264,-0.248798,6.85e-04
46,pphi = 0,16.593823,1.018420,-3.679058,-7.424880,-0.363738,0.035899,0.000000,-0.033238,-0.248136,2.30e-05
47,collision,16.657205,1.000000,-3.582675,-7.418100,-0.409577,0.035835,0.000532,-0.035645,-0.248113,5.80e-12
48,pr = 0,17.295159,1.100119,-2.660529,-6.301959,0.000000,0.032784,0.006520,-0.040325,-0.249295,1.18e-03
49,collision,17.910183,1.000000,-1.820546,-3.614892,-0.409887,0.030671,0.010769,-0.015426,-0.248113,6.27e-12
50,beta = 0,18.149524,1.068984,-1.450589,-2.176001,0.216012,0.031302,0.011305,-0.000000,-0.248412,2.99e-04
51,phi = 0,18.571353,1.099124,-0.903021,0.000000,-0.029257,0.034343,0.010193,0.023642,-0.249509,1.40e-03
52,pr = 0,18.571353,1.100638,-0.972972,-0.250155,0.000000,0.033825,0.010454,0.021107,-0.248901,7.88e-04
53,theta = 0,18.969865,1.005350,0.000000,2.250394,-0.396035,0.041821,0.005738,0.039277,-0.248336,2.22e-04
54,collision,19.174493,1.000000,0.033436,2.302084,-0.409687,0.042099,0.005556,0.039304,-0.248113,6.89e-12
55,pr = 0,19.817208,1.100205,1.255236,3.150985,0.000000,0.048102,0.000753,0.022132,-0.249233,1.12e-03
56,pphi = 0,19.979408,1.089104,1.660536,3.183314,-0.121474,0.048375,0.000000,0.012084,-0.249566,1.45e-03
57,beta = 0,20.108885,1.054579,2.107473,3.161572,-0.261314,0.047625,-0.000321,0.000000,-0.248904,7.91e-04
58,collision,20.430176,1.000000,2.532392,3.137091,-0.409659,0.045681,-0.000051,-0.011556,-0.248113,7.38e-12
59,pphi = 0,20.469162,1.005036,2.565029,3.137054,0.397284,0.045465,0.000000,-0.012412,-0.248136,2.24e-05
60,pr = 0,21.091246,1.100687,3.615532,3.607987,0.000000,0.034544,0.003433,-0.031715,-0.248919,8.06e-04
61,collision,21.695250,1.000000,4.355546,5.295991,-0.409675,0.020564,0.007639,-0.021650,-0.248113,7.99e-12
62,beta = 0,22.044401,1.090334,4.651431,6.980984,0.125871,0.012888,0.008837,0.000000,-0.248141,2.74e-05
