n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.650110,1.000000,1.243812,0.169292,-0.409695,0.050891,0.002029,-0.029610,-0.247888,8.54e-13
2,pr = 0,1.197716,1.101238,2.456289,1.614416,0.000000,0.039384,0.007320,-0.036138,-0.248352,4.64e-04
3,collision,1.864117,1.000000,3.357074,4.457179,-0.409886,0.028439,0.010880,-0.010121,-0.247888,1.42e-12
4,beta = 0,2.084543,1.047664,3.564850,5.349003,0.283406,0.026158,0.011088,0.000000,-0.248370,4.82e-04
5,pr = 0,2.498960,1.100121,4.029859,7.711422,0.000000,0.023316,0.009588,0.029045,-0.249102,1.21e-03
6,collision,3.116208,1.000000,4.659526,9.829106,-0.409533,0.024368,0.003379,0.049497,-0.247888,1.87e-12
7,pphi = 0,3.390262,1.071448,4.973369,10.038105,0.205847,0.024986,0.000000,0.044914,-0.248502,6.14e-04
8,pr = 0,3.665331,1.101241,5.323182,9.777189,0.000000,0.024317,-0.002914,0.031183,-0.248379,4.91e-04
9,beta = 0,4.105596,1.030862,5.807917,8.719356,-0.330855,0.018438,-0.004777,0.000000,-0.248105,2.17e-04
10,collision,4.331937,1.000000,5.890069,8.488334,-0.409578,0.016281,-0.004703,-0.006188,-0.247888,2.45e-12
11,pr = 0,4.889119,1.100977,6.120325,7.436067,0.000000,0.000330,-0.001752,-0.030599,-0.248574,6.86e-04
12,ptheta = 0,4.889119,1.101328,6.121263,7.423132,-0.007217,0.000000,-0.001674,-0.030849,-0.248309,4.21e-04
13,pphi = 0,5.191977,1.084166,6.085953,7.326317,-0.152151,-0.006749,0.000000,-0.031612,-0.248742,8.55e-04
14,collision,5.543786,1.000000,5.889726,7.548027,-0.409522,-0.017639,0.002537,-0.022591,-0.247888,2.58e-12
15,beta = 0,5.982448,1.089237,5.478044,8.223345,0.125548,-0.026868,0.003734,0.000000,-0.248797,9.10e-04
16,pr = 0,6.132337,1.100171,5.231211,8.603031,0.000000,-0.029624,0.003424,0.013103,-0.249097,1.21e-03
17,pphi = 0,6.550778,1.028382,4.526943,9.144819,-0.336779,-0.032209,0.000000,0.041030,-0.248315,4.27e-04
18,collision,6.772189,1.000000,4.387200,9.129469,-0.409548,-0.032087,-0.001046,0.044426,-0.247888,2.83e-12
19,pr = 0,7.355933,1.100222,3.562222,7.701627,0.000000,-0.029522,-0.007792,0.041130,-0.249049,1.16e-03
20,collision,7.997382,1.000000,2.780301,4.669072,-0.409938,-0.029945,-0.011540,0.008688,-0.247888,3.06e-12
21,beta = 0,8.181907,1.041203,2.581581,3.873029,0.301859,-0.031023,-0.011681,0.000000,-0.248396,5.08e-04
22,pr = 0,8.581288,1.100165,1.903089,1.244317,0.000000,-0.036590,-0.010109,-0.028110,-0.249059,1.17e-03
23,phi = 0,8.880863,1.081852,1.466971,-0.000000,-0.164157,-0.040945,-0.008094,-0.038407,-0.248478,5.90e-04
24,collision,9.222401,1.000000,0.785820,-1.099514,-0.409700,-0.047429,-0.004624,-0.039763,-0.247888,3.31e-12
25,theta = 0,9.590269,1.082098,0.000000,-1.600457,0.161321,-0.052372,-0.001625,-0.027933,-0.248776,8.88e-04
26,pr = 0,9.888440,1.100890,-0.592181,-1.723570,0.000000,-0.054071,-0.000345,-0.014579,-0.248588,7.00e-04
27,pphi = 0,9.888440,1.096157,-0.914250,-1.734955,-0.085344,-0.054285,0.000000,-0.006345,-0.248184,2.96e-04
28,beta = 0,10.050254,1.083491,-1.155024,-1.732601,-0.150938,-0.053978,0.000026,-0.000000,-0.249389,1.50e-03
29,pphi = 0,10.176469,1.069163,-1.390036,-1.730328,-0.215710,-0.053571,0.000000,0.006193,-0.248153,2.65e-04
30,collision,10.490152,1.000000,-2.018382,-1.776945,-0.409694,-0.050638,-0.000954,0.021833,-0.247888,3.95e-12
31,pr = 0,11.132854,1.100283,-3.219127,-2.770294,0.000000,-0.038604,-0.005609,0.035948,-0.249015,1.13e-03
32,collision,11.746250,1.000000,-4.074521,-5.144449,-0.409803,-0.025374,-0.009749,0.016928,-0.247888,4.44e-12
33,beta = 0,12.110045,1.072694,-4.364899,-6.550520,0.204002,-0.020456,-0.010397,-0.000000,-0.247936,4.86e-05
34,pr = 0,12.407352,1.100721,-4.625678,-8.230061,0.000000,-0.017371,-0.009535,-0.022476,-0.248694,8.06e-04
35,collision,13.011672,1.000000,-5.069486,-10.427218,-0.409519,-0.016651,-0.003864,-0.049184,-0.247888,5.05e-12
36,pphi = 0,13.304734,1.077260,-5.308532,-10.702553,0.184139,-0.017132,0.000000,-0.047718,-0.248395,5.08e-04
37,pr = 0,13.584857,1.100498,-5.524249,-10.464568,0.000000,-0.016746,0.002912,-0.037904,-0.248891,1.00e-03
38,collision,14.232104,1.000000,-5.908853,-9.010709,-0.409605,-0.010352,0.005924,-0.002436,-0.247888,5.24e-12
39,beta = 0,14.345237,1.012774,-5.927016,-8.898474,0.377862,-0.009536,0.005932,-0.000000,-0.247983,9.55e-05
40,ptheta = 0,14.712754,1.093714,-6.015709,-7.769894,0.096582,0.000000,0.004776,0.022026,-0.248890,1.00e-03
41,pr = 0,14.867039,1.100183,-6.001446,-7.420289,0.000000,0.004122,0.003887,0.027753,-0.249107,1.22e-03
42,pphi = 0,15.273862,1.024778,-5.733181,-6.873840,-0.345665,0.019525,0.000000,0.030249,-0.248508,6.21e-04
43,collision,15.484915,1.000000,-5.656590,-6.878439,-0.409513,0.022131,-0.000651,0.028158,-0.247888,5.69e-12
44,beta = 0,15.990654,1.099717,-4.957730,-7.441249,0.038627,0.034416,-0.002718,-0.000000,-0.248656,7.68e-04
45,pr = 0,16.147234,1.100779,-4.864271,-7.528025,0.000000,0.035284,-0.002689,-0.003966,-0.248680,7.92e-04
46,pphi = 0,16.546282,1.020372,-3.975954,-8.003853,-0.357234,0.038643,-0.000000,-0.035562,-0.248474,5.87e-04
47,collision,16.751185,1.000000,-3.854739,-8.004089,-0.409592,0.038612,0.000639,-0.038743,-0.247888,6.30e-12
48,pr = 0,17.324263,1.100446,-2.860995,-6.776309,0.000000,0.035276,0.007118,-0.043353,-0.248898,1.01e-03
49,collision,17.970613,1.000000,-1.956178,-3.857164,-0.409957,0.033071,0.011641,-0.016103,-0.247888,6.50e-12
50,beta = 0,18.250316,1.066729,-1.569312,-2.354118,0.222113,0.033782,0.012163,-0.000000,-0.248624,7.36e-04
51,pr = 0,18.526752,1.100845,-1.040378,-0.227471,0.000000,0.036575,0.011226,0.023268,-0.248581,6.93e-04
52,phi = 0,18.686834,1.100884,-0.978928,-0.000000,-0.024199,0.037003,0.011021,0.025629,-0.248261,3.73e-04
53,theta = 0,19.165111,1.007575,0.000000,2.435516,-0.391133,0.045137,0.006171,0.042508,-0.247891,3.07e-06
54,collision,19.180462,1.000000,0.048800,2.501123,-0.409720,0.045532,0.005906,0.042375,-0.247888,6.64e-12
55,pr = 0,19.830978,1.100444,1.369843,3.395706,0.000000,0.051931,0.000757,0.023402,-0.248897,1.01e-03
56,pphi = 0,19.993144,1.090738,1.780512,3.426992,-0.113865,0.052201,0.000000,0.013195,-0.249129,1.24e-03
57,beta = 0,20.121607,1.056555,2.268056,3.402535,-0.254918,0.051370,-0.000341,0.000000,-0.248780,8.92e-04
58,collision,20.440542,1.000000,2.747469,3.375676,-0.409687,0.049155,-0.000024,-0.013026,-0.247888,7.17e-12
59,pphi = 0,20.448282,1.002181,2.762529,3.375650,0.404366,0.049056,0.000000,-0.013421,-0.247889,1.51e-06
60,pr = 0,21.101051,1.100737,3.911588,3.904503,0.000000,0.037030,0.003790,-0.034299,-0.248715,8.27e-04
61,collision,21.705825,1.000000,4.704230,5.750689,-0.409710,0.021976,0.008296,-0.022857,-0.247888,7.78e-12
62,beta = 0,22.068478,1.088402,5.013222,7.524640,0.132839,0.013972,0.009506,0.000000,-0.248431,5.43e-04
63,pr = 0,22.365573,1.100682,5.128191,8.558104,0.000000,0.011306,0.009133,0.015022,-0.248725,8.38e-04
64,collision,22.970682,1.000000,5.381008,10.764267,-0.409517,0.008639,0.004239,0.046894,-0.247888,8.38e-12
65,pphi = 0,23.333493,1.081985,5.517402,11.100468,0.161998,0.008847,0.000000,0.049183,-0.248771,8.83e-04
66,pr = 0,23.630714,1.100738,5.615867,10.911047,0.000000,0.008698,-0.002766,0.043293,-0.248733,8.45e-04
67,collision,24.236178,1.000000,5.804459,9.353281,-0.409632,0.003984,-0.006882,0.011155,-0.247888,8.97e-12
68,beta = 0,24.413293,1.050449,5.823579,8.742909,0.275336,0.000840,-0.007124,0.000000,-0.248305,4.17e-04
69,ptheta = 0,24.529514,1.060684,5.824860,8.587187,0.244248,0.000000,-0.007118,-0.002751,-0.248168,2.80e-04
