n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.649452,1.000000,1.240778,0.168018,-0.409821,0.050911,0.002020,-0.029552,-0.247836,8.56e-13
2,pr = 0,1.293350,1.100362,2.452738,1.616459,0.000000,0.039419,0.007297,-0.036010,-0.248949,1.11e-03
3,collision,1.906147,1.000000,3.356066,4.452366,-0.410012,0.028453,0.010877,-0.010178,-0.247836,1.35e-12
4,beta = 0,2.145197,1.048389,3.566088,5.350862,0.282221,0.026136,0.011098,0.000000,-0.248104,2.68e-04
5,pr = 0,2.566977,1.100781,4.029402,7.711794,0.000000,0.023300,0.009606,0.029063,-0.248652,8.16e-04
6,collision,3.171585,1.000000,4.659251,9.828689,-0.409658,0.024368,0.003383,0.049497,-0.247836,1.96e-12
7,pphi = 0,3.534240,1.072216,4.971875,10.047946,0.206252,0.025010,0.000000,0.045125,-0.247836,1.39e-07
8,pr = 0,3.831381,1.100785,5.322717,9.775268,0.000000,0.024296,-0.002898,0.031162,-0.248689,8.52e-04
9,beta = 0,4.231481,1.030125,5.807815,8.719203,-0.332152,0.018382,-0.004759,0.000000,-0.248329,4.92e-04
10,collision,4.437154,1.000000,5.890318,8.488225,-0.409704,0.016279,-0.004703,-0.006197,-0.247836,2.56e-12
11,pr = 0,5.066287,1.100195,6.118592,7.442053,0.000000,0.000317,-0.001746,-0.030449,-0.249106,1.27e-03
12,ptheta = 0,5.066287,1.100063,6.118457,7.432789,-0.006818,0.000000,-0.001669,-0.030607,-0.249172,1.34e-03
13,pphi = 0,5.228773,1.083988,6.085499,7.329259,-0.151621,-0.006739,0.000000,-0.031548,-0.248952,1.12e-03
14,collision,5.687350,1.000000,5.889470,7.549173,-0.409648,-0.017653,0.002540,-0.022564,-0.247836,2.97e-12
15,beta = 0,6.091610,1.089144,5.478385,8.223858,0.126260,-0.026859,0.003732,0.000000,-0.248774,9.38e-04
16,pr = 0,6.237527,1.101268,5.231211,8.607853,0.000000,-0.029680,0.003449,0.013187,-0.248351,5.15e-04
17,pphi = 0,6.677663,1.028830,4.525015,9.151260,-0.336804,-0.032230,0.000000,0.041193,-0.247906,6.96e-05
