n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.649308,1.000000,1.127713,0.152635,-0.409935,0.046284,0.001835,-0.026860,-0.248053,8.57e-13
2,pr = 0,1.224003,1.100473,2.229624,1.469025,0.000000,0.035834,0.006636,-0.032739,-0.249089,1.04e-03
3,collision,1.869669,1.000000,3.050412,4.045461,-0.410093,0.025871,0.009888,-0.009272,-0.248053,1.05e-12
4,beta = 0,2.055106,1.047788,3.240196,4.861592,0.283063,0.023790,0.010076,0.000000,-0.248599,5.46e-04
5,pr = 0,2.454791,1.100248,3.662441,7.007300,0.000000,0.021200,0.008721,0.026385,-0.249233,1.18e-03
6,collision,3.095801,1.000000,4.234875,8.933109,-0.409801,0.022150,0.003079,0.044993,-0.248053,1.29e-12
7,pphi = 0,3.374464,1.071552,4.520796,9.123419,0.205562,0.022711,0.000000,0.040818,-0.248710,6.56e-04
8,pr = 0,3.650692,1.101095,4.838055,8.886098,0.000000,0.022098,-0.002642,0.028356,-0.248688,6.35e-04
9,beta = 0,4.090350,1.030525,5.279171,7.924371,-0.331741,0.016744,-0.004341,0.000000,-0.248361,3.08e-04
10,collision,4.315049,1.000000,5.353517,7.715557,-0.409839,0.014806,-0.004279,-0.005595,-0.248053,1.94e-12
11,pr = 0,4.964473,1.100525,5.561923,6.761133,0.000000,0.000308,-0.001598,-0.027721,-0.249089,1.04e-03
12,ptheta = 0,4.964473,1.100242,5.561513,6.753000,-0.007253,0.000000,-0.001522,-0.027853,-0.249255,1.20e-03
13,pphi = 0,5.126765,1.083392,5.530077,6.662342,-0.152605,-0.006144,0.000000,-0.028610,-0.249452,1.40e-03
14,collision,5.575154,1.000000,5.353444,6.858436,-0.409792,-0.016035,0.002305,-0.020553,-0.248053,2.47e-12
15,beta = 0,5.938692,1.090206,4.979327,7.473702,0.125058,-0.024478,0.003416,0.000000,-0.248391,3.38e-04
16,pr = 0,6.236023,1.100806,4.755396,7.817975,0.000000,-0.026962,0.003129,0.011882,-0.248877,8.24e-04
17,pphi = 0,6.635469,1.028301,4.114902,8.308325,-0.336975,-0.029282,0.000000,0.037233,-0.248576,5.22e-04
18,collision,6.840688,1.000000,3.987187,8.297022,-0.409814,-0.029179,-0.000950,0.040384,-0.248053,3.08e-12
19,pr = 0,7.413842,1.100517,3.236855,7.000415,0.000000,-0.026843,-0.007088,0.037417,-0.249063,1.01e-03
20,collision,8.060212,1.000000,2.525757,4.241025,-0.410136,-0.027231,-0.010492,0.007885,-0.248053,3.27e-12
21,beta = 0,8.193693,1.041675,2.345184,3.518268,0.301675,-0.028199,-0.010631,0.000000,-0.248284,2.31e-04
22,pr = 0,8.727090,1.100975,1.728752,1.124698,0.000000,-0.033254,-0.009204,-0.025632,-0.248726,6.73e-04
23,phi = 0,8.888811,1.080511,1.327090,0.000000,-0.165568,-0.037275,-0.007325,-0.034745,-0.249453,1.40e-03
24,collision,9.251012,1.000000,0.711688,-1.003505,-0.409939,-0.043127,-0.004199,-0.036147,-0.248053,3.55e-12
25,theta = 0,9.623070,1.081978,0.000000,-1.457279,0.162291,-0.047605,-0.001481,-0.025434,-0.248929,8.76e-04
26,pr = 0,9.922108,1.101142,-0.541305,-1.570092,0.000000,-0.049164,-0.000307,-0.013232,-0.248633,5.79e-04
27,pphi = 0,9.922108,1.095946,-0.837267,-1.579532,-0.086326,-0.049341,0.000000,-0.005648,-0.248464,4.11e-04
28,beta = 0,10.083759,1.083633,-1.051791,-1.577735,-0.150664,-0.049069,0.000025,-0.000000,-0.249550,1.50e-03
29,pphi = 0,10.209255,1.068902,-1.271416,-1.575318,-0.217238,-0.048688,0.000000,0.005792,-0.248250,1.97e-04
30,collision,10.444588,1.000000,-1.837852,-1.618010,-0.409934,-0.046023,-0.000870,0.019879,-0.248053,3.85e-12
31,pr = 0,11.006059,1.100848,-2.930004,-2.519929,0.000000,-0.035068,-0.005109,0.032743,-0.248843,7.90e-04
32,collision,11.657991,1.000000,-3.706094,-4.682435,-0.410024,-0.023044,-0.008864,0.015335,-0.248053,4.00e-12
