n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.645394,1.000000,1.155891,0.151761,-0.410696,0.048245,0.001855,-0.027613,-0.247639,8.68e-13
2,pr = 0,1.305128,1.101194,2.308563,1.503611,0.000000,0.037407,0.006842,-0.034203,-0.248515,8.76e-04
3,collision,1.911466,1.000000,3.167274,4.182401,-0.410865,0.026982,0.010266,-0.009943,-0.247639,1.45e-12
4,beta = 0,2.149578,1.049683,3.372272,5.059871,0.279299,0.024719,0.010486,0.000000,-0.248002,3.63e-04
5,pr = 0,2.570876,1.101175,3.806564,7.274405,0.000000,0.022046,0.009102,0.027270,-0.248517,8.78e-04
6,collision,3.177580,1.000000,4.403576,9.289764,-0.410549,0.023040,0.003218,0.046795,-0.247639,2.04e-12
7,pphi = 0,3.470976,1.071945,4.702862,9.488716,0.205258,0.023624,0.000000,0.042419,-0.248386,7.48e-04
8,pr = 0,3.751044,1.101083,5.032589,9.239825,0.000000,0.022971,-0.002736,0.029428,-0.248616,9.77e-04
9,beta = 0,4.173978,1.031118,5.491419,8.243449,-0.331106,0.017425,-0.004510,0.000000,-0.247950,3.11e-04
10,collision,4.399610,1.000000,5.570136,8.022407,-0.410590,0.015371,-0.004442,-0.005924,-0.247639,2.22e-12
11,pr = 0,5.090846,1.102445,5.788898,7.023125,0.000000,0.000245,-0.001642,-0.029106,-0.247706,6.72e-05
12,ptheta = 0,5.090846,1.102019,5.788096,7.018153,-0.005527,-0.000000,-0.001581,-0.029171,-0.247979,3.40e-04
13,pphi = 0,5.252135,1.084341,5.752784,6.932539,-0.150356,-0.006375,0.000000,-0.029739,-0.249023,1.38e-03
14,collision,5.606812,1.000000,5.565803,7.142375,-0.410541,-0.016783,0.002422,-0.021169,-0.247639,2.64e-12
15,beta = 0,5.977501,1.089591,5.180325,7.775794,0.129262,-0.025423,0.003542,0.000000,-0.248206,5.67e-04
16,pr = 0,6.276427,1.101521,4.940007,8.145592,-0.000000,-0.028106,0.003240,0.012758,-0.248310,6.71e-04
17,pphi = 0,6.674404,1.030474,4.280676,8.646826,-0.332465,-0.030447,0.000000,0.038796,-0.248058,4.19e-04
18,collision,6.878389,1.000000,4.138413,8.629837,-0.410563,-0.030316,-0.001068,0.042228,-0.247639,3.29e-12
19,pr = 0,7.537436,1.101174,3.357408,7.251599,0.000000,-0.027870,-0.007462,0.038642,-0.248532,8.93e-04
20,collision,8.144089,1.000000,2.615937,4.350966,-0.410914,-0.028384,-0.010924,0.007442,-0.247639,3.87e-12
21,beta = 0,8.321290,1.038083,2.444271,3.666964,0.311987,-0.029334,-0.011032,0.000000,-0.248098,4.59e-04
22,pr = 0,8.717300,1.100996,1.780458,1.113910,0.000000,-0.034805,-0.009467,-0.027175,-0.248629,9.90e-04
23,phi = 0,9.018599,1.084034,1.385407,0.000000,-0.156318,-0.038745,-0.007634,-0.036272,-0.248291,6.52e-04
24,collision,9.364988,1.000000,0.714326,-1.070191,-0.410698,-0.045082,-0.004235,-0.037380,-0.247639,4.06e-12
25,theta = 0,9.719220,1.080271,0.000000,-1.512470,0.171806,-0.049530,-0.001527,-0.026398,-0.248498,8.59e-04
26,pr = 0,10.014268,1.100925,-0.596589,-1.628391,0.000000,-0.051156,-0.000280,-0.012802,-0.248697,1.06e-03
27,pphi = 0,10.014268,1.098206,-0.854798,-1.637525,-0.072234,-0.051336,0.000000,-0.006201,-0.247940,3.01e-04
28,beta = 0,10.176643,1.086309,-1.089945,-1.634971,-0.139612,-0.051047,0.000030,-0.000000,-0.249142,1.50e-03
29,pphi = 0,10.305681,1.072603,-1.313996,-1.632873,-0.204697,-0.050649,0.000000,0.005903,-0.248000,3.61e-04
30,collision,10.625983,1.000000,-1.946227,-1.684241,-0.410691,-0.047629,-0.000996,0.021561,-0.247639,4.58e-12
31,pr = 0,11.173291,1.101908,-3.076566,-2.665248,0.000000,-0.036050,-0.005484,0.034046,-0.248041,4.02e-04
32,collision,11.841489,1.000000,-3.874068,-4.967920,-0.410795,-0.023624,-0.009292,0.014755,-0.247639,5.13e-12
33,beta = 0,12.145349,1.067700,-4.124098,-6.188823,0.220914,-0.019434,-0.009786,-0.000000,-0.248284,6.45e-04
34,pr = 0,12.428062,1.100746,-4.389960,-7.885400,0.000000,-0.016333,-0.008867,-0.022641,-0.248812,1.17e-03
35,collision,13.070091,1.000000,-4.810736,-9.904433,-0.410531,-0.015803,-0.003369,-0.046846,-0.247639,5.36e-12
36,pphi = 0,13.371848,1.072700,-5.019040,-10.118424,0.202369,-0.016214,0.000000,-0.045117,-0.248409,7.70e-04
37,pr = 0,13.654116,1.100861,-5.242387,-9.852429,0.000000,-0.015756,0.002989,-0.034616,-0.248772,1.13e-03
38,collision,14.297825,1.000000,-5.600089,-8.432193,-0.410613,-0.009300,0.005604,-0.000443,-0.247639,5.58e-12
39,beta = 0,14.306151,1.002577,-5.603420,-8.411846,0.404340,-0.009147,0.005605,-0.000000,-0.247640,1.53e-06
40,ptheta = 0,14.666044,1.092535,-5.691248,-7.343374,0.116206,0.000000,0.004513,0.020953,-0.247753,1.14e-04
41,pr = 0,14.964424,1.101440,-5.670544,-6.957693,0.000000,0.004738,0.003469,0.027141,-0.248382,7.43e-04
42,pphi = 0,15.363412,1.034153,-5.422523,-6.500345,-0.322907,0.018422,0.000000,0.028615,-0.247960,3.21e-04
43,collision,15.568144,1.000000,-5.318550,-6.518820,-0.410536,0.021757,-0.000820,0.025565,-0.247639,6.21e-12
44,beta = 0,16.056191,1.098500,-4.687866,-7.035733,0.059882,0.032536,-0.002565,-0.000000,-0.248570,9.31e-04
45,pr = 0,16.211164,1.100814,-4.549630,-7.162524,0.000000,0.033756,-0.002493,-0.005838,-0.248788,1.15e-03
46,pphi = 0,16.616524,1.029765,-3.757145,-7.572098,-0.333766,0.036532,0.000000,-0.033761,-0.248262,6.23e-04
47,collision,16.826293,1.000000,-3.588656,-7.561037,-0.410601,0.036423,0.000920,-0.037983,-0.247639,6.69e-12
48,pr = 0,17.487632,1.101241,-2.652574,-6.283792,0.000000,0.033085,0.007111,-0.040216,-0.248486,8.47e-04
