n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,beta = 0,0.478999,1.542957,87.093501,81.463064,0.169095,0.897955,0.014780,-1.567870,0.184600,3.72e-04
2,phi = 0,3.492058,2.640950,122.171494,0.000000,0.477892,0.696703,0.085424,1.680899,0.186826,1.85e-03
3,beta = 0,3.492058,2.707462,122.968184,-94.678166,0.481422,0.693250,0.087129,-0.000329,0.175082,9.89e-03
4,beta = 0,5.137236,3.572776,130.124235,-80.554777,0.501059,0.680038,0.096750,-0.000001,0.184971,1.76e-06
5,phi = 0,6.789674,4.316750,133.850436,0.000000,0.508718,0.688983,0.093540,1.285357,0.184971,1.07e-06
6,phi = 0,10.185636,5.925976,138.698559,0.000000,0.522363,0.692885,0.090326,1.134752,0.183506,1.47e-03
7,beta = 0,10.185636,6.015196,138.890425,-64.683842,0.522827,0.692522,0.090489,-0.000025,0.182984,1.99e-03
8,beta = 0,12.580795,7.298413,141.103430,-60.866133,0.526654,0.689877,0.092197,-0.000007,0.184931,4.10e-05
9,phi = 0,14.026954,7.906536,141.896152,0.000000,0.527674,0.690707,0.091892,1.038719,0.184967,5.15e-06
10,phi = 0,17.302175,9.698180,143.646545,0.000000,0.530311,0.691481,0.091249,0.987112,0.184616,3.56e-04
11,beta = 0,17.302175,9.776678,143.708884,-56.452848,0.530397,0.691407,0.091286,-0.000003,0.184520,4.52e-04
12,beta = 0,19.856047,10.991651,144.552868,-55.040462,0.531327,0.690809,0.091699,-0.000002,0.184956,1.63e-05
13,phi = 0,20.709343,11.548592,144.879899,-0.000000,0.531631,0.691028,0.091617,0.951121,0.184965,7.01e-06
14,phi = 0,24.313527,13.409048,145.774807,0.000000,0.532553,0.691283,0.091402,0.925189,0.184835,1.38e-04
15,beta = 0,24.313527,13.492293,145.809274,-52.952439,0.532587,0.691253,0.091417,-0.000001,0.184804,1.69e-04
16,beta = 0,27.135417,14.675528,146.254721,-52.216139,0.532952,0.691021,0.091581,-0.000000,0.184971,1.68e-06
17,phi = 0,28.083231,15.206022,146.431119,0.000000,0.533079,0.691113,0.091546,0.906265,0.184971,9.03e-07
18,phi = 0,31.144781,17.003843,146.946798,0.000000,0.533484,0.691244,0.091439,0.891449,0.184897,7.50e-05
19,beta = 0,31.144781,17.098617,146.971124,-51.036283,0.533503,0.691229,0.091447,-0.000000,0.184884,8.86e-05
20,beta = 0,33.264441,18.355628,147.269016,-50.547164,0.533700,0.691106,0.091532,-0.000000,0.184970,2.56e-06
