n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,phi = 0,0.766784,1.891246,-27.622806,0.000000,1.177191,-1.460464,0.467178,0.738019,2.048943,5.95e-02
2,beta = 0,0.766784,1.908825,-27.974912,-42.854049,1.182573,-1.461483,0.467729,-0.000108,2.042405,6.60e-02
3,beta = 0,1.238166,2.391439,-35.268973,-54.743818,1.266595,-1.474623,0.476886,-0.000010,2.108241,1.85e-04
4,phi = 0,1.369485,2.648226,-37.923438,0.000000,1.290186,-1.470433,0.475241,1.033370,2.107935,4.91e-04
5,phi = 0,2.111491,3.595708,-44.271896,0.000000,1.346178,-1.468004,0.472874,1.226248,2.105557,2.87e-03
6,beta = 0,2.111491,3.643205,-44.502731,-70.673608,1.347852,-1.468372,0.473070,-0.000028,2.103073,5.35e-03
7,beta = 0,2.466065,4.054945,-46.235325,-73.803215,1.358811,-1.469413,0.473928,-0.000027,2.107977,4.49e-04
8,phi = 0,2.801599,4.425342,-47.518793,0.000000,1.366122,-1.468175,0.473486,1.329137,2.108416,9.51e-06
9,phi = 0,3.405244,5.322235,-49.847005,0.000000,1.378944,-1.468005,0.473114,1.404996,2.107693,7.32e-04
10,beta = 0,3.405244,5.395635,-50.005027,-80.799923,1.379716,-1.468174,0.473197,-0.000012,2.106815,1.61e-03
11,beta = 0,3.802736,5.834472,-50.854543,-82.415566,1.383475,-1.468513,0.473462,-0.000010,2.108266,1.60e-04
12,phi = 0,3.999014,6.255259,-51.558147,0.000000,1.386351,-1.468015,0.473285,1.461973,2.108406,1.93e-05
13,phi = 0,4.654259,7.005970,-52.593261,0.000000,1.390484,-1.467930,0.473143,1.496977,2.107945,4.81e-04
14,beta = 0,4.654259,7.098062,-52.705842,-85.990414,1.390904,-1.468018,0.473180,-0.000006,2.107517,9.09e-04
15,beta = 0,5.122641,7.653949,-53.324277,-87.201822,1.393022,-1.468246,0.473329,-0.000006,2.108321,1.05e-04
16,phi = 0,5.361665,8.102111,-53.761767,-0.000000,1.394411,-1.468018,0.473248,1.537005,2.108409,1.65e-05
17,phi = 0,6.063835,8.992738,-54.498628,0.000000,1.396675,-1.468062,0.473221,1.562536,2.108364,6.16e-05
18,beta = 0,6.063835,9.090322,-54.571221,-89.671676,1.396883,-1.468106,0.473242,-0.000002,2.108160,2.66e-04
19,beta = 0,6.534478,9.491225,-54.852271,-90.233501,1.397643,-1.468169,0.473293,-0.000000,2.108422,3.77e-06
20,phi = 0,6.773547,9.956455,-55.146987,0.000000,1.398404,-1.468032,0.473241,1.585193,2.108426,3.05e-07
21,phi = 0,7.508222,11.036530,-55.738215,0.000000,1.399872,-1.468098,0.473249,1.606013,2.108498,7.27e-05
