n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,phi = 0,0.773007,1.897633,-27.718983,0.000000,1.176976,-1.456887,0.464102,0.740699,2.031352,5.84e-02
2,beta = 0,0.773007,1.915223,-28.068220,-43.003145,1.182275,-1.457902,0.464652,-0.000106,2.024791,6.49e-02
3,beta = 0,1.246302,2.398294,-35.311079,-54.813981,1.265123,-1.470907,0.473733,-0.000009,2.089541,1.75e-04
4,phi = 0,1.378583,2.656810,-37.963483,0.000000,1.288560,-1.466719,0.472088,1.034557,2.089230,4.86e-04
5,phi = 0,2.125035,3.608491,-44.290124,0.000000,1.344038,-1.464296,0.469728,1.226817,2.086869,2.85e-03
6,beta = 0,2.125035,3.656254,-44.520384,-70.705234,1.345698,-1.464662,0.469924,-0.000028,2.084410,5.31e-03
7,beta = 0,2.482002,4.070695,-46.249853,-73.829667,1.356569,-1.465702,0.470779,-0.000027,2.089272,4.44e-04
8,phi = 0,2.819732,4.443081,-47.528921,0.000000,1.363808,-1.464471,0.470340,1.329463,2.089706,9.75e-06
9,phi = 0,3.427056,5.343058,-49.845017,0.000000,1.376481,-1.464299,0.469969,1.404931,2.088985,7.31e-04
10,beta = 0,3.427056,5.416761,-50.002328,-80.794809,1.377245,-1.464467,0.470051,-0.000012,2.088117,1.60e-03
11,beta = 0,3.827104,5.859176,-50.851186,-82.409150,1.380976,-1.464806,0.470316,-0.000010,2.089557,1.59e-04
12,phi = 0,4.024711,6.281975,-51.551797,0.000000,1.383822,-1.464311,0.470140,1.461759,2.089697,1.84e-05
13,phi = 0,4.683399,7.033542,-52.578873,0.000000,1.387895,-1.464225,0.469998,1.496488,2.089235,4.80e-04
14,beta = 0,4.683399,7.125832,-52.690725,-85.960908,1.388310,-1.464312,0.470035,-0.000006,2.088811,9.05e-04
15,beta = 0,5.153642,7.687562,-53.310094,-87.173937,1.390417,-1.464541,0.470184,-0.000006,2.089612,1.04e-04
16,phi = 0,5.393434,8.137731,-53.745553,0.000000,1.391791,-1.464315,0.470103,1.536445,2.089700,1.60e-05
17,phi = 0,6.100405,9.025597,-54.473657,0.000000,1.394013,-1.464355,0.470075,1.561667,2.089648,6.81e-05
18,beta = 0,6.100405,9.123830,-54.546137,-89.621618,1.394220,-1.464400,0.470096,-0.000002,2.089446,2.70e-04
19,beta = 0,6.574839,9.533717,-54.830872,-90.190656,1.394985,-1.464464,0.470147,-0.000000,2.089709,6.37e-06
20,phi = 0,6.815684,10.000944,-55.124131,0.000000,1.395737,-1.464329,0.470096,1.584391,2.089716,7.17e-08
21,phi = 0,7.555038,11.080419,-55.709730,0.000000,1.397181,-1.464394,0.470104,1.605006,2.089785,6.91e-05
22,beta = 0,7.555038,11.189297,-55.763260,-92.068535,1.397304,-1.464413,0.470115,-0.000001,2.089669,4.64e-05
23,beta = 0,7.814409,11.389362,-55.856708,-92.258011,1.397509,-1.464406,0.470119,-0.000002,2.089682,3.40e-05
24,phi = 0,8.087978,11.868112,-56.069580,0.000000,1.397971,-1.464332,0.470092,1.617750,2.089711,4.83e-06
25,phi = 0,8.892045,12.937213,-56.487449,0.000000,1.398844,-1.464376,0.470099,1.632622,2.089760,4.40e-05
26,beta = 0,8.892045,13.057608,-56.530782,-93.631024,1.398929,-1.464390,0.470107,-0.000000,2.089688,2.75e-05
27,beta = 0,9.164845,13.250531,-56.597106,-93.766798,1.399054,-1.464385,0.470108,-0.000001,2.089694,2.23e-05
28,phi = 0,9.455614,13.737630,-56.757573,0.000000,1.399355,-1.464338,0.470091,1.642279,2.089714,2.15e-06
29,phi = 0,10.024935,14.437377,-56.969261,0.000000,1.399744,-1.464335,0.470082,1.649870,2.089676,3.95e-05
30,beta = 0,10.024935,14.566820,-57.006239,-94.606718,1.399810,-1.464349,0.470087,-0.000001,2.089623,9.24e-05
31,beta = 0,10.603829,15.115240,-57.155856,-94.914975,1.400066,-1.464376,0.470104,-0.000000,2.089710,6.11e-06
32,phi = 0,10.904172,15.608648,-57.280902,0.000000,1.400272,-1.464342,0.470092,1.661083,2.089718,2.65e-06
33,phi = 0,11.515580,16.552889,-57.499775,0.000000,1.400623,-1.464355,0.470092,1.668986,2.089722,6.30e-06
34,beta = 0,11.515580,16.703831,-57.532788,-95.694299,1.400674,-1.464365,0.470097,-0.000000,2.089692,2.34e-05
35,beta = 0,11.826646,16.982363,-57.591337,-95.815711,1.400762,-1.464364,0.470099,-0.000000,2.089702,1.37e-05
36,phi = 0,12.126010,17.480690,-57.692010,0.000000,1.400910,-1.464343,0.470091,1.675946,2.089715,8.59e-07
37,phi = 0,12.729638,18.209157,-57.829083,0.000000,1.401108,-1.464344,0.470087,1.680920,2.089701,1.46e-05
38,beta = 0,12.729638,18.356905,-57.855631,-96.364872,1.401146,-1.464352,0.470091,-0.000000,2.089676,3.94e-05
39,beta = 0,13.033902,18.851168,-57.941346,-96.543382,1.401263,-1.464362,0.470098,-0.000000,2.089712,3.48e-06
40,phi = 0,13.374555,19.353453,-58.023855,0.000000,1.401372,-1.464343,0.470091,1.688002,2.089715,6.40e-07
41,phi = 0,14.061882,20.024896,-58.127251,0.000000,1.401508,-1.464344,0.470088,1.691770,2.089703,1.31e-05
42,beta = 0,14.061882,20.201632,-58.153459,-96.986034,1.401541,-1.464350,0.470091,-0.000000,2.089685,3.08e-05
43,beta = 0,14.408555,20.721227,-58.227845,-97.141558,1.401634,-1.464358,0.470096,-0.000000,2.089710,5.87e-06
44,phi = 0,14.730417,21.226754,-58.296787,0.000000,1.401717,-1.464344,0.470091,1.697958,2.089715,7.62e-07
45,phi = 0,15.411289,21.907751,-58.384226,0.000000,1.401821,-1.464345,0.470089,1.701155,2.089707,9.10e-06
46,beta = 0,15.411289,22.094144,-58.407327,-97.517460,1.401849,-1.464351,0.470091,-0.000000,2.089694,2.21e-05
47,beta = 0,15.770299,22.592223,-58.467059,-97.642761,1.401916,-1.464355,0.470094,-0.000000,2.089710,5.84e-06
48,phi = 0,16.102289,23.100458,-58.525430,0.000000,1.401981,-1.464345,0.470091,1.706326,2.089715,7.32e-07
49,phi = 0,16.771414,23.851818,-58.606974,0.000000,1.402071,-1.464347,0.470090,1.709317,2.089711,4.51e-06
50,beta = 0,16.771414,24.023854,-58.625001,-97.974560,1.402090,-1.464351,0.470092,-0.000000,2.089701,1.47e-05
51,beta = 0,17.108548,24.463943,-58.669789,-98.068780,1.402137,-1.464354,0.470094,-0.000000,2.089712,4.29e-06
52,phi = 0,17.450679,24.974475,-58.719823,0.000000,1.402189,-1.464346,0.470091,1.713461,2.089715,5.72e-07
53,phi = 0,18.140179,25.775288,-58.794217,0.000000,1.402264,-1.464348,0.470091,1.716197,2.089714,1.86e-06
54,beta = 0,18.140179,25.955120,-58.810369,-98.364881,1.402280,-1.464352,0.470092,-0.000000,2.089706,9.50e-06
55,beta = 0,18.487550,26.336237,-58.843671,-98.435109,1.402312,-1.464353,0.470093,-0.000000,2.089712,4.17e-06
56,phi = 0,18.840857,26.848739,-58.887046,0.000000,1.402354,-1.464347,0.470091,1.719614,2.089716,7.43e-08
57,phi = 0,19.554962,27.785078,-58.962140,0.000000,1.402424,-1.464350,0.470092,1.722381,2.089718,2.03e-06
58,beta = 0,19.554962,27.975130,-58.976868,-98.716304,1.402438,-1.464353,0.470093,-0.000000,2.089712,3.76e-06
59,beta = 0,19.915760,28.208990,-58.994523,-98.753615,1.402454,-1.464352,0.470093,-0.000000,2.089713,3.20e-06
60,phi = 0,20.312500,28.723201,-59.032471,0.000000,1.402488,-1.464348,0.470091,1.724976,2.089717,1.06e-06
61,phi = 0,21.105980,30.051454,-59.124551,0.000000,1.402568,-1.464351,0.470093,1.728376,2.089722,6.58e-06
62,phi = 0,21.510995,30.597826,-59.160089,0.000000,1.402598,-1.464347,0.470091,1.729690,2.089716,2.83e-07
63,phi = 0,22.301037,31.654057,-59.225335,0.000000,1.402652,-1.464350,0.470092,1.732103,2.089719,3.27e-06
64,beta = 0,22.301037,31.863233,-59.237850,-99.268748,1.402662,-1.464352,0.470093,-0.000000,2.089715,7.15e-07
