n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,phi = 0,0.769167,1.894234,-27.686321,0.000000,1.178093,-1.460685,0.466179,0.739789,2.044720,5.89e-02
2,beta = 0,0.769167,1.911832,-28.037515,-42.954107,1.183448,-1.461703,0.466730,-0.000107,2.038163,6.54e-02
3,beta = 0,1.241020,2.394263,-35.306040,-54.805564,1.267011,-1.474756,0.475838,-0.000009,2.103440,1.70e-04
4,phi = 0,1.372734,2.651994,-37.962324,-0.000000,1.290597,-1.470565,0.474191,1.034522,2.103120,4.90e-04
5,phi = 0,2.116236,3.601926,-44.306208,0.000000,1.346464,-1.468148,0.471833,1.227319,2.100769,2.84e-03
6,beta = 0,2.116236,3.649604,-44.537102,-70.735201,1.348136,-1.468514,0.472029,-0.000028,2.098296,5.31e-03
7,beta = 0,2.471957,4.061880,-46.265793,-73.858709,1.359052,-1.469550,0.472882,-0.000027,2.103164,4.46e-04
8,phi = 0,2.808361,4.433438,-47.548714,0.000000,1.366350,-1.468313,0.472441,1.330100,2.103601,9.12e-06
9,phi = 0,3.414677,5.335224,-49.879414,0.000000,1.379158,-1.468152,0.472074,1.406065,2.102900,7.11e-04
10,beta = 0,3.414677,5.409045,-50.037587,-80.861573,1.379928,-1.468320,0.472157,-0.000012,2.102029,1.58e-03
11,beta = 0,3.813476,5.845642,-50.879121,-82.462526,1.383643,-1.468653,0.472419,-0.000009,2.103455,1.55e-04
12,phi = 0,4.010170,6.267652,-51.581735,0.000000,1.386511,-1.468155,0.472241,1.462766,2.103590,2.06e-05
13,phi = 0,4.669585,7.027366,-52.624129,0.000000,1.390662,-1.468078,0.472103,1.498027,2.103147,4.64e-04
14,beta = 0,4.669585,7.120354,-52.737148,-86.051526,1.391082,-1.468166,0.472140,-0.000006,2.102726,8.85e-04
15,beta = 0,5.142698,7.669371,-53.344822,-87.242216,1.393157,-1.468386,0.472285,-0.000006,2.103507,1.03e-04
16,phi = 0,5.384681,8.118778,-53.781399,0.000000,1.394541,-1.468160,0.472205,1.537682,2.103594,1.68e-05
17,phi = 0,6.088916,9.032079,-54.532522,0.000000,1.396841,-1.468211,0.472182,1.563716,2.103570,4.07e-05
18,beta = 0,6.088916,9.129473,-54.604401,-89.737908,1.397045,-1.468254,0.472203,-0.000002,2.103368,2.43e-04
19,beta = 0,6.320200,9.510898,-54.870053,-90.269124,1.397761,-1.468309,0.472249,-0.000000,2.103605,5.32e-06
20,phi = 0,6.798539,9.977378,-55.164449,0.000000,1.398519,-1.468173,0.472198,1.585805,2.103612,1.36e-06
21,phi = 0,7.535877,11.079009,-55.763846,-0.000000,1.400003,-1.468241,0.472207,1.606919,2.103691,8.03e-05
22,beta = 0,7.535877,11.187716,-55.817382,-92.178211,1.400125,-1.468260,0.472219,-0.000001,2.103573,3.74e-05
23,beta = 0,7.796839,11.361937,-55.898882,-92.343571,1.400305,-1.468251,0.472220,-0.000002,2.103577,3.31e-05
24,phi = 0,8.065787,11.839954,-56.112465,0.000000,1.400770,-1.468177,0.472193,1.619273,2.103606,4.04e-06
25,phi = 0,8.862088,12.923436,-56.537770,0.000000,1.401663,-1.468222,0.472201,1.634419,2.103659,4.89e-05
26,beta = 0,8.862088,13.043446,-56.581105,-93.734006,1.401748,-1.468235,0.472209,-0.000000,2.103587,2.38e-05
27,beta = 0,9.135287,13.218510,-56.641481,-93.857683,1.401863,-1.468229,0.472210,-0.000001,2.103589,2.16e-05
28,phi = 0,9.422143,13.704886,-56.802543,0.000000,1.402166,-1.468182,0.472193,1.643890,2.103609,1.58e-06
29,phi = 0,9.986360,14.413468,-57.017912,-0.000000,1.402564,-1.468180,0.472183,1.651618,2.103573,3.78e-05
30,beta = 0,9.986360,14.542759,-57.055003,-94.707127,1.402630,-1.468194,0.472189,-0.000001,2.103520,9.05e-05
31,beta = 0,10.564723,15.078629,-57.201933,-95.010033,1.402883,-1.468221,0.472206,-0.000000,2.103605,4.98e-06
32,phi = 0,10.865725,15.571323,-57.327459,0.000000,1.403090,-1.468186,0.472193,1.662763,2.103613,2.80e-06
33,phi = 0,11.473783,16.532772,-57.551245,0.000000,1.403451,-1.468200,0.472194,1.670848,2.103620,9.14e-06
34,beta = 0,11.473783,16.681850,-57.583968,-95.800412,1.403502,-1.468210,0.472198,-0.000000,2.103589,2.11e-05
35,beta = 0,11.780839,16.941170,-57.638688,-95.913959,1.403584,-1.468209,0.472200,-0.000000,2.103597,1.34e-05
