n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,phi = 0,0.655319,1.755675,-24.639455,0.000000,1.127590,-1.451504,0.466929,0.655476,2.022063,9.91e-02
2,beta = 0,0.655319,1.769649,-24.971434,-38.085975,1.133466,-1.452143,0.467201,-0.000118,2.014451,1.07e-01
3,beta = 0,1.118540,2.382341,-35.130811,-54.513648,1.264223,-1.472518,0.480034,-0.000010,2.120941,2.10e-04
4,phi = 0,1.370939,2.635923,-37.773412,0.000000,1.287758,-1.468346,0.478392,1.028927,2.120651,5.00e-04
5,phi = 0,2.108071,3.590914,-44.212511,-0.000000,1.344643,-1.465976,0.476051,1.224396,2.118542,2.61e-03
6,beta = 0,2.108071,3.638197,-44.443108,-70.566763,1.346309,-1.466341,0.476249,-0.000027,2.116058,5.09e-03
7,beta = 0,2.464655,4.032214,-46.112922,-73.580322,1.356863,-1.467304,0.477065,-0.000026,2.120730,4.22e-04
8,phi = 0,2.799054,4.398514,-47.399329,0.000000,1.364212,-1.466035,0.476613,1.325293,2.121150,1.04e-06
9,phi = 0,3.370133,5.282423,-49.723457,0.000000,1.377092,-1.465860,0.476229,1.400924,2.120376,7.75e-04
10,beta = 0,3.370133,5.347426,-49.865452,-80.535789,1.377790,-1.466015,0.476304,-0.000010,2.119427,1.72e-03
11,beta = 0,3.755227,5.797604,-50.748727,-82.213557,1.381720,-1.466379,0.476586,-0.000011,2.120964,1.87e-04
12,phi = 0,4.146925,6.214055,-51.456497,0.000000,1.384629,-1.465881,0.476412,1.458557,2.121152,1.29e-07
13,phi = 0,4.805582,7.270158,-52.867861,0.000000,1.390152,-1.466053,0.476390,1.506334,2.121291,1.40e-04
14,beta = 0,4.805582,7.358139,-52.969145,-86.504912,1.390505,-1.466116,0.476427,-0.000003,2.120909,2.43e-04
15,beta = 0,5.030201,7.602824,-53.231894,-87.020248,1.391369,-1.466118,0.476457,-0.000005,2.121058,9.38e-05
16,phi = 0,5.489867,8.046578,-53.672181,0.000000,1.392774,-1.465885,0.476375,1.533916,2.121154,2.31e-06
17,phi = 0,5.965882,8.824166,-54.330198,0.000000,1.394821,-1.465882,0.476324,1.556680,2.120980,1.71e-04
18,beta = 0,5.965882,8.924701,-54.407518,-89.345297,1.395048,-1.465931,0.476345,-0.000003,2.120762,3.89e-04
19,beta = 0,6.464885,9.425892,-54.766430,-90.061773,1.396035,-1.466027,0.476412,-0.000002,2.121110,4.11e-05
20,phi = 0,6.725880,9.886654,-55.063333,0.000000,1.396806,-1.465901,0.476366,1.582259,2.121150,1.87e-06
21,phi = 0,7.475759,10.987383,-55.673066,0.000000,1.398326,-1.465971,0.476376,1.603711,2.121237,8.59e-05
22,beta = 0,7.475759,11.094597,-55.726750,-91.994583,1.398450,-1.465989,0.476388,-0.000001,2.121116,3.53e-05
23,beta = 0,7.735102,11.258408,-55.804663,-92.152484,1.398623,-1.465979,0.476389,-0.000002,2.121118,3.33e-05
24,phi = 0,8.000345,11.730696,-56.019491,-0.000000,1.399094,-1.465904,0.476361,1.615973,2.121148,3.78e-06
25,phi = 0,8.787399,12.808555,-56.450231,0.000000,1.400005,-1.465950,0.476370,1.631295,2.121203,5.13e-05
26,beta = 0,8.787399,12.926885,-56.493720,-93.555220,1.400091,-1.465963,0.476377,-0.000000,2.121128,2.36e-05
27,beta = 0,9.058188,13.096491,-56.553259,-93.677044,1.400205,-1.465957,0.476378,-0.000001,2.121129,2.20e-05
28,phi = 0,9.341660,13.577115,-56.715343,0.000000,1.400512,-1.465909,0.476361,1.640767,2.121150,1.49e-06
29,phi = 0,9.899664,14.280136,-56.932965,-0.000000,1.400918,-1.465907,0.476351,1.648567,2.121112,3.90e-05
30,beta = 0,9.899664,14.407674,-56.970228,-94.532611,1.400985,-1.465921,0.476357,-0.000001,2.121058,9.31e-05
31,beta = 0,10.472043,14.938125,-57.118356,-94.837649,1.401242,-1.465948,0.476374,-0.000000,2.121146,5.20e-06
32,phi = 0,10.769889,15.425052,-57.244721,0.000000,1.401452,-1.465913,0.476361,1.659779,2.121154,2.86e-06
33,phi = 0,11.372076,16.374418,-57.469861,0.000000,1.401818,-1.465927,0.476361,1.667905,2.121160,8.83e-06
34,beta = 0,11.372076,16.521744,-57.502812,-95.632182,1.401870,-1.465937,0.476366,-0.000000,2.121129,2.23e-05
35,beta = 0,11.676417,16.782184,-57.558812,-95.748261,1.401954,-1.465936,0.476368,-0.000000,2.121138,1.39e-05
36,phi = 0,11.971609,17.274025,-57.660564,-0.000000,1.402106,-1.465914,0.476360,1.674807,2.121151,7.45e-07
37,phi = 0,12.566691,18.001969,-57.800811,0.000000,1.402312,-1.465915,0.476357,1.679893,2.121137,1.45e-05
38,beta = 0,12.566691,18.147577,-57.827593,-96.306521,1.402350,-1.465924,0.476360,-0.000000,2.121111,4.00e-05
39,beta = 0,12.866581,18.627931,-57.912866,-96.484046,1.402468,-1.465934,0.476367,-0.000000,2.121147,3.99e-06
40,phi = 0,13.204388,19.123728,-57.996279,0.000000,1.402580,-1.465914,0.476360,1.686998,2.121151,8.87e-07
41,phi = 0,13.887006,19.802670,-58.103324,0.000000,1.402722,-1.465915,0.476357,1.690897,2.121139,1.27e-05
42,beta = 0,13.887006,19.979008,-58.130079,-96.937183,1.402756,-1.465922,0.476360,-0.000000,2.121121,3.05e-05
43,beta = 0,14.231817,20.474938,-58.202711,-97.088992,1.402848,-1.465929,0.476365,-0.000000,2.121145,6.92e-06
44,phi = 0,14.548692,20.973974,-58.272430,0.000000,1.402933,-1.465915,0.476360,1.697068,2.121151,9.00e-07
45,phi = 0,15.225794,21.672441,-58.364226,0.000000,1.403044,-1.465917,0.476358,1.700424,2.121143,8.27e-06
46,beta = 0,15.225794,21.860711,-58.388087,-97.477121,1.403072,-1.465923,0.476361,-0.000000,2.121130,2.11e-05
47,beta = 0,15.586022,22.322885,-58.444750,-97.595952,1.403138,-1.465926,0.476363,-0.000000,2.121144,7.01e-06
48,phi = 0,15.913716,22.824628,-58.503789,0.000000,1.403204,-1.465917,0.476360,1.705533,2.121151,6.01e-07
49,phi = 0,16.574021,23.610332,-58.591030,0.000000,1.403301,-1.465919,0.476359,1.708732,2.121149,2.92e-06
50,beta = 0,16.574021,23.780136,-58.609209,-97.941352,1.403321,-1.465923,0.476361,-0.000000,2.121138,1.31e-05
51,beta = 0,16.906631,24.171559,-58.649912,-98.026959,1.403364,-1.465925,0.476363,-0.000000,2.121147,4.93e-06
52,phi = 0,17.244356,24.675598,-58.700515,0.000000,1.403417,-1.465917,0.476360,1.712752,2.121151,4.10e-07
53,phi = 0,17.925337,25.511107,-58.779929,0.000000,1.403498,-1.465920,0.476360,1.715671,2.121151,4.70e-07
54,beta = 0,17.925337,25.688995,-58.796258,-98.335132,1.403514,-1.465924,0.476362,-0.000000,2.121143,8.20e-06
55,beta = 0,18.268593,26.020810,-58.825888,-98.397605,1.403544,-1.465924,0.476362,-0.000000,2.121147,4.43e-06
