n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,phi = 0,0.648457,1.277467,-12.505219,0.000000,0.559179,-0.407965,0.466099,0.328701,1.144927,3.00e-01
2,beta = 0,0.648457,1.280493,-12.582289,-18.950892,0.561540,-0.408345,0.466260,-0.000012,1.139591,3.05e-01
3,beta = 0,1.203089,1.625752,-19.443682,-29.454295,0.617045,-0.470387,0.506766,-0.000011,1.442008,2.61e-03
4,phi = 0,1.306625,1.688036,-20.438269,0.000000,0.610032,-0.466038,0.505074,0.540931,1.443056,1.56e-03
5,phi = 0,1.924653,2.049057,-24.792362,0.000000,0.635601,-0.440417,0.487394,0.659680,1.384333,6.03e-02
6,beta = 0,1.924653,2.059090,-24.886839,-37.946339,0.636696,-0.440946,0.487624,-0.000009,1.378951,6.57e-02
7,beta = 0,2.456683,2.396182,-27.625415,-42.289882,0.645655,-0.456614,0.497803,-0.000006,1.443444,1.17e-03
8,phi = 0,2.585968,2.491867,-28.274944,0.000000,0.644428,-0.454021,0.496812,0.756215,1.444064,5.53e-04
9,phi = 0,3.298796,2.940508,-30.700141,0.000000,0.655411,-0.448696,0.492532,0.824410,1.431377,1.32e-02
10,beta = 0,3.298796,2.955082,-30.766434,-47.342941,0.655718,-0.449110,0.492755,-0.000003,1.428987,1.56e-02
11,beta = 0,3.746598,3.208721,-31.821288,-49.058984,0.656895,-0.452826,0.495462,-0.000002,1.444149,4.67e-04
12,phi = 0,3.895259,3.322270,-32.241235,0.000000,0.656778,-0.451400,0.494910,0.868213,1.444379,2.38e-04
13,phi = 0,4.523155,3.736812,-33.546241,0.000000,0.661068,-0.449103,0.493047,0.905613,1.437741,6.88e-03
14,beta = 0,4.523155,3.754523,-33.595596,-51.969286,0.661248,-0.449329,0.493158,-0.000002,1.436283,8.33e-03
15,beta = 0,5.013596,4.038276,-34.326156,-53.176722,0.662218,-0.451420,0.494615,-0.000001,1.444316,3.01e-04
16,phi = 0,5.180068,4.162568,-34.614615,0.000000,0.662304,-0.450612,0.494305,0.936455,1.444483,1.34e-04
17,phi = 0,5.861836,4.626754,-35.550676,0.000000,0.664664,-0.449924,0.493597,0.963652,1.442148,2.47e-03
18,beta = 0,5.861836,4.647139,-35.587703,-55.275090,0.664746,-0.450074,0.493679,-0.000001,1.441358,3.26e-03
19,beta = 0,6.214316,4.876268,-35.980269,-55.931631,0.665099,-0.450805,0.494253,-0.000001,1.444406,2.11e-04
20,phi = 0,6.389211,5.007653,-36.189513,0.000000,0.665203,-0.450313,0.494068,0.982310,1.444541,7.57e-05
21,phi = 0,7.126153,5.464348,-36.835149,0.000000,0.666526,-0.449962,0.493675,1.001250,1.443150,1.47e-03
22,beta = 0,7.126153,5.486763,-36.864236,-57.416433,0.666579,-0.450061,0.493728,-0.000001,1.442639,1.98e-03
23,beta = 0,7.496858,5.719040,-37.150635,-57.899465,0.666829,-0.450502,0.494074,-0.000001,1.444459,1.58e-04
24,phi = 0,7.682880,5.855446,-37.308427,0.000000,0.666923,-0.450183,0.493953,1.015188,1.444552,6.48e-05
25,phi = 0,8.448337,6.346970,-37.819201,0.000000,0.667779,-0.450091,0.493778,1.030283,1.443993,6.24e-04
26,beta = 0,8.448337,6.372332,-37.843595,-59.072244,0.667811,-0.450162,0.493818,-0.000000,1.443671,9.45e-04
27,beta = 0,8.855858,6.564769,-38.021278,-59.373908,0.667943,-0.450349,0.493983,-0.000000,1.444528,8.87e-05
28,phi = 0,9.067541,6.704903,-38.144279,0.000000,0.668017,-0.450131,0.493902,1.039919,1.444598,1.85e-05
29,phi = 0,9.711725,7.182920,-38.527013,0.000000,0.668565,-0.450055,0.493776,1.051293,1.444149,4.68e-04
30,beta = 0,9.711725,7.212081,-38.548869,-60.271947,0.668592,-0.450111,0.493807,-0.000000,1.443932,6.85e-04
31,beta = 0,10.150144,7.412452,-38.693599,-60.518911,0.668697,-0.450257,0.493930,-0.000000,1.444570,4.67e-05
32,phi = 0,10.372312,7.555462,-38.792164,0.000000,0.668755,-0.450096,0.493870,1.059192,1.444612,4.57e-06
33,phi = 0,10.831741,7.901041,-39.014980,0.000000,0.669035,-0.449899,0.493713,1.065842,1.443911,7.06e-04
34,beta = 0,10.831741,7.934159,-39.035344,-61.103138,0.669063,-0.449935,0.493727,-0.000000,1.443703,9.14e-04
35,beta = 0,11.306265,8.261496,-39.227884,-61.432953,0.669231,-0.450179,0.493886,-0.000000,1.444543,7.34e-05
36,phi = 0,11.520512,8.406792,-39.308581,0.000000,0.669280,-0.450068,0.493844,1.074622,1.444588,2.89e-05
37,phi = 0,12.170173,8.815050,-39.520755,0.000000,0.669517,-0.449985,0.493757,1.080979,1.444218,3.99e-04
38,beta = 0,12.170173,8.845423,-39.535797,-61.961408,0.669533,-0.450015,0.493771,-0.000000,1.444081,5.36e-04
39,beta = 0,12.610812,9.111524,-39.662938,-62.179980,0.669625,-0.450142,0.493864,-0.000000,1.444562,5.43e-05
40,phi = 0,12.832510,9.258678,-39.730131,0.000000,0.669664,-0.450058,0.493833,1.087263,1.444597,1.97e-05
41,phi = 0,13.532569,9.728969,-39.931087,0.000000,0.669862,-0.450041,0.493791,1.093303,1.444439,1.78e-04
42,beta = 0,13.532569,9.764985,-39.945761,-62.666965,0.669875,-0.450068,0.493806,-0.000000,1.444354,2.63e-04
43,beta = 0,13.781104,9.962283,-40.023995,-62.801861,0.669922,-0.450127,0.493856,-0.000000,1.444608,8.88e-06
44,phi = 0,14.034204,10.110978,-40.080715,0.000000,0.669953,-0.450048,0.493824,1.097807,1.444599,1.79e-05
45,phi = 0,14.773176,10.561165,-40.242895,0.000000,0.670099,-0.450029,0.493788,1.102695,1.444452,1.65e-04
46,beta = 0,14.773176,10.594679,-40.254467,-63.199751,0.670109,-0.450049,0.493799,-0.000000,1.444378,2.38e-04
47,beta = 0,15.252963,10.813607,-40.328056,-63.326947,0.670152,-0.450104,0.493842,-0.000000,1.444599,1.73e-05
48,phi = 0,15.501711,10.963597,-40.376803,0.000000,0.670177,-0.450048,0.493822,1.106735,1.444617,1.53e-07
49,phi = 0,15.991547,11.365988,-40.500886,0.000000,0.670280,-0.450010,0.493781,1.110483,1.444438,1.78e-04
50,beta = 0,15.991547,11.401235,-40.511374,-63.644133,0.670289,-0.450027,0.493789,-0.000000,1.444374,2.42e-04
51,beta = 0,16.478410,11.665370,-40.587778,-63.776469,0.670334,-0.450085,0.493831,-0.000000,1.444590,2.63e-05
52,phi = 0,16.746591,11.816469,-40.629961,0.000000,0.670355,-0.450045,0.493816,1.114385,1.444613,3.39e-06
53,phi = 0,17.263176,12.215086,-40.736155,0.000000,0.670435,-0.450014,0.493785,1.117599,1.444473,1.44e-04
54,beta = 0,17.263176,12.251903,-40.745637,-64.050143,0.670443,-0.450027,0.493791,-0.000000,1.444421,1.95e-04
55,beta = 0,17.764339,12.517482,-40.812252,-64.165736,0.670480,-0.450075,0.493826,-0.000000,1.444596,2.05e-05
56,phi = 0,18.036921,12.669538,-40.849154,0.000000,0.670497,-0.450042,0.493814,1.121021,1.444615,1.43e-06
57,phi = 0,18.563006,13.088919,-40.946361,0.000000,0.670565,-0.450023,0.493791,1.123968,1.444515,1.02e-04
58,beta = 0,18.563006,13.126902,-40.954884,-64.413446,0.670571,-0.450035,0.493797,-0.000000,1.444475,1.42e-04
59,beta = 0,19.080041,13.369879,-41.008162,-64.506046,0.670599,-0.450069,0.493822,-0.000000,1.444606,1.04e-05
60,phi = 0,19.350091,13.522768,-41.040737,0.000000,0.670613,-0.450039,0.493812,1.126831,1.444617,1.72e-08
