n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,ptheta = 0,0.691815,1.487292,80.420362,84.143671,-0.033146,-0.000000,0.024896,-1.180277,-0.016421,6.33e-04
2,beta = 0,2.200890,1.349039,75.420705,137.947325,-0.170552,-0.194307,0.080821,0.000167,-0.016480,6.92e-04
3,pphi = 0,3.463060,1.019111,67.846829,176.552812,-0.405404,-0.063579,0.000000,1.009868,-0.015929,1.41e-04
4,collision,3.541656,1.000000,67.691374,176.502227,-0.419255,-0.048888,-0.007570,1.015495,-0.015788,5.33e-13
5,ptheta = 0,3.711185,1.065383,67.481043,174.519518,0.372869,0.000000,-0.032945,0.989673,-0.015852,6.44e-05
6,beta = 0,4.859131,1.340170,70.535482,125.283506,0.147837,0.094366,-0.099948,0.000041,-0.016592,8.04e-04
7,ptheta = 0,5.653125,1.411038,71.883934,82.311583,0.035898,0.000000,-0.077064,-0.809392,-0.016150,3.62e-04
8,pr = 0,6.273476,1.418208,71.389520,65.649281,0.000000,-0.074249,-0.052508,-1.078277,-0.016412,6.24e-04
9,pphi = 0,6.945481,1.400154,67.890478,52.838625,-0.040905,-0.220413,0.000000,-1.151182,-0.016302,5.14e-04
10,beta = 0,8.450805,1.271006,52.724419,86.055240,-0.177282,-0.443935,0.069494,0.000505,-0.016782,9.94e-04
11,pphi = 0,9.157889,1.049046,37.359338,109.161152,-0.371436,-0.390238,0.000000,0.888532,-0.016723,9.35e-04
12,collision,9.420437,1.000000,34.777822,108.464941,-0.413717,-0.355804,-0.026360,0.951885,-0.015788,1.16e-12
13,beta = 0,10.713236,1.255328,22.797408,34.666525,0.038195,-0.200010,-0.160184,0.000015,-0.017016,1.23e-03
14,pr = 0,10.713236,1.256656,21.998689,24.773482,0.000000,-0.207721,-0.158444,-0.150888,-0.017896,2.11e-03
15,phi = 0,10.929123,1.244608,19.730999,0.000000,-0.094741,-0.241514,-0.144289,-0.521816,-0.015924,1.36e-04
16,pphi = 0,11.915565,1.048770,5.999502,-42.800029,-0.330841,-0.483087,0.000000,-0.904212,-0.017118,1.33e-03
17,collision,12.176722,1.000000,2.191746,-41.819766,-0.379064,-0.533383,0.032398,-0.787279,-0.015788,1.06e-12
18,theta = 0,12.335723,1.025865,0.000000,-40.036627,0.349626,-0.556282,0.047564,-0.698771,-0.016938,1.15e-03
19,beta = 0,12.784116,1.145967,-13.152783,-19.824639,0.183561,-0.610452,0.089855,-0.000134,-0.018051,2.26e-03
20,phi = 0,13.306751,1.199404,-23.509025,0.000000,0.075059,-0.554036,0.065390,0.624474,-0.016195,4.07e-04
21,pphi = 0,13.689715,1.218355,-33.196958,9.671202,0.009804,-0.428596,0.000000,1.064368,-0.016790,1.00e-03
22,pr = 0,13.881212,1.218890,-34.929188,9.191704,0.000000,-0.399388,-0.015416,1.106002,-0.016780,9.92e-04
23,phi = 0,14.337702,1.212134,-40.034945,0.000000,-0.038120,-0.295438,-0.069083,1.096429,-0.016707,9.19e-04
24,beta = 0,15.229678,1.047677,-46.755212,-74.751018,-0.372391,-0.043163,-0.165987,-0.000002,-0.016966,1.18e-03
25,collision,15.468515,1.000000,-46.992048,-86.032296,-0.453571,-0.029653,-0.163873,-0.189322,-0.015788,4.13e-13
26,pphi = 0,16.927831,1.292408,-53.482787,-156.667910,0.098977,-0.249362,0.000000,-1.206973,-0.015942,1.54e-04
27,pr = 0,18.193024,1.353036,-64.782680,-128.373732,0.000000,-0.358328,0.075379,-0.294547,-0.016544,7.56e-04
28,beta = 0,18.446745,1.349354,-67.451374,-117.769108,-0.030530,-0.350599,0.078256,-0.000428,-0.016597,8.09e-04
29,pphi = 0,19.708831,1.195153,-79.017115,-77.463941,-0.175670,-0.087135,0.000000,1.227663,-0.016501,7.13e-04
30,ptheta = 0,20.099887,1.142177,-79.577780,-79.562277,-0.201292,0.000000,-0.029166,1.218561,-0.015926,1.38e-04
31,collision,20.731799,1.000000,-76.491864,-100.295060,-0.316520,0.214346,-0.097766,0.707460,-0.015788,2.47e-13
32,beta = 0,21.246129,1.096927,-70.878517,-126.171752,0.178209,0.309923,-0.119576,-0.000537,-0.017898,2.11e-03
33,pr = 0,22.220503,1.159895,-59.718812,-173.168672,0.000000,0.205014,-0.044587,-1.271938,-0.016191,4.03e-04
34,pphi = 0,22.435822,1.156464,-57.587046,-176.889798,-0.018544,0.118246,0.000000,-1.415166,-0.017392,1.60e-03
35,ptheta = 0,22.867921,1.143965,-56.539111,-169.645443,-0.045061,0.000000,0.061316,-1.326405,-0.017435,1.65e-03
36,beta = 0,23.868510,1.001744,-61.068664,-103.200507,-0.343470,-0.130135,0.163146,-0.000000,-0.015798,9.99e-06
37,collision,23.877792,1.000000,-61.106357,-102.726215,-0.346673,-0.129313,0.163146,0.009709,-0.015788,1.55e-12
38,ptheta = 0,24.490257,1.106271,-62.823428,-62.007485,0.134557,0.000000,0.130392,0.786404,-0.016816,1.03e-03
39,pr = 0,25.405430,1.153039,-56.241004,-24.484974,0.000000,0.314467,0.005086,1.196498,-0.017852,2.06e-03
40,pphi = 0,25.405430,1.153081,-55.757665,-24.341595,-0.002696,0.326247,-0.000000,1.181860,-0.017534,1.75e-03
41,beta = 0,26.302308,1.087797,-35.892102,-55.796465,-0.182059,0.581759,-0.096605,-0.000218,-0.016858,1.07e-03
42,collision,26.887284,1.000000,-25.094512,-73.560726,-0.322126,0.570172,-0.067605,-0.615880,-0.015788,5.84e-12
43,pphi = 0,27.274109,1.088805,-15.848401,-79.912108,0.224009,0.482478,0.000000,-0.977122,-0.017095,1.31e-03
44,pr = 0,28.191237,1.209812,-1.254731,-32.263598,0.000000,0.256667,0.157066,-0.530256,-0.016514,7.26e-04
45,theta = 0,28.391405,1.205184,0.000000,-20.043582,-0.051339,0.242383,0.166649,-0.349827,-0.018488,2.70e-03
46,phi = 0,28.591572,1.185810,1.917230,0.000000,-0.140913,0.230363,0.174319,-0.050198,-0.018841,3.05e-03
47,beta = 0,28.591572,1.181426,2.226658,3.340547,-0.156387,0.229462,0.174819,0.000002,-0.018131,2.34e-03
48,collision,29.293068,1.000000,9.347475,56.249653,-0.478348,0.310243,0.115038,0.736479,-0.015788,7.82e-12
49,pphi = 0,30.157724,1.238416,21.583244,76.502095,0.260137,0.464840,0.000000,0.763240,-0.015930,1.42e-04
50,beta = 0,31.108300,1.415577,36.851612,57.415780,0.121819,0.504307,-0.050849,0.000360,-0.016610,8.22e-04
51,pphi = 0,32.270705,1.494743,52.484851,33.155908,0.013366,0.355747,0.000000,-0.914611,-0.015843,5.49e-05
52,pr = 0,32.581706,1.496277,54.789600,34.536093,0.000000,0.317034,0.015632,-0.969913,-0.016084,2.96e-04
53,beta = 0,34.548210,1.342172,64.226838,110.227283,-0.203199,0.058966,0.098748,0.000004,-0.015929,1.41e-04
54,collision,35.785958,1.000000,66.996248,158.500460,-0.489943,0.112124,0.039611,0.730227,-0.015788,8.47e-12
55,pphi = 0,36.211764,1.162261,69.719632,162.339934,0.371259,0.174967,0.000000,0.682185,-0.015857,6.94e-05
56,beta = 0,37.567832,1.487258,77.748189,144.281676,0.201503,0.216737,-0.037675,0.000161,-0.015960,1.72e-04
57,pphi = 0,39.541891,1.768957,84.963748,116.638615,0.082814,0.078064,0.000000,-0.843505,-0.015845,5.73e-05
58,ptheta = 0,41.252114,1.844600,85.749282,125.384531,0.045203,0.000000,0.024558,-0.731460,-0.015887,9.93e-05
