n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,ptheta = 0,0.692439,1.495320,80.224459,82.263654,-0.018189,0.000000,0.018286,-1.203367,-0.016827,3.61e-04
2,beta = 0,2.198962,1.373283,74.664947,135.935198,-0.154216,-0.205759,0.077959,0.000226,-0.017280,8.14e-04
3,pphi = 0,3.447799,1.060880,66.574458,174.276415,-0.369648,-0.083532,0.000000,1.022974,-0.016851,3.86e-04
4,collision,3.719894,1.000000,66.040583,173.354738,-0.412123,-0.036448,-0.024764,1.028760,-0.016466,2.22e-13
5,ptheta = 0,3.871724,1.047986,65.940184,170.794828,0.376317,0.000000,-0.044290,0.988175,-0.016921,4.55e-04
6,beta = 0,5.003000,1.297209,68.634499,120.596248,0.144007,0.085756,-0.109921,0.000026,-0.017315,8.49e-04
7,pr = 0,5.774990,1.357915,69.539939,67.799684,0.000000,-0.049108,-0.074086,-0.960117,-0.016521,5.58e-05
8,ptheta = 0,5.774990,1.353834,69.735231,80.619019,0.030509,0.000000,-0.089960,-0.744787,-0.016658,1.93e-04
9,pphi = 0,6.971425,1.321382,64.772733,46.177934,-0.065615,-0.251568,0.000000,-1.139642,-0.017249,7.84e-04
10,beta = 0,8.074247,1.171715,48.095349,77.250940,-0.224482,-0.487530,0.076022,0.000531,-0.017772,1.31e-03
11,collision,8.773338,1.000000,34.908518,97.150862,-0.407938,-0.464498,0.028849,0.750626,-0.016466,2.13e-12
12,pphi = 0,8.988284,1.055425,31.392277,98.145085,0.356588,-0.428895,0.000000,0.868919,-0.017229,7.64e-04
13,beta = 0,10.381096,1.306851,14.774643,22.288115,-0.002890,-0.246563,-0.148089,0.000022,-0.018207,1.74e-03
14,pr = 0,10.381096,1.306842,14.852441,23.094985,0.000000,-0.246328,-0.148067,0.012033,-0.018231,1.77e-03
15,phi = 0,10.593509,1.295963,12.511063,0.000000,-0.083214,-0.262774,-0.141962,-0.328856,-0.017580,1.11e-03
16,theta = 0,11.497175,1.102423,0.000000,-51.077620,-0.326288,-0.448707,-0.026254,-0.891473,-0.016796,3.31e-04
17,pphi = 0,11.632491,1.057324,-3.007550,-52.051306,-0.365951,-0.487634,0.000000,-0.829711,-0.016870,4.04e-04
18,collision,11.903125,1.000000,-7.027845,-50.861206,-0.423828,-0.532278,0.031073,-0.703475,-0.016466,7.58e-13
19,beta = 0,12.559724,1.162500,-21.132221,-32.072676,0.230738,-0.584424,0.079729,-0.000043,-0.016798,3.32e-04
20,pphi = 0,13.547517,1.289051,-40.100657,-4.677538,0.062027,-0.402569,0.000000,1.016769,-0.017263,7.97e-04
21,pr = 0,14.334519,1.312198,-47.817358,-20.227072,0.000000,-0.246060,-0.073660,0.985734,-0.017774,1.31e-03
22,beta = 0,15.303087,1.218659,-53.012515,-86.590344,-0.218516,-0.065627,-0.134018,-0.000012,-0.017870,1.40e-03
23,collision,16.021342,1.000000,-54.798621,-131.565588,-0.481467,-0.083768,-0.090198,-0.723256,-0.016466,2.37e-12
24,pphi = 0,16.958793,1.280348,-59.863890,-149.348428,0.279497,-0.211310,0.000000,-0.850786,-0.016711,2.45e-04
25,beta = 0,18.355703,1.557328,-69.579067,-122.925610,0.135933,-0.258246,0.048341,-0.000329,-0.016887,4.22e-04
26,pphi = 0,20.691429,1.714158,-77.999567,-86.159956,0.026500,-0.083533,0.000000,1.026391,-0.016677,2.11e-04
27,pr = 0,21.612764,1.725676,-78.734034,-92.243896,0.000000,-0.006151,-0.024865,0.955875,-0.016654,1.88e-04
28,ptheta = 0,21.612764,1.725295,-78.723765,-93.431667,-0.002572,-0.000000,-0.026793,0.934644,-0.016764,2.98e-04
29,beta = 0,23.290486,1.648408,-76.352489,-140.454638,-0.094822,0.114134,-0.057345,-0.000064,-0.016862,3.96e-04
30,phi = 0,24.648595,1.436719,-72.830305,0.000000,-0.206240,0.067817,-0.025216,2.288415,0.067068,8.35e-02
31,beta = 0,24.648595,1.458293,-73.028167,-131.629431,-0.197189,0.077552,-0.030128,-0.000010,-0.034826,1.84e-02
32,ptheta = 0,25.162834,1.300966,-72.201588,177.780589,-0.263961,0.000000,0.008173,5.363029,-0.016704,2.38e-04
33,pphi = 0,25.162834,1.332643,-72.225381,177.415939,-0.249899,0.016742,0.000000,5.357729,-0.016610,1.44e-04
34,phi = 0,25.394139,1.248674,-72.304457,0.000000,-0.289233,-0.027528,0.021756,2.264776,0.106316,1.23e-01
35,beta = 0,25.394139,1.224386,-72.390016,-129.981901,-0.301518,-0.040284,0.028089,-0.000002,-0.052570,3.61e-02
36,collision,26.178070,1.000000,-74.891341,-161.212999,-0.470660,-0.129130,0.078211,-0.430908,-0.016466,4.91e-13
37,beta = 0,26.580825,1.143716,-77.326482,-143.113330,0.332671,-0.130537,0.090065,-0.000045,-0.016768,3.02e-04
38,ptheta = 0,27.694164,1.359808,-79.878178,-101.962736,0.162565,0.000000,0.056783,0.842415,-0.016787,3.21e-04
39,pphi = 0,28.728593,1.496965,-77.071845,-84.115219,0.090172,0.177385,0.000000,1.017474,-0.016915,4.50e-04
40,beta = 0,30.528237,1.575466,-65.742086,-113.745722,-0.006623,0.347281,-0.046912,-0.000540,-0.016990,5.24e-04
41,pr = 0,30.528237,1.576263,-66.522958,-111.118582,0.000000,0.343728,-0.047014,0.077221,-0.016722,2.56e-04
42,pphi = 0,31.920369,1.490391,-53.299675,-140.731603,-0.102407,0.304592,0.000000,-0.935121,-0.016893,4.27e-04
43,beta = 0,33.914453,1.047140,-39.438999,-61.796879,-0.509100,0.178258,0.127947,-0.000030,-0.016497,3.10e-05
44,collision,34.117603,1.000000,-38.564776,-55.242402,-0.572297,0.191318,0.127248,0.088255,-0.016466,1.80e-12
45,phi = 0,35.158240,1.346517,-27.080768,0.000000,0.210785,0.381776,0.054890,0.722939,-0.016616,1.50e-04
46,pphi = 0,35.971192,1.469395,-17.773766,10.773068,0.129617,0.486052,0.000000,0.657164,-0.017115,6.49e-04
47,phi = 0,36.934066,1.549924,-6.166236,0.000000,0.052510,0.551147,-0.035142,0.161588,-0.017198,7.33e-04
48,theta = 0,37.255024,1.565828,0.000000,-9.884996,0.011719,0.553597,-0.035565,-0.172526,-0.016645,1.79e-04
49,beta = 0,37.255024,1.560131,-3.160403,-4.742460,0.032517,0.555459,-0.037138,-0.000011,-0.016875,4.10e-04
50,pr = 0,37.575982,1.565950,1.850945,-12.583362,0.000000,0.548500,-0.032344,-0.268083,-0.017098,6.32e-04
51,pphi = 0,38.217898,1.542578,11.651492,-21.036590,-0.058403,0.494565,0.000000,-0.673255,-0.016800,3.35e-04
52,phi = 0,39.500938,1.432226,23.732046,0.000000,-0.155428,0.370176,0.068514,-0.630579,-0.016943,4.77e-04
53,beta = 0,40.307853,1.189862,33.564957,51.922249,-0.386194,0.261088,0.108036,0.000063,-0.016711,2.45e-04
54,collision,40.781194,1.000000,38.251415,75.666440,-0.599461,0.242594,0.094906,0.277529,-0.016466,1.58e-12
55,pphi = 0,42.546602,1.572809,54.094237,115.661288,0.197508,0.302219,0.000000,0.470174,-0.016469,2.99e-06
56,beta = 0,44.069048,1.780603,62.496469,106.357501,0.112956,0.291531,-0.016872,0.000346,-0.016598,1.33e-04
57,pphi = 0,46.232368,1.921810,70.568468,94.801300,0.040748,0.208978,0.000000,-0.533413,-0.016593,1.27e-04
58,pr = 0,47.378541,1.950393,74.266907,102.679537,0.000000,0.138137,0.019609,-0.561813,-0.016572,1.07e-04
59,beta = 0,49.956617,1.861400,77.490129,143.562478,-0.082411,0.057991,0.037430,0.000029,-0.016715,2.49e-04
60,phi = 0,51.748320,1.596068,79.822480,0.000000,-0.190072,0.082770,0.016834,-2.619250,0.057977,7.44e-02
61,beta = 0,51.748320,1.627816,79.511883,149.195473,-0.178619,0.075772,0.020361,0.000011,-0.021406,4.94e-03
62,pphi = 0,52.405533,1.444987,81.547470,-177.095966,-0.247311,0.117465,0.000000,-5.796082,-0.016487,2.16e-05
63,phi = 0,52.899653,1.296686,83.711483,0.000000,-0.314438,0.147660,-0.014446,-2.814909,0.130655,1.47e-01
64,beta = 0,52.899653,1.263492,84.244825,162.848964,-0.331335,0.153281,-0.017199,0.000011,-0.020137,3.67e-03
65,beta = 0,53.421880,1.063077,87.784893,173.361987,-0.463376,0.165823,-0.025126,0.000012,-0.016355,1.11e-04
66,collision,53.696890,1.000000,88.925633,171.507953,-0.516850,0.161637,-0.024306,-0.091974,-0.016466,2.18e-12
67,beta = 0,53.944806,1.061919,90.000551,169.833863,0.464266,0.153328,-0.021711,6.105724,-0.016441,2.45e-05
