n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,beta = 0,2.338389,1.475851,73.076185,131.768576,-0.123249,-0.229289,0.067933,0.000265,-0.015326,6.51e-04
2,pphi = 0,3.648088,1.193606,64.063860,169.145672,-0.288810,-0.130245,0.000000,1.034791,-0.015135,4.60e-04
3,ptheta = 0,4.376954,1.007868,62.356316,158.726593,-0.411753,0.000000,-0.073640,0.919784,-0.014675,2.32e-07
4,collision,4.394095,1.000000,62.358558,157.912208,-0.419045,0.005189,-0.076808,0.905483,-0.014675,1.79e-12
5,beta = 0,5.243404,1.209804,64.091242,109.919483,0.171452,0.057011,-0.131256,0.000014,-0.016093,1.42e-03
6,ptheta = 0,5.656127,1.257171,64.576634,80.675713,0.070401,0.000000,-0.120000,-0.529700,-0.015727,1.05e-03
7,pr = 0,6.158416,1.270665,64.018289,56.052559,0.000000,-0.084490,-0.092782,-0.937251,-0.015118,4.43e-04
8,pphi = 0,6.917406,1.227416,57.182131,30.186381,-0.081399,-0.318707,0.000000,-1.130673,-0.015645,9.70e-04
9,beta = 0,7.859949,1.080697,38.090109,59.493921,-0.264225,-0.561896,0.087516,0.000054,-0.014879,2.04e-04
10,collision,8.302354,1.000000,30.427719,71.625363,-0.374058,-0.566888,0.072870,0.433392,-0.014675,9.58e-14
11,pphi = 0,8.777695,1.130118,18.655121,81.125280,0.237187,-0.480276,0.000000,0.923082,-0.015458,7.83e-04
12,pr = 0,9.957276,1.276937,2.976464,26.776790,0.000000,-0.273350,-0.147253,0.389402,-0.016628,1.95e-03
13,beta = 0,10.166019,1.263914,0.153938,0.230909,-0.100524,-0.258678,-0.157713,0.000000,-0.014728,5.35e-05
14,theta = 0,10.374762,1.261765,0.000000,-1.212544,-0.106443,-0.259143,-0.157386,-0.021163,-0.015292,6.17e-04
15,phi = 0,10.374762,1.263652,0.129677,0.000000,-0.101444,-0.258682,-0.157710,-0.003395,-0.014732,5.71e-05
16,collision,11.277166,1.000000,-12.619146,-66.041838,-0.473784,-0.408889,-0.050144,-0.820927,-0.014675,6.85e-13
17,pphi = 0,11.642699,1.107985,-18.513631,-69.366020,0.373762,-0.475210,0.000000,-0.721650,-0.015055,3.80e-04
18,beta = 0,12.339660,1.325266,-33.958131,-52.572545,0.195949,-0.518883,0.053984,-0.000085,-0.014920,2.45e-04
19,pphi = 0,13.565730,1.475924,-50.107213,-29.248935,0.071245,-0.365840,0.000000,0.903101,-0.014717,4.17e-05
20,pr = 0,14.910589,1.520584,-58.569785,-53.512999,0.000000,-0.199199,-0.065613,0.773975,-0.015575,9.00e-04
21,beta = 0,15.936803,1.462516,-62.452349,-106.241600,-0.118434,-0.092089,-0.093841,-0.000032,-0.015238,5.63e-04
22,pphi = 0,17.722509,1.046269,-69.696700,-167.257809,-0.415483,-0.214303,0.000000,-0.769006,-0.014713,3.77e-05
