n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,beta = 0,1.257460,1.027567,68.992763,121.502481,-0.250580,-0.346419,0.101787,0.000604,-0.040787,1.72e-03
2,collision,1.558512,1.000000,66.960432,127.663531,-0.295604,-0.358083,0.100717,0.193503,-0.039069,2.71e-12
3,pphi = 0,2.432332,1.139928,53.872724,155.855671,0.079984,-0.220336,0.000000,1.179360,-0.039475,4.06e-04
4,pr = 0,3.055417,1.163133,50.287882,142.521669,-0.000000,-0.087732,-0.080661,1.067899,-0.040765,1.70e-03
5,beta = 0,3.835141,1.054898,49.194480,79.271450,-0.315699,-0.018846,-0.158193,0.000000,-0.039317,2.48e-04
6,collision,4.200958,1.000000,48.931216,65.671496,-0.416638,-0.048886,-0.154170,-0.228753,-0.039069,4.56e-12
7,pphi = 0,5.602040,1.212669,35.875448,4.790620,0.027415,-0.422210,0.000000,-0.889516,-0.040446,1.38e-03
8,pr = 0,5.813779,1.215201,32.852335,5.818944,0.000000,-0.466005,0.021164,-0.784130,-0.040328,1.26e-03
9,beta = 0,6.413179,1.164971,17.832682,26.978278,-0.161393,-0.582283,0.070664,0.000140,-0.040376,1.31e-03
10,collision,7.166277,1.000000,1.202709,44.948189,-0.392446,-0.503701,0.006907,0.753006,-0.039069,7.81e-12
11,pphi = 0,7.205042,1.011706,0.345725,44.996158,0.378499,-0.493405,0.000000,0.776280,-0.039123,5.38e-05
12,theta = 0,7.305435,1.016461,0.000000,44.970358,0.372946,-0.489114,-0.002861,0.784881,-0.039193,1.24e-04
13,phi = 0,8.192171,1.213252,-14.945925,0.000000,0.059915,-0.260752,-0.143077,0.393540,-0.040781,1.71e-03
14,pr = 0,8.379169,1.217667,-16.453368,-13.124083,0.000000,-0.242890,-0.151165,0.204712,-0.041100,2.03e-03
15,beta = 0,8.575950,1.212616,-17.918808,-27.104263,-0.064515,-0.232036,-0.154087,-0.000027,-0.041082,2.01e-03
16,collision,9.472104,1.000000,-27.972038,-88.772144,-0.444968,-0.327116,-0.063704,-0.801610,-0.039069,7.43e-12
17,pphi = 0,9.853067,1.136973,-34.826563,-94.934935,0.305378,-0.403918,0.000000,-0.714328,-0.039193,1.24e-04
18,beta = 0,10.806751,1.311784,-48.631471,-78.245192,0.120783,-0.426779,0.049119,-0.000475,-0.039947,8.78e-04
19,pr = 0,11.588949,1.360143,-58.982366,-59.009084,0.000000,-0.315112,0.020452,0.693224,-0.039361,2.92e-04
20,pphi = 0,12.171068,1.354274,-61.972313,-56.949069,-0.035414,-0.255300,0.000000,0.841764,-0.039237,1.68e-04
21,ptheta = 0,13.289872,1.212999,-67.327116,-87.933415,-0.215399,0.000000,-0.083569,0.515129,-0.039595,5.26e-04
22,beta = 0,13.766111,1.068518,-66.273506,-114.958096,-0.382945,0.087444,-0.100402,-0.000025,-0.039447,3.78e-04
23,collision,14.023503,1.000000,-65.441320,-124.349586,-0.467345,0.103314,-0.097719,-0.197804,-0.039069,5.68e-12
24,ptheta = 0,15.279928,1.307188,-62.198380,-160.626376,0.170832,0.000000,-0.013376,-0.959040,-0.039603,5.33e-04
25,pphi = 0,15.544736,1.335528,-62.237942,-161.524100,0.149796,-0.022646,0.000000,-0.973182,-0.039220,1.51e-04
26,pr = 0,16.730267,1.436042,-65.432278,-131.911467,0.000000,-0.118923,0.066881,-0.330149,-0.039813,7.44e-04
27,beta = 0,17.035918,1.426385,-66.725583,-116.022520,-0.054133,-0.110383,0.071776,-0.000028,-0.039373,3.04e-04
28,ptheta = 0,18.157562,1.310752,-68.545729,-81.889302,-0.194075,0.000000,0.045885,0.671775,-0.039215,1.46e-04
29,pphi = 0,18.691891,1.153427,-66.842843,-72.922910,-0.310375,0.146109,0.000000,0.757040,-0.039331,2.62e-04
30,collision,19.186599,1.000000,-62.497984,-77.582011,-0.446807,0.281772,-0.041253,0.501939,-0.039069,5.67e-12
31,beta = 0,19.778796,1.154822,-55.341421,-91.221709,0.283091,0.378650,-0.061337,-0.000096,-0.039265,1.96e-04
32,pphi = 0,20.900970,1.330080,-40.950703,-114.056716,0.083869,0.340406,0.000000,-0.866565,-0.039244,1.75e-04
33,pr = 0,21.408474,1.359019,-34.516787,-101.798893,0.000000,0.261213,0.061273,-0.843103,-0.039722,6.52e-04
34,beta = 0,22.588652,1.244357,-26.672820,-40.773261,-0.253145,0.212077,0.121167,-0.000013,-0.039420,3.50e-04
35,collision,23.208076,1.000000,-19.563426,-1.732593,-0.566860,0.314583,0.080869,0.487054,-0.039069,5.75e-12
36,phi = 0,23.288163,1.021602,-18.852331,0.000000,0.539530,0.326097,0.075132,0.498129,-0.038953,1.16e-04
37,pphi = 0,24.113527,1.310312,-5.916260,14.078340,0.260082,0.463907,0.000000,0.400739,-0.039390,3.21e-04
38,theta = 0,24.555061,1.397600,0.000000,11.942836,0.185280,0.490150,-0.016180,0.208442,-0.039489,4.20e-04
39,beta = 0,24.817178,1.456294,5.198267,7.803246,0.127467,0.496158,-0.021076,0.000008,-0.039212,1.43e-04
40,pphi = 0,25.756295,1.520138,16.776369,0.459444,0.013467,0.451350,0.000000,-0.434392,-0.039177,1.08e-04
41,pr = 0,26.120491,1.519829,18.163721,0.916434,0.000000,0.440724,0.005262,-0.463615,-0.039590,5.21e-04
42,beta = 0,28.054998,1.235419,37.822737,59.040695,-0.344735,0.243570,0.079678,0.000067,-0.039193,1.24e-04
43,collision,28.653576,1.000000,43.169617,81.668205,-0.596252,0.213115,0.065891,0.233359,-0.039069,4.56e-12
44,pphi = 0,30.632188,1.542298,55.718623,108.533761,0.157224,0.210396,0.000000,0.288951,-0.039173,1.04e-04
45,beta = 0,31.813911,1.664772,61.180183,103.453160,0.047782,0.184149,-0.010403,0.000173,-0.039258,1.89e-04
46,pr = 0,32.827521,1.681424,63.435414,99.845715,0.000000,0.158103,-0.008444,-0.149929,-0.039073,4.04e-06
47,pphi = 0,33.376259,1.653083,65.725474,97.833654,-0.061826,0.111582,0.000000,-0.276504,-0.039383,3.14e-04
48,ptheta = 0,34.890983,1.449342,67.793501,107.643193,-0.212743,0.000000,0.022261,-0.190597,-0.039138,6.89e-05
49,beta = 0,35.568253,1.274972,67.271578,117.316008,-0.326145,-0.050256,0.027377,0.000003,-0.039053,1.67e-05
50,collision,36.225762,1.000000,65.204200,126.238641,-0.558453,-0.088040,0.015466,0.240347,-0.039069,3.86e-12
