n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,collision,0.986403,1.000000,74.726399,98.049631,-0.142755,-0.284868,0.091726,-0.663848,-0.051458,1.59e-12
2,beta = 0,1.439355,1.025927,68.093873,119.331439,0.008069,-0.376882,0.111536,0.000791,-0.054059,2.60e-03
3,pr = 0,1.439355,1.025920,67.677810,120.622275,0.000000,-0.379219,0.111377,0.040773,-0.054262,2.80e-03
4,collision,1.951238,1.000000,59.817301,142.425248,-0.143847,-0.367491,0.083793,0.731692,-0.051458,1.93e-12
5,pphi = 0,2.476669,1.036374,52.175931,153.562363,0.032454,-0.235493,0.000000,1.197355,-0.053344,1.89e-03
6,pr = 0,2.646308,1.039341,50.206090,151.633616,0.000000,-0.172908,-0.037427,1.229642,-0.053308,1.85e-03
7,collision,3.352847,1.000000,47.726024,121.351672,-0.176448,-0.000160,-0.151333,0.782171,-0.051458,1.09e-12
8,ptheta = 0,3.353675,1.000129,47.726021,121.287956,0.176048,0.000000,-0.151465,0.781059,-0.051458,3.46e-08
9,pr = 0,3.749172,1.024894,48.038640,92.697193,0.000000,0.026106,-0.186094,0.271955,-0.054695,3.24e-03
10,beta = 0,3.908895,1.018352,48.203253,77.420823,-0.096352,0.013604,-0.190664,0.000000,-0.054538,3.08e-03
11,ptheta = 0,3.908895,1.009416,48.228909,69.808219,-0.146253,0.000000,-0.189149,-0.133697,-0.055631,4.17e-03
12,collision,4.203864,1.000000,48.240691,62.449804,-0.194867,-0.014144,-0.187180,-0.262507,-0.051458,1.61e-12
13,pr = 0,4.668663,1.028625,46.973089,30.718687,0.000000,-0.130610,-0.147083,-0.775475,-0.053066,1.61e-03
14,collision,5.151012,1.000000,42.530996,6.394196,-0.143031,-0.301282,-0.070523,-1.060741,-0.051458,8.25e-14
15,pphi = 0,5.498948,1.030908,36.056250,0.523190,0.062515,-0.444280,0.000000,-0.969280,-0.053305,1.85e-03
16,pr = 0,5.847747,1.038562,30.069392,3.491949,0.000000,-0.537151,0.045985,-0.745644,-0.052629,1.17e-03
17,beta = 0,6.302743,1.000648,15.346125,23.159305,-0.190266,-0.648290,0.094237,0.000000,-0.051459,9.95e-07
18,collision,6.305126,1.000000,15.220234,23.342408,-0.192139,-0.648506,0.094234,0.006552,-0.051458,5.09e-12
19,theta = 0,6.888206,1.037821,0.000000,42.514495,-0.002228,-0.583201,0.042493,0.742018,-0.052884,1.43e-03
20,pr = 0,6.888206,1.037973,0.217903,42.388618,0.000000,-0.585585,0.044060,0.734116,-0.052448,9.91e-04
