n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,beta = 0,1.986158,1.302066,71.784779,128.448518,-0.158569,-0.266525,0.078793,0.000259,-0.021293,6.44e-04
2,pphi = 0,2.999942,1.025275,61.130791,161.818023,-0.380146,-0.161424,0.000000,1.020710,-0.020733,8.42e-05
3,collision,3.079970,1.000000,60.577986,161.628577,-0.399432,-0.141366,-0.011656,1.038325,-0.020649,5.98e-13
4,ptheta = 0,3.880621,1.210514,58.638314,136.963032,0.226887,0.000000,-0.100893,0.679989,-0.021727,1.08e-03
5,beta = 0,4.551075,1.301480,58.856237,98.461611,0.086967,0.004724,-0.123730,0.000000,-0.021167,5.18e-04
6,ptheta = 0,4.551075,1.304678,58.851061,95.016100,0.075908,0.000000,-0.123175,-0.059945,-0.021840,1.19e-03
7,pr = 0,4.785534,1.318108,58.632366,70.694979,0.000000,-0.043523,-0.114146,-0.476389,-0.021387,7.38e-04
8,pphi = 0,6.183964,1.195563,50.452926,22.969094,-0.173280,-0.333953,0.000000,-1.024162,-0.021447,7.98e-04
9,collision,6.993210,1.000000,33.851019,44.211405,-0.384177,-0.558662,0.087768,-0.142756,-0.020649,1.01e-12
10,beta = 0,7.164539,1.028597,31.342901,48.287655,0.342736,-0.570168,0.088915,0.000145,-0.021563,9.15e-04
11,pphi = 0,7.959687,1.193669,11.494201,73.051792,0.120496,-0.475833,-0.000000,0.973057,-0.021929,1.28e-03
12,theta = 0,8.778907,1.243739,0.000000,46.278561,-0.003528,-0.307568,-0.115224,0.807713,-0.022782,2.13e-03
13,pr = 0,8.778907,1.243830,0.163707,47.262036,0.000000,-0.310277,-0.113422,0.820592,-0.022663,2.01e-03
14,phi = 0,9.372742,1.195458,-5.667217,0.000000,-0.193681,-0.231826,-0.163318,0.148489,-0.021331,6.82e-04
15,beta = 0,9.372742,1.171350,-6.664668,-10.008757,-0.244567,-0.228597,-0.164284,-0.000008,-0.022459,1.81e-03
16,collision,9.982914,1.000000,-11.991354,-50.697067,-0.523284,-0.270210,-0.128087,-0.569739,-0.020649,4.03e-13
17,pphi = 0,10.936293,1.315542,-26.030541,-81.431470,0.227541,-0.434373,0.000000,-0.727420,-0.020747,9.85e-05
18,beta = 0,12.217267,1.482959,-40.097506,-62.944754,0.098130,-0.463437,0.044770,-0.000280,-0.021165,5.16e-04
19,pr = 0,13.527977,1.537418,-52.772089,-40.658780,0.000000,-0.346300,0.008431,0.793437,-0.020872,2.23e-04
20,pphi = 0,13.527977,1.536091,-54.151733,-40.471227,-0.009609,-0.324316,-0.000000,0.844132,-0.021182,5.33e-04
21,beta = 0,15.836613,1.312307,-64.406986,-110.637973,-0.243729,-0.038641,-0.090295,-0.000006,-0.021203,5.54e-04
22,collision,16.766105,1.000000,-65.646413,-149.555294,-0.513490,-0.059256,-0.047591,-0.629419,-0.020649,1.04e-12
23,pphi = 0,17.335635,1.220422,-67.926947,-155.888014,0.350279,-0.126063,0.000000,-0.645839,-0.020684,3.58e-05
24,beta = 0,18.822760,1.565706,-74.215673,-134.740671,0.172847,-0.158222,0.037717,-0.000118,-0.020844,1.96e-04
25,ptheta = 0,21.424080,1.809266,-78.732436,-103.680036,0.038181,0.000000,-0.003194,0.756199,-0.020832,1.83e-04
26,pphi = 0,21.424080,1.802953,-78.719120,-103.524897,0.043730,-0.010649,0.000000,0.758257,-0.020826,1.77e-04
27,pr = 0,22.475499,1.829344,-78.114944,-111.698141,0.000000,0.066387,-0.022615,0.586248,-0.020863,2.14e-04
28,beta = 0,24.000353,1.782939,-75.501274,-138.159293,-0.065902,0.126708,-0.035893,-0.000095,-0.020914,2.65e-04
29,pphi = 0,26.058238,1.528549,-70.525072,-166.797622,-0.189676,0.083183,0.000000,-0.725053,-0.020865,2.16e-04
30,ptheta = 0,27.100213,1.221560,-69.122399,-149.143162,-0.346278,0.000000,0.054601,-0.477491,-0.020570,7.84e-05
31,collision,27.773927,1.000000,-69.275891,-129.427768,-0.537241,-0.001907,0.076088,-0.126827,-0.020649,4.00e-13
32,ptheta = 0,27.860939,1.012000,-69.276335,-128.429265,0.524467,0.000000,0.076575,-0.109380,-0.020630,1.89e-05
33,beta = 0,27.972742,1.081816,-69.221063,-122.026670,0.455078,0.014451,0.077827,-0.000000,-0.020584,6.51e-05
34,pphi = 0,30.365145,1.612654,-58.221943,-64.797955,0.105236,0.315808,0.000000,0.564287,-0.020738,8.89e-05
35,beta = 0,32.055001,1.701870,-47.587296,-76.300639,0.023440,0.406070,-0.021607,-0.000354,-0.020920,2.72e-04
36,pr = 0,32.451370,1.706822,-44.286045,-81.202595,0.000000,0.415501,-0.019615,-0.190563,-0.020871,2.23e-04
37,pphi = 0,33.244728,1.681703,-36.566419,-87.274312,-0.052951,0.408019,0.000000,-0.529867,-0.020970,3.21e-04
38,beta = 0,35.656397,1.279456,-14.403114,-21.722153,-0.361332,0.337925,0.083149,-0.000033,-0.020685,3.59e-05
39,phi = 0,36.060605,1.065933,-7.529001,0.000000,-0.569011,0.368536,0.071950,0.197394,-0.020599,4.97e-05
40,collision,36.340069,1.000000,-5.343277,4.299483,-0.648007,0.381376,0.065218,0.215028,-0.020649,1.66e-12
41,theta = 0,36.650604,1.152256,0.000000,13.170715,0.483725,0.408120,0.049076,0.229872,-0.020392,2.56e-04
42,beta = 0,38.972721,1.715875,25.883291,39.527850,0.128494,0.431934,0.009401,0.000134,-0.020704,5.51e-05
43,pr = 0,41.538013,1.858132,42.541921,59.073356,0.000000,0.359045,0.021211,-0.141652,-0.020779,1.30e-04
44,beta = 0,43.310321,1.766881,53.386776,87.344427,-0.098137,0.295980,0.027776,0.000349,-0.020738,8.97e-05
45,beta = 0,45.939962,1.193314,70.231736,124.526104,-0.396015,0.192732,0.018051,0.000047,-0.020585,6.34e-05
46,collision,46.496123,1.000000,73.614525,129.001468,-0.550679,0.146104,0.020321,-0.072502,-0.020649,1.90e-12
47,beta = 0,47.666875,1.391749,77.556684,143.744712,0.284676,0.061366,0.027938,0.000010,-0.020596,5.30e-05
48,pphi = 0,51.021747,1.898677,81.486191,174.563926,0.064374,0.079813,0.000000,0.344618,-0.020704,5.54e-05
49,beta = 0,53.342030,1.954847,84.809974,164.514070,-0.017279,0.093541,-0.011167,0.000006,-0.020665,1.65e-05
50,pr = 0,53.342030,1.957094,84.072227,167.728228,0.000000,0.094478,-0.010333,0.094026,-0.020788,1.39e-04
51,pphi = 0,56.004588,1.814214,87.633658,154.719995,-0.104529,0.049764,0.000000,-0.317458,-0.020745,9.65e-05
52,ptheta = 0,57.419578,1.599686,88.360345,160.933150,-0.188366,0.000000,0.015064,-0.246974,-0.020652,3.07e-06
53,beta = 0,58.325383,1.329496,87.860508,173.587476,-0.308781,-0.027887,0.022513,0.000000,-0.020644,4.59e-06
54,phi = 0,58.905096,1.150296,87.355328,0.000000,-0.415755,-0.023481,0.019189,-3.003314,0.197278,2.18e-01
55,beta = 0,58.905096,1.183246,87.436719,172.320379,-0.393219,-0.025787,0.020360,0.000000,-0.021287,6.38e-04
56,collision,59.310536,1.000000,87.086982,-177.264902,-0.534020,-0.007865,0.011899,-6.083185,-0.020649,2.36e-12
57,ptheta = 0,59.431520,1.056068,87.065093,-176.631555,0.485729,0.000000,0.008420,-6.070991,-0.020554,9.50e-05
58,pphi = 0,59.849464,1.200032,87.217885,-175.906187,0.384430,0.019447,0.000000,-6.066291,-0.020491,1.58e-04
59,phi = 0,61.020553,1.524700,88.445355,0.000000,0.224311,0.046588,-0.011937,-3.060232,0.073255,9.39e-02
60,beta = 0,61.020553,1.557281,88.612945,175.840461,0.210958,0.047430,-0.012404,0.000000,-0.020686,3.69e-05
61,beta = 0,61.355627,1.601997,88.855859,176.568552,0.193392,0.047158,-0.012511,0.000001,-0.020646,2.37e-06
62,beta = 0,63.193771,1.813944,89.997393,167.854797,0.111540,0.030724,-0.007489,-0.211837,-0.020655,6.66e-06
63,ptheta = 0,64.519417,1.941744,90.399933,165.875909,0.048774,0.000000,0.002940,6.015734,-0.020725,7.62e-05
64,pphi = 0,64.519417,1.916361,90.381353,165.312853,0.065024,0.008596,0.000000,6.006879,-0.020661,1.24e-05
65,pr = 0,66.056768,1.977375,90.144517,171.803552,0.000000,-0.020937,0.010092,6.132563,-0.020747,9.88e-05
66,beta = 0,66.885152,1.960710,89.756217,178.767141,-0.035258,-0.027259,0.012192,-0.008753,-0.020649,7.07e-07
67,phi = 0,67.595358,1.943698,89.610728,0.000000,-0.047733,-0.026400,0.011850,-3.121211,0.024627,4.53e-02
68,ptheta = 0,69.500638,1.754116,89.029286,-168.419086,-0.135625,0.000000,0.002322,-6.030243,-0.020686,3.73e-05
69,pphi = 0,69.987283,1.712751,89.049815,-168.236013,-0.151183,0.006514,0.000000,-6.028123,-0.020676,2.76e-05
70,beta = 0,71.364284,1.357181,90.202222,-175.178294,-0.297616,0.046457,-0.013960,0.073566,-0.020644,5.04e-06
71,beta = 0,71.801150,1.253294,90.724883,-177.825628,-0.353133,0.049375,-0.014724,-0.000001,-0.020471,1.77e-04
72,phi = 0,71.975108,1.175199,91.123670,0.000000,-0.400859,0.048756,-0.014203,3.082772,0.184782,2.05e-01
73,beta = 0,71.975108,1.209578,90.949236,-177.152813,-0.378455,0.049611,-0.014662,-0.000000,-0.020686,3.77e-05
74,collision,72.489912,1.000000,91.945245,177.706777,-0.535680,0.038003,-0.009291,6.141386,-0.020649,2.95e-12
75,pphi = 0,72.979234,1.196743,92.507326,176.626717,0.387764,0.016569,0.000000,6.093194,-0.020488,1.61e-04
76,ptheta = 0,73.569825,1.360904,92.642319,177.731245,0.298130,0.000000,0.007265,6.105432,-0.020586,6.30e-05
77,phi = 0,74.107066,1.506209,92.556169,-0.000000,0.233308,-0.009958,0.012004,3.007929,0.076442,9.71e-02
78,beta = 0,74.107066,1.538227,92.521155,-172.446262,0.220013,-0.011454,0.012802,-0.000000,-0.020875,2.26e-04
79,beta = 0,74.795047,1.664806,92.339242,-172.990050,0.170471,-0.012177,0.014163,-0.000000,-0.020651,2.50e-06
80,ptheta = 0,76.198488,1.817072,92.192235,-164.685540,0.111119,0.000000,0.011440,0.152614,-0.020689,4.07e-05
81,pphi = 0,78.168922,1.964046,92.839823,-157.509742,0.031619,0.040480,0.000000,0.244079,-0.020713,6.40e-05
82,pr = 0,79.654999,1.980170,93.553721,-158.846904,0.000000,0.057895,-0.004685,0.183592,-0.020689,4.02e-05
83,beta = 0,81.207381,1.942339,95.087170,-164.818204,-0.050226,0.074924,-0.007929,-0.000013,-0.020691,4.27e-05
84,pphi = 0,82.999441,1.751448,97.705956,-171.279225,-0.137262,0.069465,0.000000,-0.246580,-0.020677,2.79e-05
85,collision,85.623659,1.000000,102.121175,-146.892088,-0.546793,0.067255,0.031009,-0.039419,-0.020649,3.48e-12
86,beta = 0,86.036288,1.144618,103.290870,-141.421915,0.426596,0.089132,0.031912,-0.000015,-0.020510,1.38e-04
87,beta = 0,90.909718,1.891306,124.840660,-90.864441,0.015658,0.311400,0.007490,-0.000258,-0.020700,5.16e-05
88,pr = 0,91.605040,1.892854,126.790276,-89.159996,0.000000,0.320049,0.007877,-0.038110,-0.020778,1.30e-04
89,collision,96.562577,1.000000,170.466797,-18.592929,-0.654401,0.408037,0.046818,-0.074349,-0.020649,4.57e-12
90,theta = 0,97.093182,1.238110,0.000000,-4.887166,0.416065,0.402767,0.055384,-0.085297,-0.020188,4.61e-04
