Id
90
91
80
81
92
82
70
71
72
93
83
94
84
73
74
60
61
62
50
51
52
63
64
53
54
95
85
96
86
75
76
97
87
98
99
88
89
77
78
79
65
66
55
56
67
68
69
57
58
59
40
41
42
30
31
32
43
44
33
34
20
21
22
10
11
0
1
12
2
23
24
13
3
14
4
45
46
35
36
47
48
49
37
38
39
25
26
15
5
16
6
27
28
29
17
7
18
19
8
9

