n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,beta = 0,39.262332,9.576045,79.762034,149.901044,-0.001554,-0.016807,0.005098,0.000000,-0.000066,4.60e-07
2,phi = 0,49.761981,9.561269,79.676552,0.000000,-0.002040,-0.016560,0.004746,-2.612051,0.000288,3.54e-04
3,beta = 0,49.761981,9.565978,79.700484,149.727106,-0.001909,-0.016877,0.004930,0.000000,-0.000074,9.00e-06
4,pphi = 0,77.436820,9.480707,79.455117,-141.152770,-0.003131,-0.004872,0.000000,-5.064730,-0.000066,3.47e-07
5,ptheta = 0,89.122487,9.448945,79.441081,-146.731976,-0.003372,0.000000,-0.001862,-5.161415,-0.000067,1.53e-06
6,phi = 0,105.685156,9.388936,79.477817,0.000000,-0.004045,0.006350,-0.004484,-2.602266,0.000290,3.56e-04
7,beta = 0,105.685156,9.380471,79.486536,149.123412,-0.004163,0.006860,-0.004729,0.000000,-0.000091,2.56e-05
8,beta = 0,115.458441,9.337139,79.532963,149.254295,-0.004796,0.007309,-0.005231,0.000000,-0.000066,6.11e-07
9,ptheta = 0,135.987195,9.229573,79.590410,97.819387,-0.005979,0.000000,-0.003272,-0.900537,-0.000067,1.15e-06
10,pphi = 0,152.588599,9.126176,79.534856,81.964459,-0.006543,-0.010070,0.000000,-1.174522,-0.000067,1.29e-06
11,beta = 0,188.385959,8.870101,79.025770,147.828157,-0.008437,-0.028005,0.005358,0.000001,-0.000067,1.91e-06
12,phi = 0,197.864785,8.788366,78.834793,0.000000,-0.009192,-0.027539,0.004782,-2.570752,0.000379,4.45e-04
13,beta = 0,197.864785,8.805751,78.873468,147.401465,-0.009047,-0.027966,0.005014,0.000000,-0.000086,2.03e-05
14,pphi = 0,222.438428,8.559977,78.438481,-149.913897,-0.010478,-0.016157,0.000000,-5.167935,-0.000067,1.65e-06
15,phi = 0,242.152827,8.323585,78.272365,0.000000,-0.011796,-0.004376,-0.004941,-2.543378,0.000445,5.10e-04
16,beta = 0,242.152827,8.302475,78.265963,145.707022,-0.011962,-0.003804,-0.005235,0.000000,-0.000100,3.46e-05
17,beta = 0,250.724499,8.197899,78.242387,145.641507,-0.012888,-0.003443,-0.005853,0.000000,-0.000066,9.70e-07
18,pphi = 0,281.502897,7.790908,77.942507,86.050124,-0.015584,-0.023547,0.000000,-1.025550,-0.000068,2.96e-06
19,beta = 0,305.247490,7.347742,76.999883,142.215244,-0.018738,-0.045075,0.006162,0.000001,-0.000067,1.23e-06
20,phi = 0,319.452029,7.091169,76.368879,0.000000,-0.020966,-0.041960,0.003840,-2.452108,0.000701,7.66e-04
21,beta = 0,319.452029,7.120785,76.436510,140.679151,-0.020747,-0.042925,0.004311,0.000001,-0.000172,1.06e-04
22,pphi = 0,330.930141,6.882931,75.939455,-166.885098,-0.022343,-0.033535,0.000000,-5.344516,-0.000066,7.53e-07
23,phi = 0,337.664854,6.684266,75.627369,0.000000,-0.023725,-0.025028,-0.003872,-2.417150,0.000818,8.84e-04
24,beta = 0,337.664854,6.652907,75.585059,138.378803,-0.023978,-0.023853,-0.004438,0.000000,-0.000224,1.59e-04
25,beta = 0,350.413348,6.350265,75.248725,137.477305,-0.027241,-0.020581,-0.007285,0.000001,-0.000070,4.25e-06
26,pphi = 0,369.401813,5.806540,74.362450,89.099409,-0.033141,-0.047553,0.000000,-0.803234,-0.000070,4.29e-06
27,beta = 0,384.552569,5.247609,72.505237,130.278448,-0.040626,-0.077273,0.007714,0.000007,-0.000069,3.70e-06
