n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,phi = 0,0.654632,1.755396,-24.644599,0.000000,1.128286,-1.453010,0.467993,0.655617,2.028626,9.91e-02
2,beta = 0,0.654632,1.769367,-24.976773,-38.094398,1.134170,-1.453652,0.468267,-0.000118,2.021018,1.07e-01
3,beta = 0,1.117326,2.380218,-35.120036,-54.495873,1.264852,-1.473977,0.481077,-0.000013,2.127411,2.72e-04
4,phi = 0,1.369394,2.633291,-37.764557,0.000000,1.288460,-1.469818,0.479443,1.028665,2.127182,5.01e-04
5,phi = 0,2.105055,3.589095,-44.221350,0.000000,1.345597,-1.467462,0.477109,1.224671,2.125116,2.57e-03
6,beta = 0,2.105055,3.636364,-44.452219,-70.583077,1.347266,-1.467826,0.477307,-0.000027,2.122628,5.05e-03
7,beta = 0,2.461788,4.027380,-46.112803,-73.580081,1.357779,-1.468776,0.478115,-0.000025,2.127268,4.15e-04
8,phi = 0,2.795744,4.393118,-47.401146,0.000000,1.365154,-1.467500,0.477661,1.325352,2.127682,1.93e-07
9,phi = 0,3.367595,5.283345,-49.744470,0.000000,1.378159,-1.467346,0.477285,1.401616,2.126950,7.33e-04
10,beta = 0,3.367595,5.348339,-49.886487,-80.575549,1.378858,-1.467499,0.477361,-0.000010,2.126002,1.68e-03
11,beta = 0,3.752118,5.790077,-50.754410,-82.224394,1.382722,-1.467849,0.477636,-0.000011,2.127499,1.84e-04
12,phi = 0,3.947268,6.205976,-51.462811,0.000000,1.385640,-1.467349,0.477460,1.458769,2.127678,5.01e-06
13,phi = 0,4.804062,7.274544,-52.892579,0.000000,1.391241,-1.467530,0.477444,1.507178,2.127847,1.64e-04
14,beta = 0,4.804062,7.363163,-52.994567,-86.554684,1.391595,-1.467591,0.477480,-0.000003,2.127463,2.19e-04
15,beta = 0,5.030180,7.592629,-53.240823,-87.037805,1.392406,-1.467585,0.477505,-0.000005,2.127582,1.00e-04
16,phi = 0,5.485505,8.035822,-53.682501,0.000000,1.393819,-1.467350,0.477423,1.534272,2.127683,3.22e-07
17,phi = 0,5.964617,8.830407,-54.355033,0.000000,1.395914,-1.467358,0.477376,1.557543,2.127529,1.54e-04
18,beta = 0,5.964617,8.931927,-54.433075,-89.396210,1.396142,-1.467408,0.477398,-0.000003,2.127314,3.69e-04
19,beta = 0,6.471289,9.413026,-54.778143,-90.085186,1.397092,-1.467499,0.477461,-0.000002,2.127649,3.31e-05
20,phi = 0,6.738405,9.873247,-55.075303,0.000000,1.397865,-1.467370,0.477415,1.582679,2.127684,1.51e-06
21,phi = 0,7.278464,10.632397,-55.510361,0.000000,1.398974,-1.467366,0.477389,1.597971,2.127593,8.96e-05
22,beta = 0,7.278464,10.755096,-55.575199,-91.688069,1.399131,-1.467400,0.477403,-0.000002,2.127473,2.09e-04
23,beta = 0,7.806114,11.242871,-55.818906,-92.181273,1.399693,-1.467458,0.477443,-0.000000,2.127681,1.40e-06
24,phi = 0,8.060821,11.714638,-56.033039,0.000000,1.400162,-1.467374,0.477411,1.616454,2.127685,2.59e-06
25,phi = 0,8.609871,12.482297,-56.347988,0.000000,1.400840,-1.467377,0.477398,1.627650,2.127637,4.54e-05
26,beta = 0,8.609871,12.618635,-56.400232,-93.364208,1.400948,-1.467400,0.477408,-0.000001,2.127565,1.17e-04
27,beta = 0,8.901878,13.078320,-56.567825,-93.706835,1.401278,-1.467428,0.477428,-0.000001,2.127670,1.28e-05
28,phi = 0,9.437595,13.558407,-56.730360,0.000000,1.401587,-1.467377,0.477410,1.641305,2.127685,2.58e-06
29,phi = 0,10.003868,14.470924,-57.008886,0.000000,1.402102,-1.467396,0.477408,1.651293,2.127686,3.66e-06
30,beta = 0,10.003868,14.606798,-57.047789,-94.692261,1.402171,-1.467409,0.477415,-0.000000,2.127640,4.23e-05
31,beta = 0,10.291712,14.917326,-57.132975,-94.867816,1.402316,-1.467412,0.477420,-0.000001,2.127665,1.78e-05
32,phi = 0,10.572542,15.403706,-57.260211,0.000000,1.402529,-1.467378,0.477408,1.660338,2.127681,2.02e-06
33,phi = 0,11.493179,16.607781,-57.542077,0.000000,1.402984,-1.467405,0.477415,1.670516,2.127718,3.55e-05
34,phi = 0,12.132987,17.250036,-57.676841,0.000000,1.403186,-1.467382,0.477409,1.675396,2.127684,1.58e-06
35,phi = 0,12.772794,18.386963,-57.891304,0.000000,1.403497,-1.467399,0.477413,1.683180,2.127705,2.28e-05
36,beta = 0,12.772794,18.545959,-57.919641,-96.498154,1.403536,-1.467404,0.477416,-0.000000,2.127681,1.79e-06
37,beta = 0,13.092698,18.601839,-57.929244,-96.518164,1.403549,-1.467403,0.477416,-0.000000,2.127679,3.31e-06
38,phi = 0,13.412602,19.097105,-58.012640,0.000000,1.403661,-1.467384,0.477409,1.687594,2.127685,1.99e-06
39,phi = 0,14.053248,20.167609,-58.179018,0.000000,1.403880,-1.467395,0.477411,1.693658,2.127697,1.40e-05
40,beta = 0,14.053248,20.328178,-58.202748,-97.089060,1.403910,-1.467400,0.477414,-0.000000,2.127679,3.69e-06
41,beta = 0,14.373991,20.446204,-58.219619,-97.124350,1.403930,-1.467398,0.477414,-0.000000,2.127678,4.86e-06
42,phi = 0,14.703646,20.944712,-58.289263,0.000000,1.404016,-1.467385,0.477409,1.697683,2.127684,1.68e-06
43,phi = 0,15.370194,22.004238,-58.426900,0.000000,1.404181,-1.467393,0.477411,1.702717,2.127693,1.03e-05
44,beta = 0,15.370194,22.176620,-58.448287,-97.603364,1.404206,-1.467397,0.477413,-0.000000,2.127680,2.79e-06
45,beta = 0,15.707087,22.291511,-58.462099,-97.632348,1.404222,-1.467396,0.477412,-0.000000,2.127679,3.74e-06
46,phi = 0,16.047199,22.792727,-58.521131,0.000000,1.404288,-1.467386,0.477409,1.706169,2.127684,1.51e-06
47,phi = 0,16.728591,23.929093,-58.645833,0.000000,1.404426,-1.467393,0.477411,1.710743,2.127693,1.06e-05
48,beta = 0,16.728591,24.105353,-58.664348,-98.057324,1.404445,-1.467395,0.477412,-0.000000,2.127682,4.28e-07
49,beta = 0,17.072265,24.137546,-58.667631,-98.064234,1.404449,-1.467395,0.477412,-0.000000,2.127682,8.87e-07
50,phi = 0,17.415938,24.641059,-58.718277,0.000000,1.404502,-1.467386,0.477409,1.713404,2.127683,7.78e-07
51,phi = 0,17.770567,25.240653,-58.775861,0.000000,1.404561,-1.467385,0.477407,1.715521,2.127675,7.19e-06
52,beta = 0,17.770567,25.426882,-58.793239,-98.328771,1.404579,-1.467388,0.477408,-0.000000,2.127666,1.66e-05
53,beta = 0,18.125196,25.984161,-58.843790,-98.435358,1.404629,-1.467393,0.477411,-0.000000,2.127680,2.75e-06
54,phi = 0,18.500835,26.489643,-58.887722,0.000000,1.404672,-1.467386,0.477409,1.719639,2.127682,6.98e-07
55,phi = 0,19.229623,27.365683,-58.960026,0.000000,1.404741,-1.467389,0.477409,1.722303,2.127683,8.72e-07
56,beta = 0,19.229623,27.551594,-58.974872,-98.712085,1.404755,-1.467392,0.477410,-0.000000,2.127677,5.19e-06
57,beta = 0,19.582772,27.831238,-58.996625,-98.758059,1.404775,-1.467391,0.477410,-0.000000,2.127679,3.64e-06
58,phi = 0,19.943736,28.338428,-59.035113,0.000000,1.404810,-1.467387,0.477409,1.725073,2.127683,6.67e-07
59,phi = 0,20.686506,29.463317,-59.115745,0.000000,1.404881,-1.467391,0.477410,1.728051,2.127688,5.31e-06
60,beta = 0,20.686506,29.671189,-59.130134,-99.040496,1.404894,-1.467392,0.477411,-0.000000,2.127682,5.27e-08
61,phi = 0,21.068312,30.187376,-59.164599,0.000000,1.404923,-1.467386,0.477409,1.729857,2.127682,2.12e-07
62,beta = 0,21.068312,29.678688,-59.130640,-99.041568,1.404894,-1.467392,0.477411,-0.000000,2.127682,1.12e-07
63,phi = 0,21.859106,30.998134,-59.216310,0.000000,1.404967,-1.467388,0.477409,1.731769,2.127682,4.54e-07
64,beta = 0,21.859106,31.227986,-59.230593,-99.253362,1.404978,-1.467390,0.477410,-0.000000,2.127679,3.91e-06
65,beta = 0,22.268094,31.526454,-59.248680,-99.291718,1.404993,-1.467390,0.477410,-0.000000,2.127680,3.03e-06
66,phi = 0,22.685976,32.036462,-59.278927,0.000000,1.405017,-1.467387,0.477409,1.734087,2.127684,9.80e-07
67,phi = 0,23.103858,32.690102,-59.316254,0.000000,1.405047,-1.467387,0.477408,1.735470,2.127680,2.24e-06
68,beta = 0,23.103858,32.927792,-59.329494,-99.463209,1.405057,-1.467389,0.477409,-0.000000,2.127677,5.59e-06
69,beta = 0,23.521740,33.374478,-59.353784,-99.514791,1.405076,-1.467390,0.477410,-0.000000,2.127680,2.96e-06
70,phi = 0,23.910500,33.885662,-59.380858,0.000000,1.405097,-1.467388,0.477409,1.737864,2.127683,5.11e-07
71,phi = 0,24.699326,35.126576,-59.443252,0.000000,1.405143,-1.467390,0.477410,1.740179,2.127686,3.88e-06
72,phi = 0,25.106268,35.734957,-59.472266,0.000000,1.405164,-1.467387,0.477409,1.741256,2.127682,2.74e-07
73,phi = 0,25.917660,36.774671,-59.519590,0.000000,1.405197,-1.467389,0.477409,1.743014,2.127685,2.05e-06
74,beta = 0,25.917660,37.002326,-59.529682,-99.888830,1.405205,-1.467390,0.477410,-0.000000,2.127682,3.31e-07
75,phi = 0,26.322111,37.584333,-59.554731,0.000000,1.405222,-1.467387,0.477409,1.744320,2.127683,4.32e-08
76,beta = 0,26.322111,37.071149,-59.532669,-99.895190,1.405207,-1.467390,0.477410,-0.000000,2.127682,5.13e-07
77,phi = 0,27.166537,38.449351,-59.590449,-0.000000,1.405246,-1.467388,0.477409,1.745648,2.127683,3.15e-07
78,beta = 0,27.166537,38.707445,-59.600884,-100.040495,1.405253,-1.467390,0.477409,-0.000000,2.127681,1.28e-06
79,beta = 0,27.606513,38.919740,-59.609288,-100.058407,1.405258,-1.467389,0.477409,-0.000000,2.127681,1.29e-06
80,phi = 0,28.046489,39.433781,-59.629374,0.000000,1.405271,-1.467388,0.477409,1.747096,2.127683,2.61e-07
81,phi = 0,28.488714,40.309153,-59.662254,0.000000,1.405292,-1.467388,0.477409,1.748320,2.127683,3.65e-07
82,beta = 0,28.488714,40.569635,-59.671838,-100.191780,1.405299,-1.467389,0.477409,-0.000000,2.127682,1.02e-06
83,beta = 0,28.930939,40.768469,-59.679007,-100.207074,1.405303,-1.467389,0.477409,-0.000000,2.127681,1.06e-06
84,phi = 0,29.373163,41.283290,-59.697351,0.000000,1.405314,-1.467388,0.477409,1.749626,2.127683,1.64e-07
