n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,phi = 0,0.624767,1.275370,-12.725833,0.000000,0.578019,-0.437598,0.512227,0.334548,1.388814,2.95e-01
2,beta = 0,0.624767,1.278416,-12.806843,-19.291988,0.580335,-0.438135,0.512495,-0.000013,1.383810,3.00e-01
3,beta = 0,1.153356,1.582644,-19.320917,-29.264436,0.625416,-0.496141,0.550898,-0.000008,1.681589,1.83e-03
4,phi = 0,1.254233,1.640347,-20.336857,0.000000,0.618345,-0.491893,0.549284,0.538188,1.682862,5.54e-04
5,phi = 0,1.825136,2.020367,-25.284926,0.000000,0.652012,-0.468520,0.532529,0.673243,1.628027,5.54e-02
6,beta = 0,1.825136,2.029521,-25.377328,-38.720391,0.652948,-0.469210,0.532886,-0.000008,1.622707,6.07e-02
7,beta = 0,2.326266,2.301328,-27.803726,-42.574294,0.658437,-0.482746,0.542146,-0.000000,1.683365,5.13e-05
8,phi = 0,2.458605,2.391541,-28.490516,0.000000,0.657182,-0.479801,0.540985,0.762242,1.683340,7.65e-05
9,phi = 0,3.024401,2.805368,-31.015491,0.000000,0.669673,-0.474020,0.536359,0.833343,1.667827,1.56e-02
10,beta = 0,3.024401,2.820045,-31.091295,-47.870420,0.670062,-0.474482,0.536605,-0.000004,1.665075,1.83e-02
11,beta = 0,3.449954,3.062452,-32.236217,-49.736832,0.671681,-0.478552,0.539538,-0.000002,1.683002,4.14e-04
12,phi = 0,3.586535,3.170554,-32.689447,0.000000,0.671632,-0.476981,0.538925,0.881025,1.683180,2.36e-04
13,phi = 0,4.163889,3.567693,-34.106479,0.000000,0.676724,-0.474722,0.537036,0.921761,1.675991,7.43e-03
14,beta = 0,4.163889,3.584582,-34.159826,-52.901368,0.676926,-0.474972,0.537162,-0.000002,1.674283,9.13e-03
15,beta = 0,4.612879,3.841226,-34.911211,-54.147732,0.678006,-0.477068,0.538644,-0.000001,1.683138,2.79e-04
16,phi = 0,4.765258,3.960220,-35.225967,0.000000,0.678146,-0.476163,0.538294,0.954199,1.683285,1.32e-04
17,phi = 0,5.391829,4.403501,-36.244425,0.000000,0.680955,-0.475530,0.537591,0.983918,1.680844,2.57e-03
18,beta = 0,5.391829,4.423048,-36.284877,-56.442278,0.681049,-0.475693,0.537681,-0.000001,1.679894,3.52e-03
19,beta = 0,5.717420,4.628878,-36.687288,-57.118518,0.681453,-0.476387,0.538243,-0.000001,1.683137,2.80e-04
20,phi = 0,5.894636,4.755122,-36.916950,0.000000,0.681609,-0.475841,0.538034,1.003656,1.683283,1.34e-04
21,phi = 0,6.586418,5.217526,-37.660923,0.000000,0.683250,-0.475662,0.537726,1.025599,1.682284,1.13e-03
22,beta = 0,6.586418,5.239531,-37.693282,-58.817367,0.683306,-0.475771,0.537788,-0.000001,1.681689,1.73e-03
23,beta = 0,6.939233,5.421597,-37.948849,-59.250914,0.683534,-0.476077,0.538060,-0.000001,1.683235,1.81e-04
24,phi = 0,7.123373,5.552991,-38.122954,0.000000,0.683661,-0.475725,0.537927,1.039286,1.683360,5.69e-05
25,phi = 0,7.685209,5.950879,-38.602334,0.000000,0.684555,-0.475448,0.537645,1.053535,1.682152,1.26e-03
26,beta = 0,7.685209,5.977529,-38.632281,-60.414266,0.684609,-0.475534,0.537688,-0.000001,1.681737,1.68e-03
27,beta = 0,8.072320,6.217467,-38.889265,-60.853244,0.684871,-0.475893,0.537954,-0.000001,1.683261,1.56e-04
28,phi = 0,8.252321,6.352698,-39.025688,0.000000,0.684972,-0.475655,0.537865,1.066162,1.683364,5.26e-05
29,phi = 0,8.802548,6.712902,-39.361498,0.000000,0.685510,-0.475419,0.537652,1.076207,1.682381,1.04e-03
30,beta = 0,8.802548,6.738830,-39.384320,-61.701288,0.685548,-0.475472,0.537676,-0.000000,1.682045,1.37e-03
31,beta = 0,9.174006,7.015429,-39.617091,-62.101142,0.685782,-0.475809,0.537906,-0.000000,1.683359,5.76e-05
32,phi = 0,9.364867,7.153626,-39.726618,0.000000,0.685859,-0.475622,0.537835,1.087157,1.683392,2.43e-05
33,phi = 0,9.942737,7.486228,-39.973003,0.000000,0.686205,-0.475433,0.537674,1.094564,1.682620,7.97e-04
34,beta = 0,9.942737,7.514422,-39.992913,-62.748270,0.686235,-0.475470,0.537690,-0.000000,1.682359,1.06e-03
35,beta = 0,10.335036,7.814853,-40.196264,-63.099204,0.686431,-0.475743,0.537868,-0.000000,1.683377,3.92e-05
36,phi = 0,10.534443,7.955410,-40.286063,0.000000,0.686492,-0.475603,0.537814,1.103997,1.683397,1.93e-05
37,phi = 0,11.135742,8.305665,-40.496205,0.000000,0.686754,-0.475487,0.537707,1.110341,1.682884,5.33e-04
38,beta = 0,11.135742,8.335404,-40.513271,-63.647426,0.686776,-0.475519,0.537721,-0.000000,1.682700,7.17e-04
39,beta = 0,11.540713,8.615334,-40.667968,-63.915453,0.686908,-0.475690,0.537837,-0.000000,1.683360,5.64e-05
40,phi = 0,11.745401,8.757815,-40.742899,0.000000,0.686958,-0.475590,0.537799,1.117803,1.683391,2.57e-05
41,phi = 0,12.365033,9.156811,-40.940183,0.000000,0.687176,-0.475546,0.537740,1.123781,1.683122,2.95e-04
42,beta = 0,12.365033,9.187836,-40.954853,-64.413396,0.687192,-0.475574,0.537754,-0.000000,1.682998,4.19e-04
43,beta = 0,12.787661,9.416605,-41.059700,-64.595667,0.687269,-0.475662,0.537821,-0.000000,1.683372,4.44e-05
44,phi = 0,13.017534,9.560681,-41.123156,0.000000,0.687310,-0.475588,0.537793,1.129334,1.683409,7.77e-06
45,phi = 0,13.488964,9.906502,-41.267820,0.000000,0.687454,-0.475523,0.537734,1.133730,1.683119,2.97e-04
46,beta = 0,13.488964,9.944290,-41.283046,-64.984464,0.687469,-0.475546,0.537744,-0.000000,1.683017,4.00e-04
47,beta = 0,13.972077,10.218482,-41.390031,-65.170952,0.687548,-0.475639,0.537808,-0.000000,1.683373,4.33e-05
48,phi = 0,14.213634,10.363901,-41.444525,-0.000000,0.687581,-0.475583,0.537788,1.139107,1.683414,2.76e-06
49,phi = 0,14.676996,10.736075,-41.577016,0.000000,0.687703,-0.475544,0.537746,1.143143,1.683210,2.06e-04
50,beta = 0,14.676996,10.770341,-41.588783,-65.517838,0.687713,-0.475562,0.537754,-0.000000,1.683130,2.87e-04
51,beta = 0,15.124567,11.020832,-41.672403,-65.663954,0.687769,-0.475625,0.537800,-0.000000,1.683385,3.12e-05
52,phi = 0,15.371634,11.167401,-41.719591,0.000000,0.687796,-0.475579,0.537783,1.147492,1.683413,4.15e-06
53,phi = 0,15.847042,11.538107,-41.833546,0.000000,0.687892,-0.475548,0.537750,1.150972,1.683253,1.64e-04
54,beta = 0,15.847042,11.573879,-41.844178,-65.964430,0.687901,-0.475564,0.537757,-0.000000,1.683188,2.29e-04
55,beta = 0,16.307853,11.823562,-41.916467,-66.091010,0.687947,-0.475615,0.537794,-0.000000,1.683393,2.39e-05
56,phi = 0,16.558096,11.971122,-41.957781,0.000000,0.687969,-0.475577,0.537780,1.154769,1.683415,1.52e-06
57,phi = 0,17.041381,12.362048,-42.062361,0.000000,0.688051,-0.475559,0.537757,1.157968,1.683301,1.15e-04
58,beta = 0,17.041381,12.398971,-42.071926,-66.363482,0.688058,-0.475572,0.537763,-0.000000,1.683252,1.65e-04
59,beta = 0,17.516996,12.626598,-42.129554,-66.464576,0.688091,-0.475609,0.537791,-0.000000,1.683405,1.16e-05
60,phi = 0,17.764840,12.775023,-42.166045,-0.000000,0.688110,-0.475574,0.537778,1.161143,1.683417,1.44e-07
61,phi = 0,18.250780,13.199234,-42.265550,-0.000000,0.688182,-0.475569,0.537763,1.164193,1.683347,6.93e-05
62,beta = 0,18.250780,13.237373,-42.274224,-66.718586,0.688188,-0.475581,0.537769,-0.000000,1.683309,1.08e-04
63,beta = 0,18.488876,13.429886,-42.317159,-66.794029,0.688211,-0.475603,0.537788,-0.000000,1.683412,5.14e-06
64,phi = 0,18.747613,13.579075,-42.349490,0.000000,0.688227,-0.475571,0.537775,1.166768,1.683407,9.98e-06
65,phi = 0,19.526273,14.088632,-42.454914,0.000000,0.688296,-0.475586,0.537774,1.170004,1.683412,4.36e-06
66,beta = 0,19.526273,14.131756,-42.463545,-67.051464,0.688301,-0.475594,0.537779,-0.000000,1.683383,3.34e-05
67,beta = 0,19.787459,14.233386,-42.483490,-67.086564,0.688311,-0.475592,0.537781,-0.000000,1.683395,2.18e-05
68,phi = 0,20.033789,14.383250,-42.512500,0.000000,0.688325,-0.475572,0.537775,1.171773,1.683414,2.58e-06
69,phi = 0,20.562271,14.765761,-42.583756,0.000000,0.688370,-0.475562,0.537762,1.173963,1.683351,6.58e-05
70,beta = 0,20.562271,14.813615,-42.592438,-67.278402,0.688375,-0.475572,0.537766,-0.000000,1.683325,9.14e-05
71,beta = 0,20.844423,15.037060,-42.632189,-67.348439,0.688395,-0.475591,0.537781,-0.000000,1.683407,9.24e-06
72,phi = 0,21.126576,15.187529,-42.658220,0.000000,0.688407,-0.475570,0.537772,1.176253,1.683407,9.24e-06
73,phi = 0,21.690880,15.533984,-42.716343,0.000000,0.688442,-0.475558,0.537760,1.178041,1.683349,6.80e-05
74,beta = 0,21.690880,15.582008,-42.724206,-67.510661,0.688446,-0.475566,0.537764,-0.000000,1.683324,9.31e-05
75,phi = 0,22.255185,15.991895,-42.789335,0.000000,0.688477,-0.475569,0.537772,1.180289,1.683409,7.20e-06
76,beta = 0,22.255185,15.840885,-42.765800,-67.584028,0.688467,-0.475590,0.537781,-0.000000,1.683416,6.60e-07
77,phi = 0,22.819489,16.302283,-42.836433,0.000000,0.688504,-0.475556,0.537760,1.181739,1.683351,6.61e-05
78,beta = 0,22.819489,16.350461,-42.843588,-67.721315,0.688508,-0.475562,0.537762,-0.000000,1.683325,9.13e-05
79,phi = 0,23.383794,16.796337,-42.907899,0.000000,0.688537,-0.475569,0.537772,1.183942,1.683414,2.88e-06
80,beta = 0,23.383794,16.644838,-42.886434,-67.796972,0.688528,-0.475585,0.537778,-0.000000,1.683409,7.42e-06
81,phi = 0,23.948098,17.070646,-42.945712,0.000000,0.688558,-0.475555,0.537761,1.185108,1.683355,6.13e-05
82,beta = 0,23.948098,17.118965,-42.952250,-67.913245,0.688561,-0.475559,0.537762,-0.000000,1.683330,8.66e-05
83,beta = 0,24.517875,17.448901,-42.995975,-67.990526,0.688582,-0.475582,0.537776,-0.000000,1.683406,1.08e-05
84,phi = 0,24.811226,17.600845,-43.015596,0.000000,0.688590,-0.475570,0.537772,1.187264,1.683417,3.29e-07
85,phi = 0,25.402264,18.129792,-43.081138,0.000000,0.688622,-0.475577,0.537772,1.189287,1.683420,3.20e-06
86,beta = 0,25.402264,18.181868,-43.087429,-68.152264,0.688625,-0.475582,0.537775,-0.000000,1.683407,9.29e-06
87,beta = 0,25.699951,18.253061,-43.095888,-68.167230,0.688628,-0.475580,0.537775,-0.000000,1.683407,9.79e-06
88,phi = 0,25.997638,18.405409,-43.113884,0.000000,0.688635,-0.475569,0.537771,1.190298,1.683417,1.79e-08
89,phi = 0,26.295325,18.679965,-43.145424,0.000000,0.688651,-0.475558,0.537763,1.191273,1.683371,4.54e-05
90,beta = 0,26.295325,18.732129,-43.151318,-68.265329,0.688654,-0.475562,0.537764,-0.000000,1.683352,6.43e-05
