n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,phi = 0,0.769822,1.892955,-27.569057,-0.000000,1.173531,-1.452415,0.468318,0.736522,2.046198,5.86e-02
2,beta = 0,0.769822,1.910470,-27.918590,-42.763892,1.178831,-1.453440,0.468875,-0.000106,2.039734,6.50e-02
3,beta = 0,1.119887,2.385309,-35.100184,-54.462087,1.260872,-1.466410,0.477956,-0.000000,2.104782,1.95e-06
4,phi = 0,1.372570,2.639084,-37.731334,0.000000,1.284130,-1.462195,0.476288,1.027682,2.104287,4.96e-04
5,phi = 0,2.112630,3.588621,-44.121924,0.000000,1.340351,-1.459766,0.473914,1.221572,2.102009,2.77e-03
6,beta = 0,2.112630,3.635680,-44.351365,-70.402550,1.342007,-1.460133,0.474112,-0.000027,2.099526,5.26e-03
7,beta = 0,2.467624,4.037976,-46.052828,-73.471093,1.352719,-1.461142,0.474955,-0.000027,2.104343,4.41e-04
8,phi = 0,2.802457,4.404244,-47.332978,-0.000000,1.359990,-1.459889,0.474509,1.323161,2.104779,4.90e-06
9,phi = 0,3.411211,5.314946,-49.707343,0.000000,1.373037,-1.459755,0.474148,1.400393,2.104132,6.52e-04
10,beta = 0,3.411211,5.388549,-49.866207,-80.537300,1.373808,-1.459924,0.474233,-0.000011,2.103263,1.52e-03
11,beta = 0,3.809361,5.805815,-50.678572,-82.079550,1.377386,-1.460237,0.474486,-0.000008,2.104646,1.38e-04
12,phi = 0,4.004593,6.222161,-51.379396,0.000000,1.380246,-1.459731,0.474303,1.455970,2.104757,2.64e-05
13,phi = 0,4.671259,7.007158,-52.466755,0.000000,1.384575,-1.459674,0.474173,1.492676,2.104364,4.20e-04
14,beta = 0,4.671259,7.101399,-52.581979,-85.748835,1.385001,-1.459766,0.474213,-0.000006,2.103956,8.28e-04
15,beta = 0,5.127833,7.613422,-53.154520,-86.868319,1.386950,-1.459969,0.474352,-0.000004,2.104705,7.81e-05
16,phi = 0,5.349360,8.056974,-53.591014,0.000000,1.388334,-1.459730,0.474266,1.531121,2.104770,1.38e-05
17,phi = 0,6.035931,8.915378,-54.310189,0.000000,1.390548,-1.459761,0.474232,1.555985,2.104691,9.30e-05
18,beta = 0,6.035931,9.012655,-54.383644,-89.297718,1.390759,-1.459807,0.474253,-0.000002,2.104482,3.02e-04
19,beta = 0,6.507402,9.438796,-54.685822,-89.900497,1.391579,-1.459879,0.474308,-0.000001,2.104769,1.47e-05
20,phi = 0,6.746351,9.899305,-54.980840,0.000000,1.392340,-1.459744,0.474258,1.579369,2.104782,1.23e-06
21,phi = 0,7.477311,10.947169,-55.561740,0.000000,1.393785,-1.459806,0.474264,1.599782,2.104845,6.11e-05
22,beta = 0,7.477311,11.054335,-55.615646,-91.769773,1.393910,-1.459828,0.474276,-0.000001,2.104727,5.68e-05
23,beta = 0,7.731955,11.273625,-55.720462,-91.981909,1.394143,-1.459822,0.474281,-0.000002,2.104748,3.51e-05
24,phi = 0,8.006322,11.745614,-55.934621,0.000000,1.394610,-1.459746,0.474253,1.612964,2.104778,5.42e-06
25,phi = 0,8.806803,12.789947,-56.351413,0.000000,1.395488,-1.459791,0.474260,1.627772,2.104825,4.11e-05
26,beta = 0,8.806803,12.908723,-56.395105,-93.353700,1.395574,-1.459805,0.474268,-0.000000,2.104752,3.20e-05
27,beta = 0,9.075550,13.113985,-56.467232,-93.501101,1.395712,-1.459800,0.474270,-0.000001,2.104760,2.33e-05
28,phi = 0,9.365880,13.594292,-56.628702,-0.000000,1.396017,-1.459753,0.474253,1.637668,2.104781,2.67e-06
29,phi = 0,9.931842,14.277548,-56.839751,0.000000,1.396408,-1.459749,0.474243,1.645223,2.104741,4.29e-05
30,beta = 0,9.931842,14.404912,-56.876917,-94.340743,1.396475,-1.459763,0.474248,-0.000001,2.104686,9.79e-05
31,beta = 0,10.502814,14.957888,-57.030910,-94.657495,1.396741,-1.459792,0.474266,-0.000000,2.104776,7.49e-06
32,phi = 0,10.798153,15.444481,-57.156779,0.000000,1.396949,-1.459757,0.474253,1.656612,2.104786,2.53e-06
33,phi = 0,11.404763,16.357526,-57.373070,0.000000,1.397299,-1.459769,0.474252,1.664409,2.104787,3.22e-06
34,beta = 0,11.404763,16.508233,-57.406778,-95.433342,1.397352,-1.459779,0.474258,-0.000000,2.104756,2.71e-05
35,beta = 0,11.716034,16.804205,-57.470385,-95.565026,1.397448,-1.459780,0.474260,-0.000001,2.104769,1.44e-05
36,phi = 0,12.011996,17.295701,-57.571758,0.000000,1.397598,-1.459757,0.474252,1.671590,2.104782,1.07e-06
37,phi = 0,12.609028,18.000344,-57.707201,0.000000,1.397796,-1.459758,0.474248,1.676497,2.104767,1.68e-05
38,beta = 0,12.609028,18.145738,-57.733905,-96.111701,1.397834,-1.459766,0.474252,-0.000000,2.104741,4.28e-05
39,beta = 0,12.910098,18.652206,-57.823685,-96.298379,1.397957,-1.459778,0.474260,-0.000000,2.104781,2.47e-06
40,phi = 0,13.574836,19.147648,-57.906784,-0.000000,1.398068,-1.459758,0.474252,1.683743,2.104784,4.44e-08
41,phi = 0,13.910146,19.768366,-58.004509,0.000000,1.398197,-1.459757,0.474249,1.687298,2.104767,1.61e-05
42,beta = 0,13.910146,19.937022,-58.030128,-96.728512,1.398230,-1.459764,0.474251,-0.000000,2.104748,3.59e-05
43,beta = 0,14.245456,20.501463,-58.112943,-96.901379,1.398334,-1.459774,0.474258,-0.000000,2.104780,3.10e-06
44,phi = 0,14.588205,21.000139,-58.182279,0.000000,1.398419,-1.459759,0.474252,1.693777,2.104783,6.70e-07
45,phi = 0,15.287401,21.694362,-58.273157,0.000000,1.398528,-1.459761,0.474251,1.697095,2.104775,8.63e-06
46,beta = 0,15.287401,21.878660,-58.296444,-97.285123,1.398556,-1.459766,0.474253,-0.000000,2.104762,2.17e-05
47,beta = 0,15.643847,22.351662,-58.354274,-97.406253,1.398622,-1.459770,0.474256,-0.000000,2.104777,6.45e-06
48,phi = 0,15.972372,22.853037,-58.413059,0.000000,1.398688,-1.459761,0.474252,1.702210,2.104783,7.03e-07
49,phi = 0,16.634493,23.615661,-58.497512,0.000000,1.398781,-1.459763,0.474252,1.705303,2.104780,3.98e-06
50,beta = 0,16.634493,23.784994,-58.515606,-97.744669,1.398801,-1.459767,0.474253,-0.000000,2.104769,1.43e-05
51,beta = 0,16.968089,24.202583,-58.558946,-97.835708,1.398846,-1.459769,0.474255,-0.000000,2.104779,4.63e-06
52,phi = 0,17.306697,24.706248,-58.609339,0.000000,1.398898,-1.459761,0.474252,1.709404,2.104783,5.37e-07
53,phi = 0,17.989148,25.513880,-58.685909,0.000000,1.398977,-1.459764,0.474252,1.712215,2.104782,1.50e-06
54,beta = 0,17.989148,25.690971,-58.702136,-98.136859,1.398993,-1.459767,0.474254,-0.000000,2.104774,9.30e-06
55,beta = 0,18.332991,26.054080,-58.734504,-98.205019,1.399025,-1.459768,0.474255,-0.000000,2.104779,4.34e-06
