n, event_type, t, r, theta, phi,pr, ptheta, pphi, beta, E, dE
1,beta = 0,1.329818,1.648513,88.776448,94.645035,0.148604,0.291776,0.045300,-1.425680,0.031582,2.70e-04
2,phi = 0,3.290395,1.934313,96.409896,0.000000,0.118190,0.154209,0.093473,2.808704,0.076016,4.42e-02
3,beta = 0,3.290395,1.956694,96.854524,-159.627436,0.112285,0.151578,0.094832,-0.000004,0.031552,3.00e-04
4,beta = 0,3.726297,1.976143,97.264907,-158.434372,0.106761,0.153203,0.094769,-0.000048,0.031501,3.51e-04
5,phi = 0,7.532139,2.315238,108.284975,0.000000,0.102583,0.304630,0.041093,2.238491,0.031825,2.74e-05
6,pphi = 0,21.334501,4.715758,132.463035,82.923155,0.232210,0.338564,0.000000,2.777004,0.031823,2.94e-05
7,phi = 0,42.398809,9.781389,141.401595,0.000000,0.247498,0.351992,-0.011937,1.053418,0.031839,1.26e-05
8,beta = 0,51.783861,11.769276,142.825666,-57.939523,0.247925,0.354438,-0.012948,-0.000001,0.031851,9.82e-07
9,phi = 0,69.494750,16.436955,144.794484,0.000000,0.248600,0.352639,-0.011621,0.953604,0.031769,8.32e-05
10,beta = 0,69.494750,16.281002,144.747369,-54.716119,0.248578,0.352700,-0.011650,-0.000002,0.031742,1.10e-04
11,phi = 0,95.450815,22.767205,146.167547,-0.000000,0.249148,0.352807,-0.011899,0.913855,0.031850,1.68e-06
12,beta = 0,105.655281,24.656646,146.443764,-51.904290,0.249204,0.353003,-0.011981,-0.000000,0.031852,1.02e-07
13,phi = 0,122.026523,29.224422,146.956509,0.000000,0.249307,0.352751,-0.011795,0.891170,0.031838,1.38e-05
14,beta = 0,122.026523,28.989905,146.934255,-51.096877,0.249302,0.352768,-0.011804,-0.000000,0.031834,1.75e-05
15,phi = 0,152.328485,35.986938,147.479071,-0.000000,0.249420,0.352792,-0.011855,0.876204,0.031852,1.24e-07
16,beta = 0,159.049140,37.822042,147.588019,-50.024357,0.249435,0.352836,-0.011872,-0.000000,0.031852,2.52e-07
17,phi = 0,179.697032,43.592033,147.871416,0.000000,0.249476,0.352739,-0.011807,0.864998,0.031847,5.34e-06
18,beta = 0,179.697032,43.305643,147.859126,-49.580819,0.249474,0.352743,-0.011809,-0.000000,0.031845,6.51e-06
19,phi = 0,201.316777,49.231775,148.084615,0.000000,0.249507,0.352780,-0.011840,0.858919,0.031852,1.62e-07
